onset	duration	trial_type	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
9.009	1.755	Contingent	NA	NA	10.741	NA
11.299	2.809	Contingent	right	1.598	14.08	12.897
14.877	2.808	Contingent	right	1.748	17.671	16.625
18.32	2.809	Contingent	right	1.168	21.111	19.488
21.714	2.808	Contingent	right	1.298	24.501	23.012
25.408	2.809	NonContingent	right	1.542	28.192	26.95
28.752	2.791	Contingent	right	1.275	31.531	30.027
32.178	2.809	Contingent	left	1.12	34.971	33.298
35.823	2.808	Contingent	left	1.361	38.612	37.184
39.266	2.809	NonContingent	right	1.967	42.052	41.233
42.71	2.808	Contingent	left	1.063	45.492	43.773
46.338	2.808	NonContingent	right	2.534	49.133	48.872
49.731	2.808	NonContingent	left	2.617	52.523	52.348
55.398	2.808	NonContingent	left	1.853	58.191	57.251
58.942	2.808	Contingent	right	2.409	61.731	61.351
62.285	2.809	NonContingent	left	2.214	65.07	64.499
65.729	2.792	NonContingent	right	1.64	68.51	67.369
69.306	2.809	Contingent	right	1.789	72.101	71.095
72.7	2.808	Contingent	left	1.139	75.491	73.839
76.294	2.808	Contingent	left	1.601	79.082	77.895
79.888	2.808	NonContingent	right	1.613	82.673	81.501
83.231	2.792	Contingent	left	1.098	86.012	84.329
86.809	2.808	NonContingent	right	2.062	89.603	88.871
90.352	2.809	Contingent	left	0.88	93.143	91.232
93.746	2.808	Contingent	left	1.056	96.533	94.802
97.19	2.808	Contingent	left	2.405	99.973	99.595
102.957	2.808	Contingent	right	1.443	105.74	104.4
106.35	2.792	Contingent	left	1.157	109.13	107.507
109.878	2.808	NonContingent	right	1.942	112.671	111.82
113.271	2.808	NonContingent	right	1.597	116.06	114.868
116.715	2.808	NonContingent	right	1.14	119.5	117.855
120.309	2.808	NonContingent	left	1.449	123.091	121.758
123.736	2.808	Contingent	left	0.787	126.531	124.523
127.38	2.808	Contingent	left	1.928	130.172	129.308
130.824	2.808	Contingent	left	0.795	133.612	131.619
134.167	2.808	NonContingent	right	1.345	136.951	135.512
137.711	2.791	Contingent	right	1.657	140.491	139.368
141.238	2.808	Contingent	right	1.191	144.032	142.429
144.631	2.809	NonContingent	right	1.062	147.422	145.693
150.248	2.809	Contingent	left	0.925	153.038	151.173
153.792	2.809	NonContingent	right	1.185	156.578	154.977
157.336	2.808	Contingent	left	0.853	160.119	158.189
160.93	2.792	NonContingent	right	1.945	163.71	162.875
164.357	2.808	NonContingent	right	0.91	167.15	165.267
167.901	2.808	NonContingent	right	0.845	170.69	168.746
171.345	2.808	NonContingent	left	0.825	174.13	172.17
174.788	2.792	NonContingent	right	1.622	177.57	176.41
178.215	2.809	Contingent	left	1.081	181.01	179.296
181.659	2.808	NonContingent	right	1.844	184.45	183.503
185.353	2.809	Contingent	left	0.807	188.141	186.16
188.797	2.808	Contingent	left	0.975	191.581	189.772
192.24	2.792	NonContingent	right	0.986	195.021	193.226
197.757	2.792	Contingent	right	1.115	200.537	198.872
201.384	2.809	NonContingent	right	0.864	204.178	202.248
204.828	2.809	NonContingent	right	1.231	207.618	206.059
208.272	2.808	NonContingent	right	2.234	211.058	210.506
211.916	2.808	NonContingent	right	1.899	214.699	213.815
215.243	2.808	NonContingent	left	0.835	218.038	216.078
218.837	2.808	NonContingent	right	1.266	221.629	220.103
222.18	2.808	NonContingent	right	1.151	224.968	223.331
225.874	2.809	NonContingent	right	1.605	228.659	227.479
229.268	2.792	Contingent	right	1.718	232.049	230.986
232.795	2.808	Contingent	left	0.709	235.59	233.504
236.339	2.808	Contingent	left	0.663	239.13	237.002
239.733	2.808	Contingent	right	1.213	242.52	240.946
245.399	2.809	NonContingent	right	1.388	248.187	246.787
248.843	2.808	NonContingent	left	1.983	251.627	250.826
252.287	2.808	Contingent	right	1.3	255.067	253.587
255.914	2.809	NonContingent	left	1.332	258.708	257.246
259.207	2.809	NonContingent	right	1.168	261.997	260.375
262.902	2.808	Contingent	left	0.692	265.688	263.594
266.345	2.809	Contingent	right	1.271	269.128	267.616
269.789	2.792	NonContingent	right	2.056	272.568	271.845
273.166	2.808	Contingent	right	0.9	275.958	274.066
276.71	2.808	NonContingent	right	1.355	279.498	278.065
280.153	2.809	NonContingent	right	1.153	282.938	281.306
283.697	2.792	NonContingent	left	1.774	286.478	285.471
287.225	2.808	Contingent	left	0.971	290.019	288.196
292.942	2.808	NonContingent	right	1.584	295.736	294.526
296.335	2.808	NonContingent	right	1.16	299.126	297.495
299.779	2.808	NonContingent	right	1.658	302.566	301.437
303.222	2.809	Contingent	left	1.382	306.006	304.604
306.867	2.791	NonContingent	right	2.215	309.647	309.082
310.243	2.809	NonContingent	left	1.723	313.036	311.966
313.687	2.808	Contingent	left	1.143	316.476	314.83
317.381	2.809	NonContingent	right	0.893	320.167	318.274
320.775	2.808	Contingent	left	1.807	323.557	322.582
324.319	2.791	Contingent	left	0.898	327.098	325.217
327.695	2.809	Contingent	left	1.722	330.487	329.417
331.139	2.809	Contingent	left	0.858	333.927	331.997
334.834	2.808	NonContingent	right	0.85	337.618	335.684
340.3	2.808	NonContingent	right	1.441	343.085	341.741
343.944	2.809	Contingent	left	1.324	346.726	345.268
347.371	2.808	NonContingent	right	1.548	350.166	348.919
350.815	2.808	Contingent	left	0.707	353.606	351.522
354.208	2.809	Contingent	right	1.092	356.996	355.3
357.852	2.809	Contingent	left	1.57	360.637	359.422
361.246	2.792	Contingent	left	0.737	364.026	361.983
364.673	2.808	Contingent	left	0.632	367.466	365.305
368.267	2.808	Contingent	left	0.856	371.057	369.123
371.861	2.808	Contingent	left	0.705	374.648	372.566
375.305	2.808	NonContingent	right	1.209	378.088	376.514
378.648	2.808	NonContingent	right	2.049	381.427	380.697
382.175	2.808	Contingent	left	1.001	384.967	383.176
387.792	2.808	NonContingent	right	1.214	390.584	389.006
391.235	2.809	Contingent	left	2.067	394.024	393.302
394.88	2.808	NonContingent	right	0.983	397.665	395.863
398.323	2.792	Contingent	left	1.172	401.105	399.495
401.901	2.808	NonContingent	right	1.276	404.696	403.177
405.294	2.809	NonContingent	right	1.621	408.086	406.915
408.888	2.809	Contingent	right	1.931	411.677	410.819
412.181	2.809	NonContingent	right	1.956	414.966	414.137
415.826	2.791	Contingent	left	0.652	418.607	416.478
419.202	2.809	Contingent	left	1.11	421.996	420.312
422.646	2.808	NonContingent	right	1.225	425.436	423.871
426.29	2.809	NonContingent	right	1.267	429.077	427.557
429.684	2.808	NonContingent	right	1.015	432.466	430.699
435.351	2.808	Contingent	left	0.818	438.134	436.169
438.794	2.792	NonContingent	right	1.115	441.574	439.909
442.422	2.808	NonContingent	right	1.337	445.215	443.759
445.715	2.808	Contingent	left	0.846	448.504	446.561
449.359	2.809	NonContingent	right	1.063	452.145	450.422
452.753	2.791	Contingent	left	0.883	455.534	453.636
456.38	2.809	NonContingent	right	1.792	459.175	458.172
459.673	2.809	Contingent	left	0.659	462.464	460.332
463.318	2.808	NonContingent	right	1.238	466.105	464.556
466.761	2.809	NonContingent	right	1.065	469.545	467.826
470.305	2.792	NonContingent	right	2.266	473.086	472.571
473.732	2.809	NonContingent	right	1.075	476.526	474.807
477.126	2.808	Contingent	left	1.682	479.916	478.808
482.793	2.808	Contingent	left	0.8	485.582	483.593
486.387	2.808	Contingent	right	1.254	489.173	487.641
489.83	2.809	Contingent	left	0.628	492.613	490.458
493.224	2.791	NonContingent	right	1.455	496.003	494.679
496.901	2.809	NonContingent	right	1.347	499.694	498.248
500.195	2.808	NonContingent	right	1.858	502.983	502.053
503.739	2.808	NonContingent	left	1.694	506.523	505.433
507.282	2.809	Contingent	left	0.938	510.064	508.22
510.86	2.808	Contingent	left	0.897	513.655	511.757
514.303	2.809	Contingent	left	0.749	517.095	515.052
517.847	2.809	NonContingent	left	2.146	520.635	519.993
521.191	2.808	Contingent	left	0.788	523.974	521.979
524.785	2.791	Contingent	left	0.813	527.565	525.598
530.351	2.792	NonContingent	right	1.175	533.132	531.526
