onset	duration	trial_type	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
9.218	1.388	Contingent	NA	NA	10.59	NA
11.241	2.808	Contingent	right	0.123	14.03	11.364
14.885	2.809	Contingent	left	1.093	17.671	15.978
18.429	2.809	Contingent	left	1.089	21.211	19.518
21.806	2.808	Contingent	left	0.875	24.601	22.681
25.4	2.808	NonContingent	left	1.056	28.192	26.456
28.743	2.809	Contingent	left	1.17	31.531	29.913
32.337	2.809	Contingent	left	1.353	35.122	33.69
35.681	2.791	Contingent	left	1.701	38.461	37.382
39.258	2.808	NonContingent	left	1.378	42.052	40.636
42.652	2.808	Contingent	left	1.208	45.442	43.86
46.346	2.808	NonContingent	right	1.043	49.133	47.389
49.79	2.808	NonContingent	left	1.269	52.573	51.059
55.356	2.809	NonContingent	right	1.493	58.14	56.849
58.75	2.791	Contingent	left	1.031	61.53	59.781
62.427	2.809	NonContingent	right	1.456	65.221	63.883
65.871	2.808	NonContingent	right	1.08	68.661	66.951
69.264	2.809	Contingent	left	1.052	72.05	70.316
72.909	2.808	Contingent	left	0.698	75.691	73.607
76.185	2.808	Contingent	left	0.968	78.98	77.153
79.829	2.809	NonContingent	left	1.358	82.621	81.187
83.223	2.808	Contingent	left	1.292	86.01	84.515
86.767	2.808	NonContingent	right	1.117	89.551	87.884
90.311	2.808	Contingent	left	1.765	93.092	92.076
93.687	2.809	Contingent	left	0.923	96.481	94.61
97.332	2.808	Contingent	left	0.847	100.122	98.179
102.798	2.808	Contingent	left	1.308	105.588	104.106
106.241	2.809	Contingent	left	0.699	109.028	106.94
109.835	2.809	NonContingent	left	0.926	112.619	110.761
113.43	2.791	NonContingent	right	1.19	116.21	114.62
116.856	2.809	NonContingent	left	0.944	119.65	117.8
120.25	2.808	NonContingent	left	1.006	123.039	121.256
123.794	2.808	Contingent	left	0.657	126.58	124.451
127.187	2.809	Contingent	left	1.195	129.97	128.382
130.832	2.791	Contingent	left	0.63	133.611	131.462
134.359	2.808	NonContingent	right	1.081	137.151	135.44
137.802	2.809	Contingent	right	2.11	140.591	139.912
141.146	2.808	Contingent	left	0.884	143.93	142.03
144.69	2.791	NonContingent	left	1.455	147.47	146.145
150.357	2.808	Contingent	left	0.667	153.138	151.024
153.884	2.808	NonContingent	left	1.402	156.679	155.286
157.277	2.809	Contingent	left	1.286	160.068	158.563
160.921	2.809	NonContingent	left	1.148	163.709	162.069
164.215	2.808	NonContingent	left	1.286	166.998	165.501
167.809	2.791	NonContingent	right	1.143	170.589	168.952
171.235	2.809	NonContingent	right	1.122	174.029	172.357
174.88	2.808	NonContingent	right	1.994	177.67	176.874
178.173	2.808	Contingent	left	0.69	180.959	178.863
181.817	2.809	NonContingent	right	1.201	184.6	183.018
185.194	2.808	Contingent	left	0.605	187.989	185.799
188.788	2.808	Contingent	left	0.728	191.58	189.516
192.332	2.808	NonContingent	left	1.093	195.12	193.425
197.748	2.808	Contingent	left	0.64	200.536	198.388
201.292	2.808	NonContingent	left	0.785	204.076	202.077
204.836	2.808	NonContingent	left	1.718	207.617	206.554
208.363	2.808	NonContingent	right	1.095	211.158	209.458
211.907	2.808	NonContingent	left	1.356	214.698	213.263
215.25	2.809	NonContingent	left	1.05	218.037	216.3
218.844	2.809	NonContingent	left	1.32	221.628	220.164
222.288	2.792	NonContingent	left	1.415	225.068	223.703
225.665	2.808	NonContingent	left	0.92	228.458	226.585
229.359	2.808	Contingent	left	1.124	232.149	230.483
232.803	2.808	Contingent	left	0.667	235.589	233.47
236.196	2.809	Contingent	left	0.853	238.978	237.049
239.824	2.808	Contingent	left	1.058	242.619	240.882
245.29	2.808	NonContingent	right	1.202	248.085	246.492
248.734	2.808	NonContingent	right	1.324	251.525	250.058
252.428	2.808	Contingent	left	1.176	255.216	253.604
255.821	2.809	NonContingent	right	1.117	258.606	256.938
259.365	2.792	NonContingent	left	0.837	262.147	260.202
262.742	2.808	Contingent	left	1.063	265.536	263.805
266.386	2.809	Contingent	left	0.996	269.177	267.382
269.83	2.808	NonContingent	left	1.123	272.617	270.953
273.173	2.809	Contingent	left	1.485	275.956	274.658
276.767	2.792	NonContingent	left	1.243	279.547	278.01
280.345	2.808	NonContingent	left	1.612	283.138	281.957
283.638	2.808	NonContingent	right	0.92	286.427	284.558
287.282	2.808	Contingent	left	0.696	290.068	287.978
292.748	2.809	NonContingent	right	1.387	295.534	294.135
296.443	2.808	NonContingent	left	1.597	299.225	298.04
299.769	2.809	NonContingent	left	0.799	302.564	300.568
303.363	2.809	Contingent	left	0.802	306.155	304.165
306.807	2.808	NonContingent	left	1.681	309.595	308.488
310.2	2.809	NonContingent	left	1.066	312.985	311.266
313.895	2.791	Contingent	left	1.121	316.676	315.016
317.221	2.809	NonContingent	left	1.132	320.015	318.353
320.765	2.809	Contingent	left	0.933	323.556	321.698
