"onset"	"trial_type"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
10.333	"Contingent"	NA	NA	0.234	10.54	NA
11.386	"Contingent"	NA	NA	2.825	14.181	NA
14.93	"Contingent"	"right"	0.08	2.808	17.721	15.01
18.323	"Contingent"	"left"	2.219	2.809	21.111	20.542
21.767	"Contingent"	"left"	2.247	2.809	24.551	24.014
25.411	"NonContingent"	"left"	1.77	2.792	28.192	27.181
28.688	"Contingent"	"left"	1.52	2.808	31.481	30.208
32.332	"Contingent"	"left"	1.545	2.809	35.122	33.877
35.776	"Contingent"	"left"	1.181	2.808	38.562	36.957
39.219	"NonContingent"	"left"	2.042	2.809	42.002	41.261
42.864	"Contingent"	"left"	1.198	2.791	45.643	44.062
46.19	"NonContingent"	"left"	1.935	2.809	48.982	48.125
49.784	"NonContingent"	"left"	1.054	2.809	52.573	50.838
55.251	"NonContingent"	"left"	1.643	2.808	58.038	56.894
58.795	"Contingent"	"left"	1.395	2.808	61.578	60.19
62.339	"NonContingent"	"right"	2.423	2.791	65.119	64.762
65.866	"NonContingent"	"right"	1.102	2.808	68.66	66.968
69.41	"Contingent"	"left"	1.294	2.808	72.2	70.704
72.753	"Contingent"	"left"	1.105	2.809	75.539	73.858
76.397	"Contingent"	"left"	0.983	2.809	79.18	77.38
79.791	"NonContingent"	"right"	2.191	2.792	82.57	81.982
83.318	"Contingent"	"left"	2.094	2.808	86.111	85.412
86.661	"NonContingent"	"right"	1.621	2.809	89.45	88.282
90.306	"Contingent"	"right"	1.353	2.808	93.091	91.659
93.749	"Contingent"	"left"	1.05	2.809	96.531	94.799
97.327	"Contingent"	"right"	1.519	2.808	100.122	98.846
102.793	"Contingent"	"left"	1.895	2.808	105.588	104.688
106.387	"Contingent"	"left"	0.993	2.809	109.179	107.38
109.831	"NonContingent"	"left"	2.031	2.808	112.619	111.862
113.224	"NonContingent"	"right"	1.842	2.809	116.009	115.066
116.919	"NonContingent"	NA	NA	2.808	119.7	NA
120.346	"NonContingent"	"right"	1.558	2.808	123.14	121.904
123.789	"Contingent"	"left"	1.762	2.809	126.58	125.551
127.233	"Contingent"	"left"	1.611	2.808	130.02	128.844
130.877	"Contingent"	"left"	1.106	2.809	133.661	131.983
134.17	"NonContingent"	"right"	1.239	2.792	136.95	135.409
137.748	"Contingent"	"right"	1.422	2.808	140.541	139.17
141.191	"Contingent"	"right"	1.607	2.809	143.981	142.798
144.635	"NonContingent"	"right"	1.641	2.808	147.421	146.276
150.352	"Contingent"	"left"	1.016	2.809	153.138	151.368
153.896	"NonContingent"	"left"	1.787	2.808	156.679	155.683
157.273	"Contingent"	NA	NA	2.808	160.068	NA
160.917	"NonContingent"	"right"	1.869	2.809	163.709	162.786
164.21	"NonContingent"	"left"	2.087	2.809	166.998	166.297
167.855	"NonContingent"	"right"	1.184	2.808	170.639	169.039
171.298	"NonContingent"	"right"	1.682	2.792	174.079	172.98
174.876	"NonContingent"	"right"	1.004	2.808	177.67	175.88
178.169	"Contingent"	"left"	1.312	2.808	180.959	179.481
181.713	"NonContingent"	"right"	1.25	2.808	184.499	182.963
185.156	"Contingent"	"left"	1.066	2.809	187.939	186.222
188.75	"Contingent"	"right"	1.535	2.792	191.53	190.285
192.328	"NonContingent"	"right"	1.063	2.808	195.121	193.391
