onset	duration	trial_type	accuracy	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.897	1.788	Visual_Same	1	right	1.091	12.685	11.988
13.237	1.789	Visual_Lure	1	left	0.933	15.026	14.17
15.761	1.789	Visual_Same	0	NA	NA	17.55	NA
18.402	1.789	Visual_Different	0	NA	NA	20.191	NA
20.793	1.789	Visual_Different	0	right	1.197	22.582	21.99
23.234	1.788	Visual_Lure	0	NA	NA	25.022	NA
30.94	1.789	Auditory_Different	1	left	1.43	32.729	32.37
33.23	1.789	Auditory_Different	1	left	1.34	35.019	34.57
35.771	1.789	Auditory_Lure	1	left	1.467	37.56	37.238
38.312	1.789	Auditory_Different	0	NA	NA	40.101	NA
40.836	1.789	Auditory_Same	1	right	1.569	42.625	42.405
48.392	1.789	Visual_Different	1	left	1.061	50.181	49.453
50.833	1.788	Visual_Lure	1	left	0.797	52.621	51.63
53.223	1.789	Visual_Different	1	left	0.874	55.012	54.097
55.898	1.788	Visual_Same	1	right	1.148	57.686	57.046
58.288	1.789	Visual_Same	1	right	0.854	60.077	59.142
60.679	1.788	Visual_Lure	1	left	0.557	62.467	61.236
63.219	1.789	Visual_Lure	1	left	0.95	65.008	64.169
70.792	1.789	Auditory_Different	1	left	0.997	72.581	71.789
73.383	1.789	Auditory_Different	1	left	0.82	75.172	74.203
75.824	1.788	Auditory_Lure	1	left	0.992	77.612	76.816
78.398	1.789	Auditory_Same	1	right	1.157	80.187	79.555
80.688	1.789	Auditory_Same	1	right	0.925	82.477	81.613
83.38	1.788	Auditory_Different	1	left	0.88	85.168	84.26
90.885	1.789	Visual_Lure	1	left	0.658	92.674	91.543
93.426	1.789	Visual_Same	0	NA	NA	95.215	NA
95.767	1.788	Visual_Lure	1	left	0.793	97.555	96.56
98.307	1.789	Visual_Different	1	left	1.011	100.096	99.318
100.698	1.772	Visual_Different	1	left	0.855	102.47	101.553
103.322	1.789	Visual_Same	1	right	0.921	105.111	104.243
105.863	1.789	Visual_Same	1	right	0.567	107.652	106.43
113.386	1.788	Auditory_Lure	1	left	0.903	115.174	114.289
115.776	1.789	Auditory_Lure	1	left	0.871	117.565	116.647
118.317	1.789	Auditory_Same	1	right	0.804	120.106	119.121
120.708	1.788	Auditory_Lure	0	right	0.849	122.496	121.557
123.232	1.788	Auditory_Different	1	left	0.976	125.02	124.208
130.888	1.789	Visual_Different	1	left	0.942	132.677	131.83
133.429	1.789	Visual_Same	1	right	0.965	135.218	134.394
135.719	1.789	Visual_Lure	1	left	0.817	137.508	136.536
138.293	1.789	Visual_Same	1	right	1.033	140.082	139.326
140.734	1.789	Visual_Same	1	right	0.677	142.523	141.411
143.325	1.789	Visual_Lure	1	left	0.843	145.114	144.168
145.665	1.789	Visual_Lure	0	right	1.347	147.454	147.012
153.238	1.789	Auditory_Same	1	right	0.951	155.027	154.189
155.829	1.789	Auditory_Same	1	right	0.76	157.618	156.589
158.42	1.789	Auditory_Different	1	left	1.075	160.209	159.495
160.861	1.772	Auditory_Lure	0	right	0.82	162.633	161.681
163.184	1.789	Auditory_Lure	1	left	1.101	164.973	164.285
165.775	1.789	Auditory_Same	1	right	0.772	167.564	166.547
173.431	1.789	Visual_Lure	1	left	0.613	175.22	174.044
175.772	1.788	Visual_Lure	1	left	0.662	177.56	176.434
178.313	1.788	Visual_Different	1	left	0.631	180.101	178.944
180.854	1.788	Visual_Same	1	right	0.808	182.642	181.662
183.194	1.789	Visual_Lure	1	left	0.704	184.983	183.898
190.934	1.788	Auditory_Different	1	left	0.951	192.722	191.885
193.374	1.789	Auditory_Different	1	left	1.043	195.163	194.417
195.765	1.788	Auditory_Same	1	right	0.742	197.553	196.507
198.306	1.788	Auditory_Lure	0	right	0.992	200.094	199.298
200.847	1.772	Auditory_Different	1	left	0.787	202.619	201.634
208.436	1.789	Visual_Same	1	right	1.024	210.225	209.46
210.776	1.789	Visual_Same	1	right	0.941	212.565	211.717
213.317	1.789	Visual_Different	1	left	0.769	215.106	214.086
215.858	1.789	Visual_Lure	1	left	1.01	217.647	216.868
218.232	1.788	Visual_Lure	1	left	0.889	220.02	219.121
220.773	1.788	Visual_Same	1	right	0.71	222.561	221.483
228.245	1.789	Auditory_Lure	1	left	0.92	230.034	229.165
230.769	1.789	Auditory_Lure	1	left	1.035	232.558	231.804
233.41	1.789	Auditory_Same	1	right	0.916	235.199	234.326
235.801	1.789	Auditory_Different	1	left	0.873	237.59	236.674
238.191	1.789	Auditory_Different	1	left	1.007	239.98	239.198
240.883	1.772	Auditory_Lure	1	left	1.384	242.655	242.267
248.238	1.789	Visual_Different	1	left	0.506	250.027	248.744
250.929	1.789	Visual_Different	1	left	0.989	252.718	251.918
253.303	1.789	Visual_Same	1	right	0.863	255.092	254.166
255.894	1.789	Visual_Lure	1	left	0.633	257.683	256.527
258.184	1.789	Visual_Different	1	left	1.373	259.973	259.557
265.79	1.789	Auditory_Lure	1	left	1.12	267.579	266.91
268.381	1.772	Auditory_Same	1	right	0.876	270.153	269.257
270.805	1.789	Auditory_Lure	1	left	0.784	272.594	271.589
273.346	1.789	Auditory_Different	1	left	0.997	275.135	274.343
