onset	duration	trial_type	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
7.74700000000001	2.809	Contingent	left	1.516	10.54	9.26300000000001
11.392	2.808	Contingent	left	1.398	14.181	12.79
14.785	2.808	Contingent	left	1.376	17.57	16.161
18.329	2.808	Contingent	left	1.356	21.111	19.685
21.923	2.792	Contingent	left	1.251	24.702	23.174
25.25	2.808	NonContingent	left	1.151	28.041	26.401
28.793	2.809	Contingent	left	1.23	31.582	30.023
32.337	2.809	Contingent	right	1.151	35.123	33.488
35.681	2.808	Contingent	left	1.42	38.462	37.101
39.358	2.809	NonContingent	left	1.083	42.153	40.441
42.652	2.808	Contingent	left	1.162	45.442	43.814
46.296	2.808	NonContingent	right	1.642	49.083	47.938
49.739	2.809	NonContingent	right	1.757	52.523	51.496
55.256	2.808	NonContingent	left	1.347	58.039	56.603
58.9	2.792	Contingent	left	1.125	61.68	60.025
62.327	2.808	NonContingent	right	1.13	65.12	63.457
65.771	2.808	NonContingent	left	1.125	68.56	66.896
69.415	2.808	Contingent	left	1.25	72.201	70.665
72.758	2.809	Contingent	left	1.027	75.54	73.785
76.386	2.808	Contingent	left	1.073	79.181	77.459
79.679	2.808	NonContingent	left	1.257	82.47	80.936
83.323	2.808	Contingent	left	1.158	86.111	84.481
86.767	2.808	NonContingent	left	1.342	89.551	88.109
90.311	2.808	Contingent	left	0.896	93.092	91.207
93.637	2.808	Contingent	left	0.946	96.431	94.583
97.331	2.809	Contingent	left	1.73	100.122	99.061
102.915	2.641	Contingent	left	1.107	105.538	104.022
106.442	2.808	Contingent	left	1.037	109.229	107.479
109.835	2.809	NonContingent	right	1.492	112.619	111.327
113.279	2.792	NonContingent	left	1.275	116.059	114.554
116.856	2.809	NonContingent	left	1.238	119.65	118.094
120.25	2.808	NonContingent	left	1.345	123.039	121.595
123.794	2.808	Contingent	left	1.156	126.58	124.95
127.187	2.809	Contingent	left	1.232	129.97	128.419
130.882	2.791	Contingent	left	1.114	133.661	131.996
134.309	2.808	NonContingent	right	1.425	137.101	135.734
137.652	2.808	Contingent	left	1.332	140.44	138.984
141.196	2.808	Contingent	left	1.169	143.98	142.365
144.74	2.791	NonContingent	left	1.517	147.521	146.257
150.306	2.792	Contingent	left	0.977	153.087	151.283
153.884	2.808	NonContingent	right	0.903	156.678	154.787
157.428	2.808	Contingent	left	1.092	160.218	158.52
160.721	2.808	NonContingent	right	1.254	163.507	161.975
164.315	2.808	NonContingent	left	1.347	167.098	165.662
167.909	2.808	NonContingent	left	1.518	170.689	169.427
171.286	2.808	NonContingent	left	1.333	174.079	172.619
174.729	2.809	NonContingent	right	1.224	177.519	175.953
178.173	2.808	Contingent	left	1.033	180.959	179.206
181.817	2.808	NonContingent	right	1.542	184.6	183.359
185.144	2.808	Contingent	left	0.917	187.939	186.061
188.788	2.808	Contingent	left	0.905	191.58	189.693
192.181	2.809	NonContingent	left	1.07	194.969	193.251
197.949	2.808	Contingent	left	1.004	200.737	198.953
201.242	2.808	NonContingent	left	1.022	204.026	202.264
204.836	2.808	NonContingent	right	1.144	207.617	205.98
208.263	2.808	NonContingent	right	1.348	211.057	209.611
211.857	2.808	NonContingent	left	1.431	214.648	213.288
215.3	2.809	NonContingent	left	0.99	218.088	216.29
218.894	2.809	NonContingent	left	1.31	221.679	220.204
222.188	2.791	NonContingent	left	1.485	224.968	223.673
225.815	2.808	NonContingent	left	1.207	228.609	227.022
229.209	2.808	Contingent	left	1.285	231.998	230.494
232.753	2.808	Contingent	left	1.114	235.539	233.867
236.347	2.808	Contingent	left	1.121	239.13	237.468
239.64	2.791	Contingent	left	1.135	242.419	240.775
245.44	2.809	NonContingent	left	1.149	248.236	246.589
248.734	2.808	NonContingent	right	1.343	251.525	250.077
252.277	2.809	Contingent	left	1.104	255.065	253.381
255.872	2.808	NonContingent	right	1.072	258.656	256.944
259.315	2.792	NonContingent	left	1.147	262.096	260.462
262.892	2.809	Contingent	left	1.061	265.687	263.953
266.286	2.808	Contingent	left	1.364	269.077	267.65
269.83	2.808	NonContingent	left	1.08	272.618	270.91
273.173	2.809	Contingent	left	1.058	275.957	274.231
276.717	2.792	NonContingent	left	1.393	279.497	278.11
280.244	2.809	NonContingent	left	1.122	283.038	281.366
283.838	2.809	NonContingent	right	1.282	286.629	285.12
287.182	2.808	Contingent	left	1.099	289.968	288.281
292.932	2.675	NonContingent	right	1.305	295.584	294.237
296.443	2.808	NonContingent	left	1.249	299.225	297.692
299.819	2.809	NonContingent	left	1.121	302.615	300.94
303.363	2.809	Contingent	left	1.068	306.156	304.431
306.707	2.808	NonContingent	left	1.392	309.495	308.099
310.301	2.808	NonContingent	left	1.082	313.086	311.383
313.895	2.808	Contingent	left	0.792	316.677	314.687
317.171	2.809	NonContingent	left	1.118	319.966	318.289
320.715	2.808	Contingent	left	0.825	323.506	321.54
