onset	duration	trial_type	accuracy	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.75	1.789	Visual_Same	1	right	0.999	12.539	11.749
13.324	1.789	Visual_Different	1	left	0.912	15.113	14.236
15.865	1.789	Visual_Same	1	right	0.817	17.654	16.682
18.406	1.789	Visual_Lure	1	left	1.671	20.195	20.077
20.763	1.772	Visual_Lure	1	left	0.979	22.535	21.742
23.388	1.789	Visual_Different	0	right	0.971	25.177	24.359
25.711	1.789	Visual_Different	1	left	1.232	27.5	26.943
33.251	1.788	Auditory_Different	1	left	1.634	35.039	34.885
35.925	1.789	Auditory_Different	1	left	1.49	37.714	37.415
38.366	1.789	Auditory_Same	1	right	1.229	40.155	39.595
40.756	1.789	Auditory_Lure	1	left	0.962	42.545	41.718
43.297	1.789	Auditory_Different	1	left	1.054	45.086	44.351
50.736	1.789	Visual_Same	0	NA	NA	52.525	NA
53.377	1.789	Visual_Lure	1	left	1.302	55.166	54.679
55.818	1.789	Visual_Different	1	left	1.06	57.607	56.878
58.208	1.789	Visual_Lure	0	NA	NA	59.997	NA
60.85	1.788	Visual_Lure	1	left	1.055	62.638	61.905
63.374	1.789	Visual_Different	1	left	0.631	65.163	64.005
65.764	1.789	Visual_Different	1	left	0.835	67.553	66.599
73.437	1.789	Auditory_Different	1	left	1.433	75.226	74.87
75.878	1.789	Auditory_Same	0	NA	NA	77.667	NA
78.319	1.788	Auditory_Different	1	left	1.034	80.107	79.353
80.709	1.789	Auditory_Lure	1	left	1.14	82.498	81.849
83.25	1.772	Auditory_Lure	1	left	1.467	85.022	84.717
85.774	1.789	Auditory_Same	1	right	1.292	87.563	87.066
93.297	1.788	Visual_Same	1	right	0.893	95.085	94.19
95.888	1.772	Visual_Same	1	right	1.075	97.66	96.963
98.211	1.789	Visual_Different	1	left	0.639	100	98.85
100.802	1.789	Visual_Same	1	right	0.745	102.591	101.547
103.393	1.789	Visual_Lure	1	left	0.798	105.182	104.191
110.749	1.788	Auditory_Same	1	right	1.103	112.537	111.852
113.423	1.789	Auditory_Lure	1	left	0.949	115.212	114.372
115.864	1.789	Auditory_Different	1	left	0.853	117.653	116.717
118.254	1.789	Auditory_Lure	1	left	1.104	120.043	119.358
120.846	1.788	Auditory_Lure	1	left	1.222	122.634	122.068
123.219	1.789	Auditory_Different	1	left	0.901	125.008	124.12
125.861	1.788	Auditory_Different	1	left	0.735	127.649	126.596
133.283	1.788	Visual_Lure	1	left	0.823	135.071	134.106
135.824	1.788	Visual_Different	1	left	0.668	137.612	136.492
138.365	1.788	Visual_Same	0	left	1.381	140.153	139.746
140.905	1.789	Visual_Different	1	left	0.77	142.694	141.675
143.246	1.788	Visual_Different	1	left	0.847	145.034	144.093
145.67	1.788	Visual_Same	1	right	0.875	147.458	146.545
148.211	1.788	Visual_Same	1	right	1.141	149.999	149.352
155.733	1.789	Auditory_Same	1	right	1.77	157.522	157.503
158.324	1.789	Auditory_Lure	1	left	1.026	160.113	159.35
160.915	1.789	Auditory_Same	1	right	0.872	162.704	161.787
163.356	1.789	Auditory_Different	1	left	0.787	165.145	164.143
165.746	1.789	Auditory_Different	1	left	1.098	167.535	166.844
168.17	1.789	Auditory_Lure	1	left	1.141	169.959	169.311
175.893	1.789	Visual_Lure	1	left	0.815	177.682	176.708
178.234	1.788	Visual_Lure	1	left	0.812	180.022	179.046
180.908	1.789	Visual_Same	1	right	1.007	182.697	181.915
183.299	1.788	Visual_Different	1	left	0.93	185.087	184.229
185.89	1.788	Visual_Different	1	left	0.86	187.678	186.75
188.28	1.789	Visual_Lure	1	left	1.045	190.069	189.325
195.836	1.789	Auditory_Lure	1	left	1.037	197.625	196.873
198.377	1.789	Auditory_Lure	1	left	1.035	200.166	199.412
200.918	1.789	Auditory_Same	1	right	0.904	202.707	201.822
203.208	1.789	Auditory_Lure	1	left	0.822	204.997	204.03
205.782	1.789	Auditory_Different	1	left	0.981	207.571	206.763
213.238	1.789	Visual_Different	1	left	0.95	215.027	214.188
215.779	1.789	Visual_Same	1	right	0.806	217.568	216.585
218.37	1.789	Visual_Lure	1	left	0.676	220.159	219.046
220.794	1.789	Visual_Same	1	right	0.946	222.583	221.74
223.385	1.789	Visual_Same	1	right	0.753	225.174	224.138
225.675	1.789	Visual_Lure	1	left	0.697	227.464	226.372
228.216	1.789	Visual_Lure	1	left	0.788	230.005	229.004
235.789	1.788	Auditory_Lure	1	left	0.868	237.577	236.657
238.229	1.789	Auditory_Lure	1	left	0.894	240.018	239.123
240.921	1.788	Auditory_Same	1	right	1.127	242.709	242.048
243.295	1.788	Auditory_Different	1	left	0.801	245.083	244.096
245.735	1.789	Auditory_Different	1	left	1.005	247.524	246.74
248.326	1.789	Auditory_Lure	1	left	1.051	250.115	249.377
255.882	1.789	Visual_Lure	1	left	0.591	257.671	256.473
258.323	1.788	Visual_Same	1	right	0.859	260.111	259.182
260.763	1.789	Visual_Lure	1	left	0.643	262.552	261.406
