onset	duration	trial_type	accuracy	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.748	1.789	Visual_Lure	1	left	0.956	12.537	11.704
13.339	1.789	Visual_Same	1	right	0.975	15.128	14.314
15.863	1.789	Visual_Lure	1	left	0.735	17.652	16.598
18.254	1.788	Visual_Different	1	left	1.029	20.042	19.283
20.895	1.788	Visual_Different	1	left	1.031	22.683	21.926
23.185	1.789	Visual_Same	1	right	0.86	24.974	24.045
25.709	1.789	Visual_Same	1	right	0.632	27.498	26.341
33.299	1.788	Auditory_Lure	1	left	1.056	35.087	34.355
35.839	1.789	Auditory_Lure	1	left	1.304	37.628	37.143
38.414	1.788	Auditory_Different	1	left	0.951	40.202	39.365
40.854	1.789	Auditory_Same	1	right	1.016	42.643	41.87
43.195	1.788	Auditory_Lure	1	left	1.335	44.983	44.53
50.851	1.789	Visual_Different	1	left	0.895	52.64	51.746
53.425	1.789	Visual_Different	1	left	0.743	55.214	54.168
55.866	1.789	Visual_Same	1	right	0.673	57.655	56.539
58.307	1.788	Visual_Lure	1	left	0.646	60.095	58.953
60.898	1.788	Visual_Different	1	left	0.617	62.686	61.515
68.286	1.789	Auditory_Same	1	right	1.159	70.075	69.445
70.928	1.788	Auditory_Lure	1	left	1.159	72.716	72.087
73.368	1.789	Auditory_Same	1	right	0.927	75.157	74.295
75.809	1.788	Auditory_Different	1	left	0.943	77.597	76.752
78.199	1.789	Auditory_Different	1	left	1.071	79.988	79.27
80.824	1.788	Auditory_Lure	0	right	0.952	82.612	81.776
88.246	1.789	Visual_Lure	1	left	0.722	90.035	88.968
90.887	1.789	Visual_Lure	1	left	0.662	92.676	91.549
93.261	1.789	Visual_Different	1	left	0.573	95.05	93.834
95.702	1.788	Visual_Same	1	right	0.614	97.49	96.316
98.242	1.789	Visual_Lure	1	left	0.619	100.031	98.861
105.849	1.788	Auditory_Different	1	left	0.793	107.637	106.642
108.272	1.789	Auditory_Same	1	right	0.919	110.061	109.191
110.914	1.788	Auditory_Lure	1	left	0.866	112.702	111.78
113.204	1.788	Auditory_Same	1	right	0.917	114.992	114.121
115.745	1.788	Auditory_Same	1	right	1.026	117.533	116.771
118.336	1.788	Auditory_Lure	1	left	0.968	120.124	119.304
120.76	1.788	Auditory_Lure	1	left	1.007	122.548	121.767
128.349	1.789	Visual_Lure	1	left	0.52	130.138	128.869
130.923	1.789	Visual_Different	1	left	0.437	132.712	131.36
133.364	1.789	Visual_Same	1	right	0.576	135.153	133.94
135.905	1.789	Visual_Different	1	left	0.519	137.694	136.424
138.245	1.789	Visual_Different	1	left	0.765	140.034	139.01
140.669	1.789	Visual_Same	1	right	0.527	142.458	141.196
143.26	1.789	Visual_Same	1	right	0.571	145.049	143.831
150.95	1.772	Auditory_Different	1	left	0.868	152.722	151.818
153.223	1.789	Auditory_Same	1	right	0.86	155.012	154.083
155.764	1.789	Auditory_Different	1	left	0.679	157.553	156.443
158.355	1.789	Auditory_Lure	1	left	0.942	160.144	159.297
160.696	1.788	Auditory_Lure	1	left	1.103	162.484	161.799
163.27	1.789	Auditory_Same	1	right	0.818	165.059	164.088
170.893	1.788	Visual_Different	1	left	0.477	172.681	171.37
173.434	1.788	Visual_Different	1	left	0.455	175.222	173.889
175.858	1.788	Visual_Lure	0	right	0.47	177.646	176.328
178.198	1.789	Visual_Different	1	left	1.017	179.987	179.215
180.789	1.789	Visual_Same	1	right	0.784	182.578	181.573
188.445	1.789	Auditory_Same	1	right	1.164	190.234	189.609
190.886	1.772	Auditory_Same	1	right	1.165	192.658	192.051
193.259	1.789	Auditory_Lure	1	left	0.905	195.048	194.164
195.8	1.789	Auditory_Different	1	left	0.959	197.589	196.759
198.191	1.789	Auditory_Same	1	right	1.012	199.98	199.203
205.797	1.789	Visual_Different	1	left	0.588	207.586	206.385
208.371	1.789	Visual_Lure	1	left	0.762	210.16	209.133
210.812	1.789	Visual_Different	1	left	0.565	212.601	211.377
213.202	1.789	Visual_Same	1	right	0.672	214.991	213.874
215.894	1.788	Visual_Same	1	right	0.547	217.682	216.441
218.217	1.789	Visual_Lure	1	left	0.784	220.006	219.001
220.808	1.789	Visual_Lure	1	left	0.763	222.597	221.571
228.448	1.772	Auditory_Different	1	left	0.803	230.22	229.251
230.772	1.788	Auditory_Lure	1	left	1.432	232.56	232.204
233.413	1.788	Auditory_Different	1	left	1.138	235.201	234.551
235.803	1.789	Auditory_Same	1	right	0.911	237.592	236.714
238.194	1.788	Auditory_Same	1	right	0.858	239.982	239.052
240.818	1.789	Auditory_Lure	1	left	0.881	242.607	241.699
243.259	1.788	Auditory_Lure	1	left	0.967	245.047	244.226
250.831	1.789	Visual_Same	1	right	0.776	252.62	251.607
253.272	1.789	Visual_Different	1	left	0.481	255.061	253.753
