"onset"	"trial_type"	"accuracy"	"button"	"response_time"	"duration"	"trial_type_less_granular"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
10.284	"recently_learned_faces_baseline"	0	NA	NA	0.184	"recently_learned_faces_baseline"	10.44	NA
11.337	"recently_learned_faces_baseline"	0	NA	NA	2.508	"recently_learned_faces_baseline"	13.828	NA
14.881	"famous_faces_baseline"	1	"left"	1.946	2.507	"famous_faces_baseline"	17.367	16.827
18.224	"famous_faces_baseline"	1	"right"	1.169	2.508	"famous_faces_baseline"	20.704	19.393
21.751	"famous_faces_false_combination"	0	NA	NA	2.508	"famous_faces"	24.242	NA
25.295	"famous_faces_correct_combination"	1	"left"	1.72	2.508	"famous_faces"	27.781	27.015
28.889	"recently_learned_faces_false_combination"	1	"right"	1.523	2.508	"recently_learned_faces"	31.37	30.412
32.166	"recently_learned_faces_false_combination"	1	"right"	1.165	2.507	"recently_learned_faces"	34.657	33.331
35.71	"famous_faces_false_combination"	1	"right"	1.452	2.507	"famous_faces"	38.195	37.162
39.304	"famous_faces_baseline"	0	"right"	1.527	2.507	"famous_faces_baseline"	41.784	40.831
42.831	"recently_learned_faces_baseline"	0	"right"	1.207	2.507	"recently_learned_faces_baseline"	45.322	44.038
46.275	"famous_faces_false_combination"	0	"left"	1.975	2.507	"famous_faces"	48.76	48.25
49.618	"famous_faces_baseline"	0	NA	NA	2.507	"famous_faces_baseline"	52.097	NA
55.452	"famous_faces_baseline"	1	"right"	1.777	2.507	"famous_faces_baseline"	57.938	57.229
58.896	"recently_learned_faces_correct_combination"	1	"left"	1.623	2.507	"recently_learned_faces"	61.376	60.519
62.322	"recently_learned_faces_false_combination"	1	"right"	1.488	2.508	"recently_learned_faces"	64.814	63.81
65.716	"famous_faces_correct_combination"	1	"left"	1.098	2.507	"famous_faces"	68.202	66.814
69.26	"famous_faces_false_combination"	1	"right"	0.991	2.507	"famous_faces"	71.74	70.251
72.837	"recently_learned_faces_false_combination"	0	"left"	1.194	2.508	"recently_learned_faces"	75.329	74.031
76.23	"famous_faces_false_combination"	1	"right"	2.044	2.508	"famous_faces"	78.716	78.274
79.875	"recently_learned_faces_false_combination"	1	"right"	1.112	2.507	"recently_learned_faces"	82.355	80.987
83.151	"recently_learned_faces_false_combination"	0	"left"	1.117	2.508	"recently_learned_faces"	85.642	84.268
86.745	"famous_faces_baseline"	1	"right"	1.866	2.508	"famous_faces_baseline"	89.231	88.611
90.289	"famous_faces_baseline"	1	"right"	1.078	2.508	"famous_faces_baseline"	92.77	91.367
93.816	"famous_faces_false_combination"	1	"right"	0.981	2.508	"famous_faces"	96.308	94.797
97.21	"recently_learned_faces_false_combination"	0	"left"	1.657	2.507	"recently_learned_faces"	99.696	98.867
102.943	"recently_learned_faces_correct_combination"	1	"left"	1.879	2.508	"recently_learned_faces"	105.436	104.822
106.387	"famous_faces_correct_combination"	1	"left"	1.258	2.508	"famous_faces"	108.874	107.645
109.78	"recently_learned_faces_correct_combination"	1	"left"	0.835	2.508	"recently_learned_faces"	112.261	110.615
113.207	"recently_learned_faces_false_combination"	1	"right"	1.978	2.525	"recently_learned_faces"	115.699	115.185
116.801	"recently_learned_faces_correct_combination"	1	"left"	1.34	2.508	"recently_learned_faces"	119.288	118.141
120.345	"famous_faces_correct_combination"	1	"left"	0.903	2.508	"famous_faces"	122.827	121.248
123.772	"famous_faces_correct_combination"	1	"left"	1.13	2.508	"famous_faces"	126.265	124.902
127.216	"recently_learned_faces_correct_combination"	1	"left"	0.78	2.507	"recently_learned_faces"	129.703	127.996
130.659	"famous_faces_baseline"	1	"left"	1.197	2.508	"famous_faces_baseline"	133.141	131.856
134.337	"recently_learned_faces_baseline"	1	"right"	1.212	2.524	"recently_learned_faces_baseline"	136.83	135.549
137.63	"famous_faces_baseline"	0	"right"	0.99	2.508	"famous_faces_baseline"	140.117	138.62
141.224	"famous_faces_correct_combination"	1	"left"	0.804	2.508	"famous_faces"	143.706	142.028
144.651	"recently_learned_faces_correct_combination"	1	"left"	1.297	2.508	"recently_learned_faces"	147.144	145.948
150.452	"famous_faces_baseline"	1	"right"	1.088	2.507	"famous_faces_baseline"	152.935	151.54
153.728	"famous_faces_correct_combination"	1	"left"	1.104	2.524	"famous_faces"	156.222	154.832
157.272	"famous_faces_baseline"	1	"right"	0.828	2.507	"famous_faces_baseline"	159.76	158.1
160.866	"recently_learned_faces_correct_combination"	1	"left"	1.044	2.508	"recently_learned_faces"	163.349	161.91
164.293	"recently_learned_faces_baseline"	0	"right"	1.136	2.524	"recently_learned_faces_baseline"	166.787	165.429
167.737	"recently_learned_faces_correct_combination"	1	"left"	0.669	2.507	"recently_learned_faces"	170.225	168.406
171.18	"recently_learned_faces_correct_combination"	1	"left"	0.84	2.508	"recently_learned_faces"	173.663	172.02
174.808	"recently_learned_faces_correct_combination"	1	"left"	1.145	2.524	"recently_learned_faces"	177.302	175.953
178.352	"famous_faces_false_combination"	1	"right"	1.025	2.507	"famous_faces"	180.84	179.377
181.745	"recently_learned_faces_baseline"	0	"right"	0.968	2.507	"recently_learned_faces_baseline"	184.228	182.713
185.172	"famous_faces_false_combination"	1	"right"	0.932	2.524	"famous_faces"	187.666	186.104
188.816	"famous_faces_false_combination"	1	"right"	1.153	2.507	"famous_faces"	191.305	189.969
192.109	"famous_faces_baseline"	1	"right"	1.555	2.508	"famous_faces_baseline"	194.592	193.664
197.743	"recently_learned_faces_false_combination"	1	"right"	0.986	2.507	"recently_learned_faces"	200.233	198.729
201.337	"famous_faces_false_combination"	0	"left"	1.958	2.507	"famous_faces"	203.822	203.295
204.78	"recently_learned_faces_correct_combination"	1	"left"	1.023	2.508	"recently_learned_faces"	207.26	205.803
208.408	"famous_faces_false_combination"	1	"right"	1.1	2.507	"famous_faces"	210.899	209.508
