onset	duration	trial_type	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.297	0.268	Contingent	NA	NA	10.54	NA
11.451	2.808	Contingent	left	2.678	14.231	14.129
14.828	2.808	Contingent	left	1.383	17.621	16.211
18.271	2.809	Contingent	right	1.24	21.061	19.511
21.865	2.809	Contingent	left	1.424	24.652	23.289
25.209	2.808	NonContingent	left	1.153	27.991	26.362
28.886	2.809	Contingent	left	1.321	31.682	30.207
32.28	2.808	Contingent	right	1.13	35.072	33.41
35.824	2.808	Contingent	left	1.049	38.613	36.873
39.217	2.809	NonContingent	NA	NA	42.002	NA
42.661	2.791	Contingent	left	1.365	45.442	44.026
46.238	2.809	NonContingent	left	1.866	49.033	48.104
49.682	2.808	NonContingent	left	1.196	52.473	50.878
55.248	2.809	NonContingent	left	1.265	58.039	56.513
58.792	2.809	Contingent	left	1.046	61.579	59.838
62.336	2.809	NonContingent	left	1.116	65.12	63.452
65.93	2.792	NonContingent	left	1.163	68.711	67.093
69.357	2.809	Contingent	left	0.966	72.151	70.323
72.751	2.808	Contingent	left	0.949	75.54	73.7
76.395	2.808	Contingent	left	0.83	79.181	77.225
79.789	2.808	NonContingent	left	1.023	82.571	80.812
83.182	2.792	Contingent	left	1.095	85.961	84.277
86.81	2.808	NonContingent	left	0.995	89.602	87.805
90.353	2.809	Contingent	left	0.86	93.142	91.213
93.697	2.808	Contingent	left	0.932	96.481	94.629
97.291	2.792	Contingent	left	1.068	100.072	98.359
102.908	2.791	Contingent	left	0.962	105.689	103.87
106.234	2.809	Contingent	left	1.066	109.028	107.3
109.778	2.809	NonContingent	left	0.978	112.568	110.756
113.322	2.809	NonContingent	left	1.397	116.109	114.719
116.916	2.809	NonContingent	left	1.025	119.7	117.941
120.36	2.792	NonContingent	left	0.931	123.14	121.291
123.887	2.809	Contingent	left	0.908	126.68	124.795
127.231	2.808	Contingent	left	0.907	130.019	128.138
130.674	2.809	Contingent	left	0.817	133.459	131.491
