onset	duration	trial_type	accuracy	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.938	1.789	Visual_Different	0	right	0.571	12.727	11.509
13.229	1.788	Visual_Same	1	right	1.371	15.017	14.6
15.82	1.788	Visual_Different	1	left	0.679	17.608	16.499
18.511	1.538	Visual_Lure	1	left	1.629	20.049	20.14
20.851	1.772	Visual_Lure	1	left	1.205	22.623	22.056
23.376	1.788	Visual_Same	1	right	0.933	25.164	24.309
30.898	1.789	Auditory_Lure	1	left	0.881	32.687	31.779
33.238	1.789	Auditory_Different	1	left	0.86	35.027	34.098
35.763	1.788	Auditory_Same	1	right	1.011	37.551	36.774
38.304	1.788	Auditory_Different	1	left	0.978	40.092	39.282
40.895	1.788	Auditory_Different	1	left	1.16	42.683	42.055
43.285	1.789	Auditory_Same	1	right	1.231	45.074	44.516
45.726	1.789	Auditory_Same	0	left	1.469	47.515	47.195
53.248	1.789	Visual_Same	1	right	1.029	55.037	54.277
55.773	1.788	Visual_Lure	1	left	0.7	57.561	56.473
58.364	1.788	Visual_Different	1	left	0.577	60.152	58.941
60.804	1.789	Visual_Lure	1	left	0.968	62.593	61.772
63.195	1.789	Visual_Lure	1	left	0.809	64.984	64.004
65.736	1.788	Visual_Different	1	left	0.637	67.524	66.373
68.26	1.789	Visual_Different	1	left	0.621	70.049	68.881
75.95	1.788	Auditory_Lure	1	left	0.828	77.738	76.778
78.374	1.788	Auditory_Lure	1	left	0.783	80.162	79.157
80.714	1.789	Auditory_Same	1	right	0.866	82.503	81.58
83.255	1.789	Auditory_Lure	0	right	0.819	85.044	84.074
85.846	1.789	Auditory_Different	1	left	0.894	87.635	86.74
93.435	1.789	Visual_Same	1	right	0.769	95.224	94.204
95.876	1.789	Visual_Different	1	left	0.549	97.665	96.425
98.216	1.789	Visual_Same	0	left	1.273	100.005	99.489
100.908	1.788	Visual_Lure	0	right	1.061	102.696	101.969
103.348	1.789	Visual_Lure	1	left	0.897	105.137	104.245
105.722	1.789	Visual_Different	1	left	0.771	107.511	106.493
108.263	1.789	Visual_Different	1	left	0.599	110.052	108.862
115.735	1.789	Auditory_Lure	1	left	0.953	117.524	116.688
118.327	1.788	Auditory_Same	1	right	0.846	120.115	119.173
120.918	1.788	Auditory_Lure	1	left	0.793	122.706	121.711
123.308	1.789	Auditory_Different	1	left	0.84	125.097	124.148
125.699	1.788	Auditory_Different	1	left	0.782	127.487	126.481
128.373	1.789	Auditory_Same	1	right	0.913	130.162	129.286
130.814	1.789	Auditory_Same	1	right	1.029	132.603	131.843
138.387	1.788	Visual_Different	1	left	0.731	140.175	139.118
140.727	1.789	Visual_Different	1	left	0.631	142.516	141.358
143.318	1.789	Visual_Same	1	right	1.193	145.107	144.511
145.759	1.788	Visual_Lure	1	left	0.644	147.547	146.403
148.4	1.772	Visual_Different	1	left	0.598	150.172	148.998
155.789	1.788	Auditory_Lure	0	right	1.084	157.577	156.873
158.229	1.789	Auditory_Lure	1	left	1.197	160.018	159.426
160.82	1.789	Auditory_Same	1	right	1.515	162.609	162.335
163.412	1.788	Auditory_Different	1	left	0.813	165.2	164.225
165.835	1.789	Auditory_Different	1	left	1.201	167.624	167.036
168.226	1.789	Auditory_Lure	1	left	1.245	170.015	169.471
175.899	1.789	Visual_Different	1	left	0.632	177.688	176.531
178.323	1.789	Visual_Different	1	left	0.649	180.112	178.972
180.763	1.789	Visual_Lure	1	left	0.994	182.552	181.757
183.405	1.788	Visual_Different	1	left	0.572	185.193	183.977
185.695	1.789	Visual_Same	1	right	0.646	187.484	186.341
193.385	1.788	Auditory_Different	1	left	0.808	195.173	194.193
195.926	1.788	Auditory_Same	1	right	0.959	197.714	196.885
198.316	1.789	Auditory_Different	1	left	0.681	200.105	198.997
200.707	1.788	Auditory_Lure	1	left	0.985	202.495	201.692
203.247	1.789	Auditory_Lure	1	left	1.06	205.036	204.307
205.772	1.788	Auditory_Same	1	right	0.799	207.56	206.571
213.445	1.788	Visual_Same	1	right	0.746	215.233	214.191
215.735	1.789	Visual_Same	1	right	1.516	217.524	217.251
218.309	1.789	Visual_Different	1	left	0.522	220.098	218.831
220.75	1.789	Visual_Lure	1	left	0.628	222.539	221.378
223.341	1.789	Visual_Lure	1	left	0.644	225.13	223.985
225.882	1.789	Visual_Same	0	left	1.677	227.671	227.559
233.287	1.789	Auditory_Different	1	left	1.14	235.076	234.427
235.728	1.789	Auditory_Same	1	right	0.954	237.517	236.682
238.419	1.789	Auditory_Lure	0	right	0.794	240.208	239.213
240.86	1.789	Auditory_Same	1	right	1.653	242.649	242.513
243.234	1.789	Auditory_Same	1	right	1.484	245.023	244.718
245.875	1.789	Auditory_Lure	1	left	0.904	247.664	246.779
248.165	1.789	Auditory_Lure	1	left	0.943	249.954	249.108
255.838	1.789	Visual_Different	1	left	0.656	257.627	256.494
258.279	1.789	Visual_Same	1	right	1.069	260.068	259.348
260.72	1.788	Visual_Lure	1	left	0.701	262.508	261.421
263.361	1.788	Visual_Same	0	left	1.118	265.149	264.479
265.785	1.788	Visual_Same	0	left	1.202	267.573	266.987
268.326	1.788	Visual_Lure	1	left	1.033	270.114	269.359
270.716	1.789	Visual_Lure	1	left	0.969	272.505	271.685
278.339	1.789	Auditory_Different	1	left	0.779	280.128	279.118
280.88	1.789	Auditory_Lure	1	left	0.865	282.669	281.745
283.321	1.788	Auditory_Different	1	left	1.076	285.109	284.397
285.861	1.772	Auditory_Same	1	right	0.999	287.633	286.86
288.386	1.788	Auditory_Same	1	right	1.472	290.174	289.858
290.726	1.789	Auditory_Lure	1	left	0.888	292.515	291.614
293.167	1.788	Auditory_Lure	1	left	0.927	294.955	294.094
300.94	1.789	Visual_Different	1	left	0.768	302.729	301.708
303.23	1.789	Visual_Different	1	left	0.713	305.019	303.943
305.821	1.789	Visual_Lure	1	left	0.842	307.61	306.663
308.345	1.789	Visual_Same	1	right	0.919	310.134	309.264
310.736	1.789	Visual_Same	1	right	0.727	312.525	311.463
313.177	1.788	Visual_Different	1	left	0.548	314.965	313.725
320.783	1.788	Auditory_Different	1	left	0.586	322.571	321.369
323.424	1.789	Auditory_Different	1	left	0.79	325.213	324.214
325.865	1.788	Auditory_Lure	1	left	0.92	327.653	326.785
328.205	1.789	Auditory_Same	1	right	0.77	329.994	328.975
330.796	1.789	Auditory_Same	1	right	0.813	332.585	331.609
333.22	1.789	Auditory_Different	1	left	1.016	335.009	334.236
340.943	1.789	Visual_Same	1	right	0.777	342.732	341.72
343.233	1.789	Visual_Lure	1	left	0.752	345.022	343.985
345.908	1.789	Visual_Same	1	right	1.644	347.697	347.552
348.248	1.789	Visual_Different	1	left	0.705	350.037	348.953
350.839	1.789	Visual_Different	1	left	0.655	352.628	351.494
353.28	1.789	Visual_Lure	1	left	0.646	355.069	353.926
360.936	1.789	Auditory_Same	1	right	0.755	362.725	361.691
363.226	1.789	Auditory_Same	1	right	0.814	365.015	364.04
365.868	1.788	Auditory_Different	1	left	0.909	367.656	366.777
368.308	1.789	Auditory_Lure	0	right	1.158	370.097	369.466
370.833	1.788	Auditory_Lure	1	left	0.906	372.621	371.739
373.223	1.789	Auditory_Same	1	right	1.075	375.012	374.298
380.896	1.789	Visual_Lure	1	left	0.788	382.685	381.684
383.42	1.789	Visual_Lure	1	left	0.626	385.209	384.046
385.71	1.789	Visual_Different	1	left	0.643	387.499	386.353
388.301	1.789	Visual_Same	1	right	0.861	390.09	389.162
390.742	1.789	Visual_Lure	1	left	0.629	392.531	391.371
398.331	1.789	Auditory_Same	1	right	0.711	400.12	399.042
400.722	1.789	Auditory_Lure	1	left	1.565	402.511	402.287
403.413	1.789	Auditory_Different	0	right	0.86	405.202	404.273
405.754	1.788	Auditory_Lure	1	left	1.292	407.542	407.046
408.295	1.788	Auditory_Lure	1	left	1.233	410.083	409.528
410.668	1.789	Auditory_Different	1	left	1.424	412.457	412.092
413.36	1.788	Auditory_Different	1	left	0.848	415.148	414.208
420.932	1.789	Visual_Lure	1	left	0.788	422.721	421.72
423.223	1.788	Visual_Lure	1	left	0.708	425.011	423.931
425.864	1.789	Visual_Same	0	left	0.811	427.653	426.675
428.305	1.788	Visual_Different	1	left	0.803	430.093	429.108
430.745	1.789	Visual_Different	1	left	0.839	432.534	431.584
433.169	1.789	Visual_Lure	1	left	1.021	434.958	434.19
440.892	1.789	Auditory_Same	0	left	0.58	442.681	441.472
443.433	1.789	Auditory_Same	0	left	0.757	445.222	444.19
445.857	1.789	Auditory_Lure	0	right	0.893	447.646	446.75
448.248	1.788	Auditory_Different	0	NA	NA	450.036	NA
450.688	1.789	Auditory_Same	1	right	1.635	452.477	452.323
458.395	1.788	Visual_Lure	1	left	0.873	460.183	459.268
460.919	1.789	Visual_Lure	1	left	0.776	462.708	461.695
463.309	1.789	Visual_Same	1	right	1.016	465.098	464.325
465.75	1.789	Visual_Lure	1	left	0.554	467.539	466.304
468.191	1.788	Visual_Different	1	left	0.582	469.979	468.773
475.847	1.772	Auditory_Different	1	left	0.875	477.619	476.722
478.271	1.788	Auditory_Different	0	right	1.066	480.059	479.337
480.912	1.789	Auditory_Lure	1	left	1.368	482.701	482.28
