onset	duration	trial_type	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
215.248	2.809	NonContingent	right	0.918	218.036	216.166
218.692	2.808	NonContingent	right	0.882	221.476	219.574
222.336	2.792	NonContingent	right	1.225	225.117	223.561
225.763	2.808	NonContingent	right	1.09	228.557	226.853
229.357	2.809	Contingent	right	2.539	232.148	231.896
232.65	2.809	Contingent	left	0.708	235.437	233.358
236.244	2.809	Contingent	right	1.751	239.028	237.995
239.838	2.792	Contingent	right	1.01	242.619	240.848
245.455	2.792	NonContingent	right	0.965	248.235	246.42
248.832	2.808	NonContingent	right	0.934	251.625	249.766
252.275	2.809	Contingent	left	0.905	255.065	253.18
255.719	2.808	NonContingent	right	0.944	258.505	256.663
259.363	2.809	NonContingent	right	1.204	262.146	260.567
262.69	2.808	Contingent	left	0.933	265.485	263.623
266.234	2.808	Contingent	right	0.887	269.025	267.121
269.778	2.808	NonContingent	left	1.213	272.566	270.991
273.322	2.808	Contingent	right	0.956	276.107	274.278
276.865	2.809	NonContingent	right	1.106	279.647	277.971
280.242	2.809	NonContingent	right	1.942	283.037	282.184
283.686	2.808	NonContingent	right	0.93	286.477	284.616
287.33	2.808	Contingent	left	0.813	290.118	288.143
292.846	2.809	NonContingent	right	0.899	295.633	293.745
296.44	2.809	NonContingent	right	0.785	299.224	297.225
299.884	2.792	NonContingent	right	1.003	302.664	300.887
303.261	2.808	Contingent	left	2.58	306.053	305.841
306.704	2.809	NonContingent	right	0.751	309.493	307.455
310.399	2.808	NonContingent	right	0.747	313.184	311.146
313.842	2.809	Contingent	right	1.074	316.624	314.916
317.169	2.808	NonContingent	right	0.727	319.963	317.896
320.763	2.808	Contingent	left	0.913	323.554	321.676
324.207	2.808	Contingent	left	1.399	326.994	325.606
327.851	2.808	Contingent	left	1.043	330.635	328.894
331.244	2.792	Contingent	left	0.62	334.025	331.864
334.771	2.809	NonContingent	right	0.899	337.566	335.67
340.338	2.808	NonContingent	right	0.81	343.132	341.148
343.731	2.809	Contingent	left	0.673	346.522	344.404
347.376	2.808	NonContingent	right	1.032	350.163	348.408
350.769	2.808	Contingent	left	0.695	353.552	351.464
354.413	2.792	Contingent	right	0.973	357.193	355.386
357.69	2.808	Contingent	left	0.777	360.482	358.467
361.234	2.808	Contingent	left	0.699	364.022	361.933
364.828	2.808	Contingent	left	0.58	367.613	365.408
368.371	2.809	Contingent	left	1.087	371.153	369.458
371.748	2.809	Contingent	left	0.635	374.543	372.383
375.142	2.808	NonContingent	right	0.836	377.933	375.978
378.736	2.808	NonContingent	right	1.244	381.524	379.98
382.33	2.808	Contingent	left	0.815	385.115	383.145
387.946	2.809	NonContingent	right	0.976	390.731	388.922
391.24	2.791	Contingent	right	0.906	394.02	392.146
394.817	2.808	NonContingent	right	0.883	397.611	395.7
398.261	2.808	Contingent	left	0.731	401.051	398.992
401.855	2.808	NonContingent	right	1.674	404.642	403.529
405.398	2.809	NonContingent	right	1.063	408.182	406.461
408.692	2.791	Contingent	left	1.639	411.471	410.331
412.319	2.808	NonContingent	right	0.948	415.112	413.267
415.763	2.808	Contingent	left	0.699	418.552	416.462
419.206	2.809	Contingent	left	0.775	421.992	419.981
422.85	2.809	NonContingent	right	0.864	425.633	423.714
426.244	2.792	NonContingent	right	1.021	429.023	427.265
429.671	2.808	NonContingent	right	0.854	432.463	430.525
435.288	2.808	Contingent	left	0.815	438.079	436.103
438.932	2.808	NonContingent	right	0.704	441.72	439.636
442.225	2.808	NonContingent	right	1.251	445.009	443.476
445.869	2.792	Contingent	left	0.683	448.65	446.552
449.296	2.808	NonContingent	right	0.817	452.09	450.113
452.89	2.808	Contingent	left	0.914	455.681	453.804
456.183	2.809	NonContingent	right	0.734	458.97	456.917
459.777	2.809	Contingent	left	0.766	462.561	460.543
463.321	2.792	NonContingent	right	0.829	466.102	464.15
466.698	2.808	NonContingent	right	0.787	469.491	467.485
470.342	2.808	NonContingent	right	1.206	473.132	471.548
473.736	2.808	NonContingent	right	0.755	476.522	474.491
477.179	2.808	Contingent	left	1.4	479.962	478.579
482.896	2.808	Contingent	left	0.749	485.678	483.645
486.273	2.808	Contingent	left	0.903	489.067	487.176
489.917	2.808	Contingent	left	1.217	492.708	491.134
493.21	2.809	NonContingent	right	1.371	495.997	494.581
496.804	2.809	NonContingent	right	1.453	499.588	498.257
500.198	2.791	NonContingent	right	1.247	502.978	501.445
503.875	2.809	NonContingent	right	0.683	506.669	504.558
507.319	2.808	Contingent	left	0.669	510.109	507.988
510.712	2.809	Contingent	left	0.727	513.498	511.439
514.256	2.809	Contingent	left	0.771	517.039	515.027
517.85	2.792	NonContingent	right	0.852	520.63	518.702
521.227	2.808	Contingent	left	0.804	524.02	522.031
524.771	2.808	Contingent	left	0.68	527.561	525.451
530.388	2.808	NonContingent	right	1	533.177	531.388
