onset	duration	trial_type	accuracy	button	response_time	trial_type_less_granular	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.306	0.017	recently_learned_faces_baseline	0	NA	NA	recently_learned_faces_baseline	10.307	NA
11.393	2.508	recently_learned_faces_baseline	1	right	2.372	recently_learned_faces_baseline	13.878	13.765
14.937	2.507	famous_faces_baseline	0	NA	NA	famous_faces_baseline	17.416	NA
18.314	2.507	famous_faces_baseline	0	NA	NA	famous_faces_baseline	20.804	NA
21.707	2.508	famous_faces_false_combination	0	NA	NA	famous_faces	24.192	NA
25.402	2.507	famous_faces_correct_combination	1	left	1.059	famous_faces	27.881	26.461
28.778	2.508	recently_learned_faces_false_combination	1	right	1.899	recently_learned_faces	31.269	30.677
32.172	2.507	recently_learned_faces_false_combination	1	right	1.267	recently_learned_faces	34.657	33.439
35.716	2.507	famous_faces_false_combination	1	right	1.286	famous_faces	38.195	37.002
39.293	2.508	famous_faces_baseline	1	left	1.669	famous_faces_baseline	41.784	40.962
42.636	2.508	recently_learned_faces_baseline	1	left	0.76	recently_learned_faces_baseline	45.121	43.396
46.231	2.507	famous_faces_false_combination	1	right	1.782	famous_faces	48.71	48.013
49.657	2.508	famous_faces_baseline	1	right	1.606	famous_faces_baseline	52.148	51.263
55.408	2.507	famous_faces_baseline	1	right	1.119	famous_faces_baseline	57.889	56.527
58.785	2.507	recently_learned_faces_correct_combination	1	left	1.602	recently_learned_faces	61.276	60.387
62.329	2.507	recently_learned_faces_false_combination	1	right	1.026	recently_learned_faces	64.815	63.355
65.923	2.507	famous_faces_correct_combination	1	left	0.966	famous_faces	68.404	66.889
69.199	2.508	famous_faces_false_combination	1	right	1.162	famous_faces	71.691	70.361
72.894	2.507	recently_learned_faces_false_combination	0	left	1.407	recently_learned_faces	75.38	74.301
76.287	2.508	famous_faces_false_combination	1	right	1.186	famous_faces	78.768	77.473
79.814	2.508	recently_learned_faces_false_combination	1	right	1.364	recently_learned_faces	82.307	81.178
83.158	2.507	recently_learned_faces_false_combination	0	left	0.978	recently_learned_faces	85.644	84.136
86.702	2.507	famous_faces_baseline	1	right	1.713	famous_faces_baseline	89.182	88.415
90.128	2.508	famous_faces_baseline	1	right	1.095	famous_faces_baseline	92.62	91.223
93.723	2.507	famous_faces_false_combination	1	right	1.025	famous_faces	96.209	94.748
97.266	2.508	recently_learned_faces_false_combination	0	left	1.3	recently_learned_faces	99.748	98.566
102.9	2.507	recently_learned_faces_correct_combination	0	right	2.041	recently_learned_faces	105.388	104.941
106.444	2.507	famous_faces_correct_combination	1	left	0.974	famous_faces	108.926	107.418
109.72	2.508	recently_learned_faces_correct_combination	1	left	1.022	recently_learned_faces	112.213	110.742
113.264	2.508	recently_learned_faces_false_combination	1	right	1.251	recently_learned_faces	115.751	114.515
116.808	2.508	recently_learned_faces_correct_combination	1	left	1.025	recently_learned_faces	119.29	117.833
120.185	2.507	famous_faces_correct_combination	1	left	0.97	famous_faces	122.678	121.155
123.729	2.507	famous_faces_correct_combination	1	left	1.267	famous_faces	126.216	124.996
127.273	2.507	recently_learned_faces_correct_combination	1	left	1.002	recently_learned_faces	129.755	128.275
130.85	2.524	famous_faces_baseline	1	left	1.408	famous_faces_baseline	133.344	132.258
134.294	2.507	recently_learned_faces_baseline	1	right	1.218	recently_learned_faces_baseline	136.782	135.512
137.687	2.508	famous_faces_baseline	1	left	1.718	famous_faces_baseline	140.169	139.405
141.265	2.507	famous_faces_correct_combination	1	left	1.109	famous_faces	143.758	142.374
144.608	2.507	recently_learned_faces_correct_combination	1	left	1.334	recently_learned_faces	147.095	145.942
150.241	2.525	famous_faces_baseline	1	right	1.542	famous_faces_baseline	152.736	151.783
153.936	2.507	famous_faces_correct_combination	0	right	1.281	famous_faces	156.425	155.217
157.329	2.508	famous_faces_baseline	1	right	1.08	famous_faces_baseline	159.813	158.409
160.873	2.508	recently_learned_faces_correct_combination	1	left	0.849	recently_learned_faces	163.352	161.722
164.25	2.508	recently_learned_faces_baseline	1	left	0.769	recently_learned_faces_baseline	166.739	165.019
167.794	2.507	recently_learned_faces_correct_combination	1	left	0.899	recently_learned_faces	170.278	168.693
171.187	2.508	recently_learned_faces_correct_combination	1	left	0.928	recently_learned_faces	173.666	172.115
174.815	2.507	recently_learned_faces_correct_combination	1	left	1.292	recently_learned_faces	177.305	176.107
178.359	2.507	famous_faces_false_combination	1	right	1.681	famous_faces	180.843	180.04
181.686	2.524	recently_learned_faces_baseline	1	left	0.836	recently_learned_faces_baseline	184.18	182.522
185.129	2.508	famous_faces_false_combination	1	right	1.041	famous_faces	187.618	186.17
188.723	2.508	famous_faces_false_combination	1	right	1.269	famous_faces	191.207	189.992
192.267	2.508	famous_faces_baseline	1	right	1.493	famous_faces_baseline	194.746	193.76
197.8	2.508	recently_learned_faces_false_combination	1	right	1.279	recently_learned_faces	200.285	199.079
201.445	2.507	famous_faces_false_combination	1	right	0.99	famous_faces	203.924	202.435
204.872	2.507	recently_learned_faces_correct_combination	1	left	1.269	recently_learned_faces	207.362	206.141
208.315	2.508	famous_faces_false_combination	1	right	1.191	famous_faces	210.8	209.506
211.709	2.507	famous_faces_baseline	0	right	0.918	famous_faces_baseline	214.188	212.627
215.336	2.508	recently_learned_faces_false_combination	0	left	0.981	recently_learned_faces	217.827	216.317
218.88	2.508	recently_learned_faces_false_combination	0	left	1.743	recently_learned_faces	221.365	220.623
222.223	2.508	famous_faces_correct_combination	1	left	1.119	famous_faces	224.702	223.342
225.65	2.508	recently_learned_faces_baseline	1	right	1.062	recently_learned_faces_baseline	228.14	226.712
229.244	2.508	famous_faces_baseline	1	right	0.858	famous_faces_baseline	231.729	230.102
232.788	2.508	recently_learned_faces_baseline	0	right	1.279	recently_learned_faces_baseline	235.268	234.067
236.115	2.507	recently_learned_faces_baseline	0	left	1.52	recently_learned_faces_baseline	238.605	237.635
239.809	2.508	recently_learned_faces_false_combination	1	right	1.341	recently_learned_faces	242.294	241.15
245.443	2.524	recently_learned_faces_baseline	1	right	0.983	recently_learned_faces_baseline	247.935	246.426
248.886	2.508	famous_faces_correct_combination	1	left	1.398	famous_faces	251.373	250.284
252.28	2.507	famous_faces_correct_combination	1	left	0.871	famous_faces	254.76	253.151
255.807	2.508	famous_faces_baseline	1	right	0.837	famous_faces_baseline	258.299	256.644
259.201	2.507	recently_learned_faces_correct_combination	1	left	1.077	recently_learned_faces	261.687	260.278
262.895	2.507	recently_learned_faces_correct_combination	0	right	1.319	recently_learned_faces	265.376	264.214
266.322	2.507	famous_faces_correct_combination	1	left	0.918	famous_faces	268.814	267.24
269.715	2.508	famous_faces_false_combination	1	right	1.114	famous_faces	272.201	270.829
273.259	2.508	famous_faces_correct_combination	1	left	1.052	famous_faces	275.74	274.311
276.636	2.508	famous_faces_baseline	0	right	1.273	famous_faces_baseline	279.128	277.909
280.33	2.508	recently_learned_faces_correct_combination	1	left	1.181	recently_learned_faces	282.817	281.511
283.774	2.508	famous_faces_false_combination	1	right	1.232	famous_faces	286.255	285.006
287.151	2.507	recently_learned_faces_correct_combination	1	left	1.404	recently_learned_faces	289.642	288.555
292.851	2.508	recently_learned_faces_correct_combination	1	left	0.88	recently_learned_faces	295.334	293.731
296.429	2.524	famous_faces_false_combination	1	right	1.195	famous_faces	298.923	297.624
299.772	2.507	famous_faces_false_combination	1	right	1.15	famous_faces	302.26	300.922
303.216	2.507	recently_learned_faces_baseline	1	right	0.989	recently_learned_faces_baseline	305.698	304.205
306.843	2.524	famous_faces_correct_combination	1	left	0.87	famous_faces	309.337	307.713
310.237	2.507	recently_learned_faces_baseline	0	right	1.064	recently_learned_faces_baseline	312.724	311.301
313.831	2.507	famous_faces_correct_combination	1	left	0.897	famous_faces	316.313	314.728
317.358	2.507	recently_learned_faces_correct_combination	1	left	1.167	recently_learned_faces	319.851	318.525
320.751	2.508	recently_learned_faces_false_combination	1	right	1.921	recently_learned_faces	323.239	322.672
324.145	2.507	recently_learned_faces_false_combination	1	right	1.672	recently_learned_faces	326.627	325.817
327.722	2.524	recently_learned_faces_correct_combination	1	left	1.301	recently_learned_faces	330.216	329.023
331.266	2.508	recently_learned_faces_baseline	1	right	1.542	recently_learned_faces_baseline	333.755	332.808
334.66	2.507	famous_faces_correct_combination	1	left	0.933	famous_faces	337.142	335.593
340.243	2.507	recently_learned_faces_baseline	1	left	1.412	recently_learned_faces_baseline	342.732	341.655
343.887	2.508	recently_learned_faces_baseline	1	right	1.752	recently_learned_faces_baseline	346.371	345.639
347.331	2.507	famous_faces_false_combination	1	right	1.166	famous_faces	349.809	348.497
350.908	2.508	recently_learned_faces_correct_combination	1	left	1.069	recently_learned_faces	353.398	351.977
354.251	2.508	famous_faces_false_combination	1	right	1.295	famous_faces	356.735	355.546
357.795	2.508	recently_learned_faces_baseline	1	right	1.896	recently_learned_faces_baseline	360.274	359.691
361.373	2.507	recently_learned_faces_baseline	1	left	1.227	recently_learned_faces_baseline	363.863	362.6
364.816	2.508	recently_learned_faces_false_combination	1	right	1.822	recently_learned_faces	367.301	366.638
368.21	2.507	famous_faces_false_combination	1	right	1.143	famous_faces	370.688	369.353
371.637	2.507	famous_faces_correct_combination	1	left	0.766	famous_faces	374.126	372.403
375.181	2.507	famous_faces_false_combination	1	right	1.214	famous_faces	377.664	376.395
378.775	2.507	recently_learned_faces_baseline	0	left	1.321	recently_learned_faces_baseline	381.253	380.096
382.202	2.507	recently_learned_faces_false_combination	1	right	1.382	recently_learned_faces	384.691	383.584
387.852	2.507	recently_learned_faces_baseline	1	left	1.353	recently_learned_faces_baseline	390.332	389.205
391.379	2.508	famous_faces_false_combination	1	right	1.008	famous_faces	393.871	392.387
394.773	2.507	famous_faces_correct_combination	1	left	0.9	famous_faces	397.258	395.673
398.417	2.507	recently_learned_faces_baseline	1	right	1.547	recently_learned_faces_baseline	400.897	399.964
401.693	2.508	recently_learned_faces_correct_combination	1	left	1.349	recently_learned_faces	404.184	403.042
405.237	2.508	famous_faces_correct_combination	1	left	0.892	famous_faces	407.722	406.129
408.681	2.507	recently_learned_faces_false_combination	0	left	1.804	recently_learned_faces	411.16	410.485
412.358	2.508	famous_faces_correct_combination	1	left	1.01	famous_faces	414.849	413.368
415.802	2.508	famous_faces_false_combination	1	right	1.43	famous_faces	418.287	417.232
419.246	2.507	famous_faces_baseline	1	right	1.926	famous_faces_baseline	421.725	421.172
422.673	2.507	famous_faces_correct_combination	1	left	0.897	famous_faces	425.163	423.57
426.317	2.507	famous_faces_baseline	1	right	0.913	famous_faces_baseline	428.802	427.23
429.71	2.508	famous_faces_baseline	1	left	1.19	famous_faces_baseline	432.19	430.9
435.244	2.507	recently_learned_faces_baseline	1	left	1.159	recently_learned_faces_baseline	437.731	436.403
438.938	2.507	recently_learned_faces_false_combination	0	left	1.004	recently_learned_faces	441.42	439.942
442.365	2.524	recently_learned_faces_correct_combination	1	left	1.309	recently_learned_faces	444.858	443.674
445.808	2.508	recently_learned_faces_baseline	1	left	1.334	recently_learned_faces_baseline	448.296	447.142
449.252	2.508	recently_learned_faces_false_combination	0	left	1.056	recently_learned_faces	451.734	450.308
452.829	2.525	recently_learned_faces_baseline	0	right	1.096	recently_learned_faces_baseline	455.323	453.925
456.373	2.508	recently_learned_faces_baseline	1	left	1.25	recently_learned_faces_baseline	458.861	457.623
459.667	2.507	famous_faces_baseline	1	left	0.67	famous_faces_baseline	462.148	460.337
463.244	2.524	famous_faces_correct_combination	1	left	0.952	famous_faces	465.737	464.196
466.688	2.507	famous_faces_baseline	1	right	1.191	famous_faces_baseline	469.175	467.879
470.232	2.507	famous_faces_false_combination	1	right	1.892	famous_faces	472.714	472.124
473.809	2.524	famous_faces_false_combination	1	right	0.958	famous_faces	476.303	474.767
477.252	2.508	recently_learned_faces_baseline	1	left	1.026	recently_learned_faces_baseline	479.741	478.278
482.736	2.524	famous_faces_baseline	1	right	0.936	famous_faces_baseline	485.23	483.672
486.28	2.507	recently_learned_faces_correct_combination	1	left	1.709	recently_learned_faces	488.768	487.989
489.823	2.508	recently_learned_faces_baseline	1	left	1.102	recently_learned_faces_baseline	492.307	490.925
493.417	2.508	recently_learned_faces_correct_combination	1	left	1.309	recently_learned_faces	495.896	494.726
496.844	2.508	famous_faces_baseline	1	left	1.344	famous_faces_baseline	499.334	498.188
500.388	2.508	recently_learned_faces_false_combination	1	right	1.147	recently_learned_faces	502.872	501.535
503.815	2.524	famous_faces_false_combination	1	right	1.103	famous_faces	506.31	504.918
507.259	2.507	recently_learned_faces_baseline	1	left	0.878	recently_learned_faces_baseline	509.748	508.137
510.652	2.508	famous_faces_baseline	1	right	0.863	famous_faces_baseline	513.136	511.515
514.18	2.524	recently_learned_faces_false_combination	1	right	1.513	recently_learned_faces	516.674	515.693
517.623	2.508	famous_faces_baseline	1	left	0.808	famous_faces_baseline	520.112	518.431
521.217	2.508	famous_faces_false_combination	1	right	1.435	famous_faces	523.701	522.652
524.811	2.508	recently_learned_faces_false_combination	1	right	1.429	recently_learned_faces	527.29	526.24
530.445	2.507	famous_faces_correct_combination	1	left	0.955	famous_faces	532.93	531.4
533.889	2.507	recently_learned_faces_false_combination	0	left	1.07	recently_learned_faces	536.368	534.959
537.215	2.508	recently_learned_faces_baseline	1	right	1.237	recently_learned_faces_baseline	539.705	538.452
540.809	2.508	recently_learned_faces_correct_combination	0	right	1.67	recently_learned_faces	543.294	542.479
544.253	2.507	famous_faces_correct_combination	1	left	0.927	famous_faces	546.732	545.18
547.88	2.508	famous_faces_correct_combination	1	left	0.837	famous_faces	550.371	548.717
551.324	2.507	recently_learned_faces_false_combination	1	right	1.309	recently_learned_faces	553.809	552.633
554.667	2.508	famous_faces_baseline	0	right	0.98	famous_faces_baseline	557.146	555.647
558.245	2.507	famous_faces_false_combination	1	right	1.333	famous_faces	560.735	559.578
561.688	2.508	famous_faces_false_combination	0	left	0.929	famous_faces	564.173	562.617
565.282	2.508	famous_faces_false_combination	1	right	1.065	famous_faces	567.762	566.347
568.81	2.507	recently_learned_faces_false_combination	1	right	2.255	recently_learned_faces	571.3	571.065
572.203	2.508	recently_learned_faces_false_combination	0	left	0.96	recently_learned_faces	574.688	573.163
577.837	2.507	recently_learned_faces_baseline	1	left	1.25	recently_learned_faces_baseline	580.329	579.087
581.431	2.507	recently_learned_faces_baseline	1	right	1.368	recently_learned_faces_baseline	583.918	582.799
584.774	2.507	recently_learned_faces_false_combination	1	right	1.859	recently_learned_faces	587.255	586.633
588.351	2.508	famous_faces_correct_combination	1	left	0.901	famous_faces	590.844	589.252
591.695	2.507	recently_learned_faces_baseline	1	right	0.892	recently_learned_faces_baseline	594.181	592.587
595.289	2.507	famous_faces_correct_combination	1	left	1.199	famous_faces	597.77	596.488
598.816	2.507	famous_faces_baseline	0	right	1.025	famous_faces_baseline	601.309	599.841
602.209	2.508	recently_learned_faces_false_combination	1	right	1.79	recently_learned_faces	604.696	603.999
605.854	2.507	recently_learned_faces_false_combination	1	right	1.348	recently_learned_faces	608.335	607.202
609.13	2.508	famous_faces_baseline	1	right	1.485	famous_faces_baseline	611.622	610.615
612.674	2.508	famous_faces_baseline	1	right	0.845	famous_faces_baseline	615.16	613.519
616.118	2.507	recently_learned_faces_baseline	1	left	1.184	recently_learned_faces_baseline	618.598	617.302
619.695	2.508	famous_faces_correct_combination	1	left	0.993	famous_faces	622.187	620.688
625.563	2.39	famous_faces_correct_combination	1	left	1.573	famous_faces	627.928	627.136
628.822	2.508	famous_faces_false_combination	1	right	1.147	famous_faces	631.316	629.969
632.266	2.507	famous_faces_correct_combination	1	left	1.048	famous_faces	634.754	633.314
635.71	2.507	famous_faces_false_combination	1	right	1.013	famous_faces	638.192	636.723
639.337	2.524	recently_learned_faces_false_combination	1	right	1.606	recently_learned_faces	641.831	640.943
642.68	2.508	famous_faces_false_combination	1	right	1.157	famous_faces	645.168	643.837
646.375	2.507	famous_faces_false_combination	1	right	1.371	famous_faces	648.857	647.746
649.802	2.524	recently_learned_faces_correct_combination	1	left	1.081	recently_learned_faces	652.295	650.883
653.195	2.508	famous_faces_baseline	0	right	1.258	famous_faces_baseline	655.682	654.453
656.739	2.508	recently_learned_faces_correct_combination	0	right	1.592	recently_learned_faces	659.221	658.331
660.166	2.524	recently_learned_faces_false_combination	1	right	2.055	recently_learned_faces	662.659	662.221
663.61	2.507	famous_faces_baseline	1	right	1.808	famous_faces_baseline	666.097	665.418
667.204	2.507	famous_faces_false_combination	1	right	1.117	famous_faces	669.686	668.321
672.887	2.508	recently_learned_faces_correct_combination	1	left	1.645	recently_learned_faces	675.377	674.532
676.281	2.507	recently_learned_faces_baseline	1	left	1.269	recently_learned_faces_baseline	678.764	677.55
679.908	2.525	recently_learned_faces_correct_combination	1	left	0.709	recently_learned_faces	682.403	680.617
683.302	2.507	famous_faces_false_combination	1	right	1.152	famous_faces	685.791	684.454
686.695	2.508	recently_learned_faces_correct_combination	1	left	1.282	recently_learned_faces	689.179	687.977
690.289	2.508	famous_faces_baseline	1	left	1.181	famous_faces_baseline	692.768	691.47
693.666	2.508	famous_faces_baseline	1	left	0.745	famous_faces_baseline	696.156	694.411
697.31	2.508	famous_faces_correct_combination	1	left	1.076	famous_faces	699.795	698.386
700.704	2.507	recently_learned_faces_false_combination	1	right	1.249	recently_learned_faces	703.182	701.953
704.331	2.525	recently_learned_faces_correct_combination	0	right	2.073	recently_learned_faces	706.821	706.404
707.725	2.507	recently_learned_faces_correct_combination	1	left	1.361	recently_learned_faces	710.209	709.086
711.319	2.507	famous_faces_baseline	1	left	1.294	famous_faces_baseline	713.798	712.613
714.646	2.507	recently_learned_faces_baseline	1	right	0.954	recently_learned_faces_baseline	717.135	715.6
720.296	2.507	famous_faces_false_combination	1	right	1.178	famous_faces	722.776	721.474
