"onset"	"trial_type"	"accuracy"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
10.939	"Visual_Different"	1	"left"	0.634	1.788	12.727	11.573
13.379	"Visual_Different"	1	"left"	0.977	1.789	15.168	14.356
15.72	"Visual_Lure"	1	"left"	0.954	1.788	17.508	16.674
18.478	"Visual_Different"	1	"left"	0.958	1.571	20.049	19.436
20.785	"Visual_Same"	1	"right"	0.808	1.788	22.573	21.593
28.29	"Auditory_Lure"	0	"right"	1.35	1.789	30.079	29.64
30.831	"Auditory_Lure"	1	"left"	1.335	1.789	32.62	32.166
33.422	"Auditory_Same"	0	"left"	1.33	1.789	35.211	34.752
35.863	"Auditory_Lure"	0	"right"	1.341	1.789	37.652	37.204
38.187	"Auditory_Different"	1	"left"	1.265	1.788	39.975	39.452
45.943	"Visual_Lure"	1	"left"	0.643	1.789	47.732	46.586
48.284	"Visual_Different"	1	"left"	1.027	1.788	50.072	49.311
50.875	"Visual_Lure"	1	"left"	0.878	1.788	52.663	51.753
53.299	"Visual_Same"	1	"right"	0.783	1.788	55.087	54.082
55.689	"Visual_Same"	1	"right"	0.942	1.789	57.478	56.631
58.33	"Visual_Different"	1	"left"	1.066	1.789	60.119	59.396
65.836	"Auditory_Same"	1	"right"	0.944	1.789	67.625	66.78
68.427	"Auditory_Same"	1	"right"	1.232	1.789	70.216	69.659
70.717	"Auditory_Different"	1	"left"	1.27	1.789	72.506	71.987
73.258	"Auditory_Lure"	0	"right"	1.088	1.789	75.047	74.346
75.849	"Auditory_Lure"	1	"left"	1.352	1.789	77.638	77.201
78.273	"Auditory_Same"	1	"right"	1.417	1.789	80.062	79.69
85.796	"Visual_Same"	1	"right"	1.466	1.788	87.584	87.262
88.337	"Visual_Same"	1	"right"	1.444	1.788	90.125	89.781
90.911	"Visual_Different"	1	"left"	0.912	1.789	92.7	91.823
93.201	"Visual_Same"	1	"right"	1.42	1.789	94.99	94.621
95.893	"Visual_Lure"	1	"left"	0.775	1.788	97.681	96.668
103.448	"Auditory_Lure"	1	"left"	1.153	1.789	105.237	104.601
105.772	"Auditory_Lure"	1	"left"	0.933	1.789	107.561	106.705
108.363	"Auditory_Same"	1	"right"	0.947	1.789	110.152	109.31
110.703	"Auditory_Different"	1	"left"	1.056	1.789	112.492	111.759
113.395	"Auditory_Different"	1	"left"	1.119	1.789	115.184	114.514
115.835	"Auditory_Lure"	1	"left"	1.083	1.772	117.607	116.918
123.391	"Visual_Different"	1	"left"	0.521	1.789	125.18	123.912
125.832	"Visual_Same"	1	"right"	0.733	1.789	127.621	126.565
128.273	"Visual_Lure"	1	"left"	0.884	1.788	130.061	129.157
130.697	"Visual_Same"	1	"right"	1.131	1.788	132.485	131.828
133.288	"Visual_Same"	1	"right"	0.761	1.788	135.076	134.049
135.678	"Visual_Lure"	1	"left"	0.578	1.789	137.467	136.256
138.369	"Visual_Lure"	1	"left"	0.801	1.789	140.158	139.17
145.792	"Auditory_Different"	1	"left"	1.015	1.788	147.58	146.807
148.333	"Auditory_Same"	1	"right"	0.784	1.788	150.121	149.117
150.723	"Auditory_Lure"	1	"left"	0.748	1.789	152.512	151.471
153.297	"Auditory_Same"	1	"right"	0.984	1.789	155.086	154.281
155.838	"Auditory_Same"	1	"right"	0.768	1.789	157.627	156.606
158.229	"Auditory_Lure"	1	"left"	0.844	1.789	160.018	159.073
160.669	"Auditory_Lure"	1	"left"	1.011	1.789	162.458	161.68
168.292	"Visual_Same"	1	"right"	1.131	1.789	170.081	169.423
170.883	"Visual_Same"	1	"right"	1.358	1.789	172.672	172.241
173.408	"Visual_Different"	1	"left"	0.808	1.788	175.196	174.216
175.748	"Visual_Lure"	1	"left"	0.677	1.789	177.537	176.425
178.289	"Visual_Lure"	1	"left"	0.609	1.788	180.077	178.898
180.679	"Visual_Same"	1	"right"	1.139	1.789	182.468	181.818
188.436	"Auditory_Different"	1	"left"	0.78	1.788	190.224	189.216
190.876	"Auditory_Different"	1	"left"	0.649	1.789	192.665	191.525
193.417	"Auditory_Lure"	1	"left"	0.919	1.789	195.206	194.336
195.758	"Auditory_Different"	1	"left"	0.747	1.788	197.546	196.505
198.182	"Auditory_Same"	1	"right"	0.48	1.788	199.97	198.662
205.888	"Visual_Different"	1	"left"	0.595	1.789	207.677	206.483
208.429	"Visual_Different"	1	"left"	0.463	1.789	210.218	208.892
210.869	"Visual_Lure"	1	"left"	0.515	1.789	212.658	211.384
213.243	"Visual_Same"	1	"right"	0.956	1.789	215.032	214.199
215.784	"Visual_Same"	1	"right"	0.506	1.789	217.573	216.29
218.175	"Visual_Different"	1	"left"	0.506	1.788	219.963	218.681
225.848	"Auditory_Same"	1	"right"	0.856	1.772	227.62	226.704
228.422	"Auditory_Lure"	1	"left"	0.913	1.789	230.211	229.335
230.712	"Auditory_Same"	1	"right"	1.685	1.789	232.501	232.397
233.353	"Auditory_Different"	1	"left"	0.846	1.789	235.142	234.199
235.794	"Auditory_Different"	1	"left"	0.794	1.789	237.583	236.588
238.218	"Auditory_Lure"	1	"left"	0.814	1.789	240.007	239.032
245.79	"Visual_Same"	1	"right"	0.635	1.789	247.579	246.425
248.331	"Visual_Lure"	1	"left"	0.484	1.789	250.12	248.815
250.872	"Visual_Same"	1	"right"	0.517	1.789	252.661	251.389
253.397	"Visual_Different"	1	"left"	0.491	1.788	255.185	253.888
255.687	"Visual_Different"	1	"left"	0.511	1.788	257.475	256.198
258.328	"Visual_Lure"	1	"left"	0.651	1.789	260.117	258.979
