onset	duration	trial_type	accuracy	button	response_time	trial_type_less_granular	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.344	0.016	recently_learned_faces_baseline	0	NA	NA	recently_learned_faces_baseline	10.344	NA
11.296	2.508	recently_learned_faces_baseline	1	right	1.81	recently_learned_faces_baseline	13.778	13.106
14.723	2.508	famous_faces_baseline	1	left	0.906	famous_faces_baseline	17.216	15.629
18.368	2.507	famous_faces_baseline	1	right	1.196	famous_faces_baseline	20.855	19.564
21.911	2.508	famous_faces_false_combination	1	right	1.763	famous_faces	24.393	23.674
25.338	2.508	famous_faces_correct_combination	1	left	2.045	famous_faces	27.831	27.383
28.682	2.507	recently_learned_faces_false_combination	0	left	1.882	recently_learned_faces	31.168	30.564
32.276	2.507	recently_learned_faces_false_combination	1	right	1.22	recently_learned_faces	34.757	33.496
35.853	2.508	famous_faces_false_combination	1	right	1.405	famous_faces	38.346	37.258
39.196	2.508	famous_faces_baseline	1	left	1.649	famous_faces_baseline	41.683	40.845
42.841	2.507	recently_learned_faces_baseline	1	left	0.845	recently_learned_faces_baseline	45.322	43.686
46.117	2.507	famous_faces_false_combination	1	right	1.169	famous_faces	48.609	47.286
49.661	2.507	famous_faces_baseline	1	right	1.156	famous_faces_baseline	52.147	50.817
55.395	2.507	famous_faces_baseline	1	right	0.882	famous_faces_baseline	57.888	56.277
58.938	2.508	recently_learned_faces_correct_combination	1	left	1.323	recently_learned_faces	61.426	60.261
62.232	2.507	recently_learned_faces_false_combination	1	right	0.902	recently_learned_faces	64.713	63.134
65.809	2.507	famous_faces_correct_combination	1	left	1.611	famous_faces	68.302	67.42
69.253	2.507	famous_faces_false_combination	1	right	0.781	famous_faces	71.74	70.034
72.696	2.508	recently_learned_faces_false_combination	1	right	1.463	recently_learned_faces	75.178	74.159
76.223	2.508	famous_faces_false_combination	1	right	1.384	famous_faces	78.716	77.607
79.817	2.508	recently_learned_faces_false_combination	1	right	1.216	recently_learned_faces	82.305	81.033
83.361	2.508	recently_learned_faces_false_combination	1	right	0.871	recently_learned_faces	85.843	84.232
86.738	2.508	famous_faces_baseline	1	right	1.334	famous_faces_baseline	89.231	88.072
90.282	2.507	famous_faces_baseline	1	right	0.885	famous_faces_baseline	92.77	91.167
93.826	2.507	famous_faces_false_combination	1	right	0.965	famous_faces	96.308	94.791
97.203	2.507	recently_learned_faces_false_combination	1	right	1.689	recently_learned_faces	99.696	98.892
102.853	2.507	recently_learned_faces_correct_combination	1	left	1.04	recently_learned_faces	105.337	103.893
106.447	2.507	famous_faces_correct_combination	1	left	1.274	famous_faces	108.926	107.721
109.874	2.507	recently_learned_faces_correct_combination	1	left	0.872	recently_learned_faces	112.364	110.746
113.267	2.508	recently_learned_faces_false_combination	1	right	2.119	recently_learned_faces	115.751	115.386
116.711	2.507	recently_learned_faces_correct_combination	1	left	1.422	recently_learned_faces	119.189	118.133
120.338	2.508	famous_faces_correct_combination	1	left	0.817	famous_faces	122.828	121.155
123.682	2.507	famous_faces_correct_combination	1	left	1.027	famous_faces	126.165	124.709
127.376	2.507	recently_learned_faces_correct_combination	1	left	1.137	recently_learned_faces	129.854	128.513
130.753	2.507	famous_faces_baseline	1	left	1.122	famous_faces_baseline	133.242	131.875
134.196	2.508	recently_learned_faces_baseline	1	right	1.085	recently_learned_faces_baseline	136.68	135.281
137.84	2.508	famous_faces_baseline	1	left	1.155	famous_faces_baseline	140.319	138.995
141.117	2.507	famous_faces_correct_combination	1	left	1.787	famous_faces	143.606	142.904
144.761	2.508	recently_learned_faces_correct_combination	1	left	1.415	recently_learned_faces	147.245	146.176
150.344	2.508	famous_faces_baseline	1	right	0.973	famous_faces_baseline	152.836	151.317
153.738	2.507	famous_faces_correct_combination	1	left	0.969	famous_faces	156.224	154.707
157.282	2.507	famous_faces_baseline	1	right	1.059	famous_faces_baseline	159.762	158.341
160.909	2.508	recently_learned_faces_correct_combination	1	left	1.06	recently_learned_faces	163.401	161.969
164.353	2.507	recently_learned_faces_baseline	1	left	1.001	recently_learned_faces_baseline	166.839	165.354
167.897	2.507	recently_learned_faces_correct_combination	1	left	0.977	recently_learned_faces	170.377	168.874
171.324	2.507	recently_learned_faces_correct_combination	1	left	0.925	recently_learned_faces	173.815	172.249
174.767	2.508	recently_learned_faces_correct_combination	1	left	0.924	recently_learned_faces	177.253	175.691
178.211	2.507	famous_faces_false_combination	1	right	0.994	famous_faces	180.691	179.205
181.638	2.507	recently_learned_faces_baseline	1	left	1.317	recently_learned_faces_baseline	184.129	182.955
185.181	2.508	famous_faces_false_combination	1	right	1.044	famous_faces	187.667	186.225
188.625	2.508	famous_faces_false_combination	1	right	0.852	famous_faces	191.105	189.477
192.202	2.508	famous_faces_baseline	1	right	0.958	famous_faces_baseline	194.694	193.16
197.903	2.507	recently_learned_faces_false_combination	1	right	1.369	recently_learned_faces	200.385	199.272
201.43	2.524	famous_faces_false_combination	0	left	1.403	famous_faces	203.923	202.833
204.773	2.508	recently_learned_faces_correct_combination	1	left	1.441	recently_learned_faces	207.26	206.214
208.317	2.508	famous_faces_false_combination	1	right	1.756	famous_faces	210.799	210.073
211.694	2.507	famous_faces_baseline	1	left	1.167	famous_faces_baseline	214.187	212.861
215.288	2.507	recently_learned_faces_false_combination	1	right	1.694	recently_learned_faces	217.776	216.982
218.681	2.508	recently_learned_faces_false_combination	1	right	0.981	recently_learned_faces	221.164	219.662
222.359	2.524	famous_faces_correct_combination	1	left	1.045	famous_faces	224.853	223.404
225.702	2.508	recently_learned_faces_baseline	1	right	1.069	recently_learned_faces_baseline	228.19	226.771
229.296	2.508	famous_faces_baseline	1	right	0.906	famous_faces_baseline	231.779	230.202
232.824	2.507	recently_learned_faces_baseline	1	left	1.123	recently_learned_faces_baseline	235.317	233.947
236.217	2.507	recently_learned_faces_baseline	0	left	1.191	recently_learned_faces_baseline	238.705	237.408
239.661	2.507	recently_learned_faces_false_combination	0	left	1.642	recently_learned_faces	242.143	241.303
245.344	2.508	recently_learned_faces_baseline	1	right	0.867	recently_learned_faces_baseline	247.833	246.211
248.888	2.508	famous_faces_correct_combination	1	left	0.98	famous_faces	251.372	249.868
252.265	2.524	famous_faces_correct_combination	1	left	1.02	famous_faces	254.759	253.285
255.909	2.507	famous_faces_baseline	1	right	0.762	famous_faces_baseline	258.398	256.671
259.202	2.508	recently_learned_faces_correct_combination	1	left	1.175	recently_learned_faces	261.685	260.377
262.78	2.524	recently_learned_faces_correct_combination	1	left	1.871	recently_learned_faces	265.274	264.651
266.374	2.507	famous_faces_correct_combination	1	left	1.099	famous_faces	268.863	267.473
269.717	2.507	famous_faces_false_combination	1	right	1.281	famous_faces	272.2	270.998
273.144	2.524	famous_faces_correct_combination	1	left	2.178	famous_faces	275.638	275.322
276.788	2.507	famous_faces_baseline	1	left	1.44	famous_faces_baseline	279.277	278.228
280.232	2.507	recently_learned_faces_correct_combination	1	left	1.137	recently_learned_faces	282.715	281.369
283.775	2.508	famous_faces_false_combination	1	right	1.884	famous_faces	286.254	285.659
