"onset"	"trial_type"	"accuracy"	"button"	"response_time"	"duration"	"trial_type_less_granular"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
10.301	"recently_learned_faces_baseline"	0	NA	NA	0.017	"recently_learned_faces_baseline"	10.301	NA
11.438	"recently_learned_faces_baseline"	1	"right"	2.237	2.507	"recently_learned_faces_baseline"	13.928	13.675
14.831	"famous_faces_baseline"	1	"left"	1.157	2.508	"famous_faces_baseline"	17.316	15.988
18.375	"famous_faces_baseline"	1	"right"	0.915	2.508	"famous_faces_baseline"	20.855	19.29
21.702	"famous_faces_false_combination"	1	"right"	2.369	2.508	"famous_faces"	24.192	24.071
25.296	"famous_faces_correct_combination"	1	"left"	1.798	2.508	"famous_faces"	27.781	27.094
28.74	"recently_learned_faces_false_combination"	1	"right"	1.713	2.507	"recently_learned_faces"	31.219	30.453
32.367	"recently_learned_faces_false_combination"	1	"right"	1.283	2.508	"recently_learned_faces"	34.858	33.65
35.66	"famous_faces_false_combination"	1	"right"	1.395	2.508	"famous_faces"	38.145	37.055
39.305	"famous_faces_baseline"	1	"left"	1.553	2.507	"famous_faces_baseline"	41.784	40.858
42.631	"recently_learned_faces_baseline"	1	"left"	0.866	2.508	"recently_learned_faces_baseline"	45.121	43.497
46.326	"famous_faces_false_combination"	1	"right"	1.244	2.507	"famous_faces"	48.81	47.57
49.669	"famous_faces_baseline"	1	"right"	1.518	2.507	"famous_faces_baseline"	52.147	51.187
55.302	"famous_faces_baseline"	1	"right"	1.27	2.508	"famous_faces_baseline"	57.788	56.572
58.746	"recently_learned_faces_correct_combination"	1	"left"	1.823	2.508	"recently_learned_faces"	61.226	60.569
62.424	"recently_learned_faces_false_combination"	1	"right"	1.467	2.507	"recently_learned_faces"	64.915	63.891
65.817	"famous_faces_correct_combination"	0	"right"	1.961	2.508	"famous_faces"	68.303	67.778
69.361	"famous_faces_false_combination"	1	"right"	1.285	2.508	"famous_faces"	71.842	70.646
72.888	"recently_learned_faces_false_combination"	0	"left"	1.725	2.508	"recently_learned_faces"	75.38	74.613
76.232	"famous_faces_false_combination"	1	"right"	1.671	2.507	"famous_faces"	78.717	77.903
79.675	"recently_learned_faces_false_combination"	1	"right"	1.151	2.508	"recently_learned_faces"	82.155	80.826
83.303	"recently_learned_faces_false_combination"	0	NA	NA	2.507	"recently_learned_faces"	85.794	NA
86.747	"famous_faces_baseline"	1	"right"	1.001	2.507	"famous_faces_baseline"	89.232	87.748
90.19	"famous_faces_baseline"	1	"right"	1.055	2.508	"famous_faces_baseline"	92.67	91.245
93.768	"famous_faces_false_combination"	1	"right"	1.339	2.507	"famous_faces"	96.259	95.107
97.111	"recently_learned_faces_false_combination"	0	"left"	1.13	2.507	"recently_learned_faces"	99.596	98.241
102.744	"recently_learned_faces_correct_combination"	1	"left"	1.609	2.508	"recently_learned_faces"	105.237	104.353
106.338	"famous_faces_correct_combination"	0	"right"	1.769	2.508	"famous_faces"	108.826	108.107
109.782	"recently_learned_faces_correct_combination"	1	"left"	0.823	2.508	"recently_learned_faces"	112.264	110.605
113.41	"recently_learned_faces_false_combination"	1	"right"	1.819	2.507	"recently_learned_faces"	115.903	115.229
116.853	"recently_learned_faces_correct_combination"	1	"left"	1.044	2.508	"recently_learned_faces"	119.341	117.897
120.247	"famous_faces_correct_combination"	1	"left"	2.067	2.507	"famous_faces"	122.728	122.314
123.874	"famous_faces_correct_combination"	1	"left"	1.156	2.508	"famous_faces"	126.367	125.03
127.268	"recently_learned_faces_correct_combination"	1	"left"	1.076	2.507	"recently_learned_faces"	129.755	128.344
130.661	"famous_faces_baseline"	0	"right"	1.242	2.508	"famous_faces_baseline"	133.143	131.903
134.289	"recently_learned_faces_baseline"	1	"right"	1.227	2.507	"recently_learned_faces_baseline"	136.782	135.516
137.833	"famous_faces_baseline"	1	"left"	1.238	2.507	"famous_faces_baseline"	140.32	139.071
141.226	"famous_faces_correct_combination"	1	"left"	2.226	2.508	"famous_faces"	143.708	143.452
144.603	"recently_learned_faces_correct_combination"	1	"left"	1.435	2.507	"recently_learned_faces"	147.096	146.038
