onset	duration	trial_type	accuracy	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.886	1.789	Visual_Different	0	NA	NA	12.675	NA
13.227	1.788	Visual_Different	0	NA	NA	15.015	NA
15.918	1.789	Visual_Lure	0	right	0.551	17.707	16.469
18.392	1.655	Visual_Same	1	right	0.684	20.047	19.076
20.799	1.789	Visual_Same	1	right	0.611	22.588	21.41
23.223	1.789	Visual_Different	0	NA	NA	25.012	NA
30.846	1.789	Auditory_Lure	0	right	0.658	32.635	31.504
33.287	1.788	Auditory_Different	0	NA	NA	35.075	NA
35.727	1.789	Auditory_Lure	1	left	1.551	37.516	37.278
38.402	1.789	Auditory_Same	1	right	1.03	40.191	39.432
40.843	1.788	Auditory_Same	1	right	0.794	42.631	41.637
43.233	1.789	Auditory_Different	1	left	1.573	45.022	44.806
50.739	1.789	Visual_Different	1	left	1.414	52.528	52.153
53.33	1.789	Visual_Same	1	right	0.942	55.119	54.272
55.921	1.789	Visual_Lure	1	left	1.088	57.71	57.009
58.362	1.788	Visual_Same	1	right	0.678	60.15	59.04
60.735	1.789	Visual_Same	1	right	0.828	62.524	61.563
63.276	1.789	Visual_Lure	1	left	1.282	65.065	64.558
65.868	1.788	Visual_Lure	1	left	1.353	67.656	67.221
73.44	1.789	Auditory_Same	1	right	1.225	75.229	74.665
75.881	1.788	Auditory_Same	1	right	0.908	77.669	76.789
78.321	1.789	Auditory_Lure	1	left	1.432	80.11	79.753
80.712	1.772	Auditory_Different	1	left	1.413	82.484	82.125
83.286	1.789	Auditory_Same	1	right	0.975	85.075	84.261
90.742	1.789	Visual_Lure	1	left	1.089	92.531	91.831
93.383	1.789	Visual_Different	1	left	1.354	95.172	94.737
95.824	1.788	Visual_Lure	1	left	0.95	97.612	96.774
98.348	1.789	Visual_Same	0	left	1.217	100.137	99.565
100.889	1.789	Visual_Same	0	NA	NA	102.678	NA
103.229	1.789	Visual_Different	1	left	1.184	105.018	104.413
110.785	1.789	Auditory_Same	1	right	1.492	112.574	112.277
113.226	1.788	Auditory_Lure	1	left	1.395	115.014	114.621
115.867	1.789	Auditory_Different	1	left	1.473	117.656	117.34
118.408	1.789	Auditory_Lure	1	left	1.368	120.197	119.776
120.849	1.772	Auditory_Lure	1	left	1.575	122.621	122.424
123.373	1.788	Auditory_Different	0	right	0.875	125.161	124.248
125.713	1.789	Auditory_Different	1	left	1.19	127.502	126.903
133.236	1.788	Visual_Lure	0	NA	NA	135.024	NA
135.877	1.789	Visual_Lure	1	left	1.046	137.666	136.923
138.267	1.789	Visual_Same	1	right	1.187	140.056	139.454
140.808	1.789	Visual_Different	1	left	1.05	142.597	141.858
143.182	1.789	Visual_Different	1	left	0.964	144.971	144.146
145.873	1.789	Visual_Lure	0	NA	NA	147.662	NA
153.245	1.789	Auditory_Different	1	left	1.107	155.034	154.352
