onset	duration	trial_type	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
7.752	2.809	Contingent	NA	NA	10.54	NA
11.346	2.809	Contingent	NA	NA	14.131	NA
14.941	2.808	Contingent	left	1.511	17.722	16.452
18.367	2.809	Contingent	right	1.832	21.162	20.199
21.761	2.808	Contingent	right	1.711	24.551	23.472
25.305	2.808	NonContingent	left	1.118	28.092	26.423
28.849	2.808	Contingent	right	1.455	31.633	30.304
32.242	2.792	Contingent	left	1.238	35.022	33.48
35.669	2.808	Contingent	left	1.007	38.462	36.676
39.363	2.809	NonContingent	left	1.074	42.153	40.437
42.807	2.808	Contingent	right	1.257	45.593	44.064
46.2	2.809	NonContingent	right	1.258	48.982	47.458
49.627	2.809	NonContingent	left	1.083	52.422	50.71
55.294	2.809	NonContingent	left	1.004	58.089	56.298
58.888	2.809	Contingent	left	1.8	61.68	60.688
62.432	2.808	NonContingent	right	1.181	65.22	63.613
65.725	2.809	NonContingent	right	1.024	68.509	66.749
69.319	2.792	Contingent	right	1.32	72.1	70.639
72.897	2.808	Contingent	right	1.901	75.691	74.798
76.34	2.809	Contingent	right	1.794	79.131	78.134
79.684	2.808	NonContingent	left	1.313	82.47	80.997
83.227	2.809	Contingent	left	0.989	86.01	84.216
86.771	2.792	NonContingent	left	1.065	89.551	87.836
90.148	2.808	Contingent	left	0.879	92.941	91.027
93.692	2.808	Contingent	right	1.427	96.481	95.119
97.336	2.809	Contingent	left	1.261	100.122	98.597
102.752	2.809	Contingent	right	1.377	105.538	104.129
106.346	2.809	Contingent	left	1.561	109.129	107.907
109.79	2.792	NonContingent	left	1.42	112.569	111.21
113.367	2.809	NonContingent	left	1.416	116.16	114.783
116.911	2.809	NonContingent	left	0.909	119.7	117.82
120.355	2.808	NonContingent	right	1.13	123.14	121.485
123.798	2.809	Contingent	right	1.499	126.58	125.297
127.376	2.808	Contingent	left	1.004	130.171	128.38
130.719	2.808	Contingent	left	1.398	133.51	132.117
134.163	2.808	NonContingent	right	1.892	136.95	136.055
137.707	2.808	Contingent	right	1.335	140.49	139.042
141.351	2.791	Contingent	right	0.921	144.131	142.272
144.728	2.808	NonContingent	right	1.2	147.521	145.928
150.294	2.808	Contingent	left	0.988	153.086	151.282
153.888	2.809	NonContingent	left	0.868	156.677	154.756
157.332	2.808	Contingent	left	0.831	160.117	158.163
160.725	2.809	NonContingent	left	0.961	163.507	161.686
164.403	2.808	NonContingent	left	0.784	167.198	165.187
167.746	2.809	NonContingent	right	1.074	170.537	168.82
171.34	2.809	NonContingent	left	1.087	174.128	172.427
174.683	2.809	NonContingent	right	1.029	177.467	175.712
178.278	2.791	Contingent	right	1.475	181.058	179.753
181.855	2.808	NonContingent	right	0.94	184.649	182.795
185.298	2.809	Contingent	left	1.13	188.089	186.428
188.842	2.809	Contingent	left	0.902	191.629	189.744
192.236	2.808	NonContingent	left	0.841	195.019	193.077
197.802	2.809	Contingent	left	1.048	200.585	198.85
201.346	2.792	NonContingent	right	1.726	204.126	203.072
