onset	duration	trial_type	accuracy	button	response_time	trial_type_less_granular	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
7.90700000000001	2.507	recently_learned_faces_baseline	1	right	1.579	recently_learned_faces_baseline	10.39	9.48600000000001
11.233	2.524	recently_learned_faces_baseline	1	right	1.76	recently_learned_faces_baseline	13.727	12.993
14.827	2.508	famous_faces_baseline	0	right	1.617	famous_faces_baseline	17.316	16.444
18.421	2.508	famous_faces_baseline	0	left	1.79	famous_faces_baseline	20.905	20.211
21.748	2.524	famous_faces_false_combination	1	right	1.997	famous_faces	24.242	23.745
25.392	2.508	famous_faces_correct_combination	1	left	1.433	famous_faces	27.881	26.825
28.685	2.508	recently_learned_faces_false_combination	0	left	2.478	recently_learned_faces	31.168	31.163
32.313	2.507	recently_learned_faces_false_combination	1	right	1.29	recently_learned_faces	34.807	33.603
35.706	2.508	famous_faces_false_combination	1	right	2.065	famous_faces	38.194	37.771
39.25	2.508	famous_faces_baseline	1	left	0.908	famous_faces_baseline	41.733	40.158
42.777	2.508	recently_learned_faces_baseline	1	left	0.9	recently_learned_faces_baseline	45.272	43.677
46.321	2.508	famous_faces_false_combination	1	right	1.374	famous_faces	48.81	47.695
49.665	2.507	famous_faces_baseline	1	right	1.721	famous_faces_baseline	52.147	51.386
55.248	2.508	famous_faces_baseline	1	right	1.052	famous_faces_baseline	57.738	56.3
58.892	2.508	recently_learned_faces_correct_combination	0	NA	NA	recently_learned_faces	61.377	NA
62.286	2.507	recently_learned_faces_false_combination	1	right	1.332	recently_learned_faces	64.764	63.618
65.813	2.507	famous_faces_correct_combination	1	left	2.296	famous_faces	68.303	68.109
69.407	2.508	famous_faces_false_combination	1	right	0.938	famous_faces	71.892	70.345
72.7	2.508	recently_learned_faces_false_combination	1	right	1.683	recently_learned_faces	75.179	74.383
76.378	2.507	famous_faces_false_combination	1	right	1.725	famous_faces	78.868	78.103
79.721	2.508	recently_learned_faces_false_combination	1	right	1.347	recently_learned_faces	82.205	81.068
83.315	2.508	recently_learned_faces_false_combination	1	right	1.778	recently_learned_faces	85.794	85.093
86.742	2.508	famous_faces_baseline	1	right	1.788	famous_faces_baseline	89.232	88.53
90.336	2.508	famous_faces_baseline	1	right	1.071	famous_faces_baseline	92.821	91.407
93.73	2.507	famous_faces_false_combination	1	right	1.187	famous_faces	96.209	94.917
97.257	2.508	recently_learned_faces_false_combination	1	right	1.766	recently_learned_faces	99.748	99.023
102.957	2.508	recently_learned_faces_correct_combination	1	left	1.044	recently_learned_faces	105.439	104.001
106.284	2.508	famous_faces_correct_combination	1	left	1.546	famous_faces	108.776	107.83
109.878	2.508	recently_learned_faces_correct_combination	1	left	0.877	recently_learned_faces	112.365	110.755
113.322	2.507	recently_learned_faces_false_combination	1	right	1.156	recently_learned_faces	115.803	114.478
116.698	2.508	recently_learned_faces_correct_combination	1	left	1.186	recently_learned_faces	119.191	117.884
120.293	2.507	famous_faces_correct_combination	0	right	1.341	famous_faces	122.78	121.634
123.836	2.508	famous_faces_correct_combination	1	left	1.678	famous_faces	126.319	125.514
127.213	2.508	recently_learned_faces_correct_combination	1	left	1.586	recently_learned_faces	129.706	128.799
130.857	2.508	famous_faces_baseline	1	left	1.281	famous_faces_baseline	133.345	132.138
134.151	2.507	recently_learned_faces_baseline	1	right	1.717	recently_learned_faces_baseline	136.632	135.868
137.828	2.508	famous_faces_baseline	1	left	1.323	famous_faces_baseline	140.321	139.151
141.222	2.507	famous_faces_correct_combination	1	left	1.105	famous_faces	143.709	142.327
144.766	2.507	recently_learned_faces_correct_combination	1	left	1.855	recently_learned_faces	147.248	146.621
150.299	2.507	famous_faces_baseline	1	right	1.385	famous_faces_baseline	152.787	151.684
153.943	2.508	famous_faces_correct_combination	0	NA	NA	famous_faces	156.426	NA
157.22	2.524	famous_faces_baseline	1	right	1.093	famous_faces_baseline	159.713	158.313
160.814	2.507	recently_learned_faces_correct_combination	1	left	1.211	recently_learned_faces	163.302	162.025
164.358	2.507	recently_learned_faces_baseline	1	left	0.907	recently_learned_faces_baseline	166.841	165.265
167.785	2.524	recently_learned_faces_correct_combination	1	left	0.852	recently_learned_faces	170.279	168.637
171.228	2.508	recently_learned_faces_correct_combination	1	left	1.485	recently_learned_faces	173.717	172.713
174.672	2.507	recently_learned_faces_correct_combination	0	right	0.915	recently_learned_faces	177.155	175.587
178.299	2.525	famous_faces_false_combination	1	right	1.187	famous_faces	180.794	179.486
181.843	2.508	recently_learned_faces_baseline	1	left	1.206	recently_learned_faces_baseline	184.332	183.049
185.187	2.507	famous_faces_false_combination	1	right	1.12	famous_faces	187.669	186.307
188.614	2.507	famous_faces_false_combination	1	right	1.099	famous_faces	191.107	189.713
192.258	2.507	famous_faces_baseline	1	right	1.386	famous_faces_baseline	194.746	193.644
197.858	2.507	recently_learned_faces_false_combination	1	right	1.376	recently_learned_faces	200.337	199.234
201.285	2.507	famous_faces_false_combination	1	right	1.836	famous_faces	203.775	203.121
204.728	2.508	recently_learned_faces_correct_combination	0	right	1.195	recently_learned_faces	207.213	205.923
208.423	2.507	famous_faces_false_combination	1	right	1.289	famous_faces	210.902	209.712
211.85	2.507	famous_faces_baseline	1	left	1.012	famous_faces_baseline	214.34	212.862
215.243	2.508	recently_learned_faces_false_combination	1	right	1.698	recently_learned_faces	217.727	216.941
218.887	2.508	recently_learned_faces_false_combination	1	right	1.32	recently_learned_faces	221.366	220.207
222.164	2.507	famous_faces_correct_combination	1	left	1.155	famous_faces	224.653	223.319
225.808	2.508	recently_learned_faces_baseline	1	right	0.876	recently_learned_faces_baseline	228.292	226.684
229.252	2.507	famous_faces_baseline	1	right	1.41	famous_faces_baseline	231.73	230.662
232.679	2.507	recently_learned_faces_baseline	1	left	1.416	recently_learned_faces_baseline	235.168	234.095
236.273	2.507	recently_learned_faces_baseline	1	right	0.906	recently_learned_faces_baseline	238.757	237.179
239.817	2.507	recently_learned_faces_false_combination	1	right	1.191	recently_learned_faces	242.295	241.008
