"onset"	"trial_type"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
8.407	"Contingent"	"right"	1.558	2.206	10.59	9.965
11.349	"Contingent"	"left"	1.137	2.808	14.131	12.486
14.926	"Contingent"	"left"	1.046	2.809	17.722	15.972
18.37	"Contingent"	"left"	1.043	2.808	21.162	19.413
21.713	"Contingent"	"left"	1.061	2.809	24.501	22.774
25.408	"NonContingent"	"left"	0.953	2.808	28.192	26.361
28.751	"Contingent"	"left"	1.056	2.792	31.531	29.807
32.178	"Contingent"	"right"	1.068	2.808	34.971	33.246
35.772	"Contingent"	"right"	0.986	2.808	38.562	36.758
39.316	"NonContingent"	"left"	1.635	2.808	42.103	40.951
42.659	"Contingent"	"left"	0.973	2.809	45.442	43.632
46.186	"NonContingent"	"right"	1.291	2.809	48.982	47.477
49.78	"NonContingent"	"right"	1.286	2.809	52.573	51.066
55.247	"NonContingent"	"right"	1.148	2.808	58.039	56.395
58.891	"Contingent"	"left"	0.998	2.808	61.68	59.889
62.435	"NonContingent"	"right"	1.404	2.808	65.22	63.839
65.778	"NonContingent"	"left"	1.09	2.809	68.559	66.868
69.305	"Contingent"	"left"	1.614	2.809	72.1	70.919
72.749	"Contingent"	"left"	1.021	2.808	75.54	73.77
76.393	"Contingent"	"left"	0.913	2.809	79.181	77.306
79.787	"NonContingent"	"left"	1.659	2.808	82.571	81.446
83.331	"Contingent"	"right"	1.384	2.791	86.112	84.715
86.657	"NonContingent"	"right"	1.436	2.809	89.451	88.093
90.352	"Contingent"	"right"	0.92	2.808	93.142	91.272
93.745	"Contingent"	"left"	0.9	2.808	96.532	94.645
97.139	"Contingent"	"left"	1.262	2.808	99.922	98.401
102.856	"Contingent"	"left"	1.043	2.808	105.639	103.899
106.249	"Contingent"	"left"	0.951	2.792	109.029	107.2
109.877	"NonContingent"	"left"	1.137	2.808	112.67	111.014
113.421	"NonContingent"	"left"	1.098	2.808	116.21	114.519
116.764	"NonContingent"	"left"	0.976	2.808	119.549	117.74
120.358	"NonContingent"	"left"	1.034	2.808	123.14	121.392
123.785	"Contingent"	"left"	0.903	2.808	126.58	124.688
127.178	"Contingent"	"left"	1.139	2.809	129.97	128.317
130.873	"Contingent"	"left"	1.023	2.808	133.661	131.896
134.216	"NonContingent"	"right"	0.945	2.808	137	135.161
137.86	"Contingent"	"left"	1.282	2.792	140.641	139.142
141.237	"Contingent"	"left"	1.077	2.808	144.031	142.314
144.63	"NonContingent"	"right"	1.183	2.809	147.421	145.813
150.448	"Contingent"	"left"	0.977	2.808	153.238	151.425
153.741	"NonContingent"	"right"	0.848	2.808	156.527	154.589
157.285	"Contingent"	"right"	1.039	2.808	160.067	158.324
160.829	"NonContingent"	"right"	1.053	2.791	163.608	161.882
164.356	"NonContingent"	"left"	1.47	2.808	167.149	165.826
167.9	"NonContingent"	"right"	0.948	2.808	170.689	168.848
171.193	"NonContingent"	"right"	1.058	2.808	173.978	172.251
174.837	"NonContingent"	"right"	0.964	2.809	177.619	175.801
178.214	"Contingent"	"left"	1.105	2.808	181.008	179.319
181.758	"NonContingent"	"right"	0.832	2.808	184.549	182.59
185.202	"Contingent"	"left"	0.973	2.808	187.989	186.175
188.645	"Contingent"	"right"	0.85	2.808	191.429	189.495
192.339	"NonContingent"	"left"	0.873	2.792	195.12	193.212
197.756	"Contingent"	"right"	1.007	2.791	200.536	198.763
201.433	"NonContingent"	"right"	0.901	2.809	204.227	202.334
204.877	"NonContingent"	"right"	1.174	2.808	207.667	206.051
208.321	"NonContingent"	"right"	1.825	2.808	211.107	210.146
211.764	"NonContingent"	"right"	1.06	2.809	214.547	212.824
215.308	"NonContingent"	"right"	1.791	2.792	218.088	217.099
218.835	"NonContingent"	"left"	1.294	2.809	221.629	220.129
222.379	"NonContingent"	"left"	1.01	2.809	225.169	223.389
225.672	"NonContingent"	"left"	0.931	2.809	228.458	226.603
229.216	"Contingent"	"left"	1.007	2.809	231.998	230.223
232.844	"Contingent"	"left"	0.986	2.808	235.639	233.83
236.237	"Contingent"	"left"	1.118	2.809	239.029	237.355
239.781	"Contingent"	"left"	1.098	2.808	242.57	240.879
245.398	"NonContingent"	"right"	0.923	2.808	248.186	246.321
248.842	"NonContingent"	"right"	1.08	2.808	251.626	249.922
252.436	"Contingent"	"left"	0.821	2.808	255.217	253.257
255.712	"NonContingent"	"right"	0.849	2.808	258.506	256.561
259.256	"NonContingent"	"left"	1.823	2.808	262.046	261.079
262.9	"Contingent"	"right"	0.782	2.809	265.687	263.682
266.294	"Contingent"	"left"	1.307	2.808	269.077	267.601
269.687	"NonContingent"	"left"	0.869	2.792	272.467	270.556
273.214	"Contingent"	"left"	0.961	2.809	276.007	274.175
276.808	"NonContingent"	"left"	1.192	2.809	279.598	278
280.202	"NonContingent"	"left"	0.749	2.808	282.987	280.951
283.645	"NonContingent"	"right"	1.081	2.809	286.427	284.726
287.273	"Contingent"	"left"	0.776	2.808	290.068	288.049
292.89	"NonContingent"	"right"	0.982	2.808	295.685	293.872
296.233	"NonContingent"	"right"	0.944	2.808	299.024	297.177
299.927	"NonContingent"	"left"	1.249	2.809	302.715	301.176
303.271	"Contingent"	"right"	1.024	2.808	306.054	304.295
306.815	"NonContingent"	"right"	0.946	2.791	309.595	307.761
310.241	"NonContingent"	"left"	1.033	2.809	313.035	311.274
313.685	"Contingent"	"right"	0.776	2.808	316.475	314.461
317.329	"NonContingent"	"right"	1.191	2.809	320.116	318.52
320.873	"Contingent"	"right"	0.754	2.809	323.656	321.627
324.267	"Contingent"	"right"	0.848	2.791	327.046	325.115
327.844	"Contingent"	"left"	0.801	2.808	330.637	328.645
331.187	"Contingent"	"left"	0.87	2.809	333.976	332.057
334.731	"NonContingent"	"left"	0.981	2.809	337.517	335.712
340.398	"NonContingent"	"left"	0.871	2.809	343.184	341.269
343.792	"Contingent"	"left"	0.984	2.808	346.573	344.776
347.419	"NonContingent"	"left"	0.861	2.809	350.214	348.28
350.712	"Contingent"	"left"	1.194	2.809	353.503	351.906
354.306	"Contingent"	"left"	1.122	2.809	357.094	355.428
357.9	"Contingent"	"left"	0.914	2.809	360.685	358.814
361.194	"Contingent"	"left"	1.141	2.791	363.974	362.335
364.721	"Contingent"	"left"	1.242	2.808	367.514	365.963
368.265	"Contingent"	"right"	0.836	2.808	371.055	369.101
371.809	"Contingent"	"left"	0.827	2.808	374.596	372.636
375.252	"NonContingent"	"left"	1.267	2.809	378.036	376.519
378.846	"NonContingent"	"left"	1.177	2.792	381.627	380.023
382.123	"Contingent"	"right"	0.8	2.808	384.916	382.923
387.94	"NonContingent"	"left"	0.962	2.809	390.733	388.902
391.283	"Contingent"	"left"	1.384	2.809	394.072	392.667
394.727	"NonContingent"	"right"	1.114	2.808	397.512	395.841
398.321	"Contingent"	"left"	0.839	2.809	401.103	399.16
401.865	"NonContingent"	"left"	0.892	2.792	404.644	402.757
405.292	"NonContingent"	"left"	1.018	2.808	408.084	406.31
408.836	"Contingent"	"left"	1.021	2.808	411.625	409.857
412.38	"NonContingent"	"left"	1.018	2.808	415.165	413.398
415.673	"Contingent"	"left"	1.088	2.792	418.454	416.761
419.2	"Contingent"	"right"	0.788	2.809	421.994	419.988
422.744	"NonContingent"	"right"	0.923	2.808	425.535	423.667
426.188	"NonContingent"	"left"	0.952	2.808	428.975	427.14
429.631	"NonContingent"	"right"	1.339	2.809	432.415	430.97
435.399	"Contingent"	"right"	0.772	2.708	438.081	436.171
438.742	"NonContingent"	"left"	0.943	2.791	441.521	439.685
442.419	"NonContingent"	"left"	0.953	2.809	445.212	443.372
445.863	"Contingent"	"right"	0.752	2.808	448.652	446.615
449.307	"NonContingent"	"left"	1.51	2.808	452.092	450.817
452.851	"Contingent"	"left"	1.044	2.808	455.633	453.895
456.177	"NonContingent"	"left"	0.947	2.809	458.972	457.124
459.721	"Contingent"	"left"	1.066	2.808	462.512	460.787
463.265	"NonContingent"	"right"	1.122	2.808	466.053	464.387
466.859	"NonContingent"	"right"	0.964	2.808	469.644	467.823
470.303	"NonContingent"	"left"	0.953	2.808	473.084	471.256
473.679	"NonContingent"	"left"	2.09	2.809	476.473	475.769
477.223	"Contingent"	"left"	1.186	2.809	480.014	478.409
482.74	"Contingent"	"right"	1.437	2.808	485.53	484.177
486.434	"Contingent"	"left"	1.287	2.809	489.221	487.721
489.778	"Contingent"	"right"	0.804	2.808	492.56	490.582
493.321	"NonContingent"	"left"	1.042	2.792	496.101	494.363
496.849	"NonContingent"	"left"	1.038	2.808	499.642	497.887
500.192	"NonContingent"	"left"	1.189	2.808	502.981	501.381
503.886	"NonContingent"	"right"	0.862	2.809	506.672	504.748
507.23	"Contingent"	"left"	0.999	2.791	510.011	508.229
510.757	"Contingent"	"right"	0.798	2.808	513.552	511.555
514.301	"Contingent"	"left"	0.985	2.808	517.093	515.286
517.744	"NonContingent"	"left"	1.038	2.809	520.533	518.782
521.338	"Contingent"	"right"	0.754	2.809	524.124	522.092
524.782	"Contingent"	"left"	1.041	2.808	527.564	525.823
530.399	"NonContingent"	"right"	0.871	2.791	533.18	531.27
