"onset"	"trial_type"	"accuracy"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
10.899	"Visual_Lure"	1	"left"	1.035	1.789	12.688	11.934
13.223	"Visual_Lure"	1	"left"	1.174	1.788	15.011	14.397
15.814	"Visual_Same"	1	"right"	1.486	1.789	17.603	17.3
18.405	"Visual_Different"	0	NA	NA	1.789	20.194	NA
20.745	"Visual_Different"	1	"left"	0.835	1.789	22.534	21.58
23.387	"Visual_Lure"	1	"left"	1.153	1.788	25.175	24.54
30.742	"Auditory_Lure"	1	"left"	1.256	1.789	32.531	31.998
33.283	"Auditory_Same"	1	"right"	1.333	1.788	35.071	34.616
35.824	"Auditory_Lure"	0	NA	NA	1.788	37.612	NA
38.415	"Auditory_Different"	1	"left"	1.087	1.788	40.203	39.502
40.839	"Auditory_Different"	0	"right"	1.451	1.788	42.627	42.29
43.38	"Auditory_Same"	0	NA	NA	1.788	45.168	NA
45.82	"Auditory_Same"	1	"right"	1.2	1.789	47.609	47.02
53.242	"Visual_Same"	1	"right"	1.586	1.789	55.031	54.828
55.834	"Visual_Lure"	1	"left"	0.969	1.788	57.622	56.803
58.374	"Visual_Different"	1	"left"	1.307	1.789	60.163	59.681
60.748	"Visual_Lure"	1	"left"	1.715	1.789	62.537	62.463
63.389	"Visual_Lure"	0	NA	NA	1.789	65.178	NA
65.73	"Visual_Different"	0	NA	NA	1.788	67.518	NA
68.271	"Visual_Different"	0	NA	NA	1.788	70.059	NA
75.743	"Auditory_Same"	1	"right"	1.493	1.789	77.532	77.236
78.284	"Auditory_Same"	1	"right"	1.325	1.789	80.073	79.609
80.825	"Auditory_Lure"	0	NA	NA	1.789	82.614	NA
83.199	"Auditory_Different"	1	"left"	1.661	1.788	84.987	84.86
85.74	"Auditory_Same"	0	NA	NA	1.788	87.528	NA
93.396	"Visual_Different"	1	"left"	1.095	1.789	95.185	94.491
95.736	"Visual_Same"	1	"right"	1.621	1.789	97.525	97.357
98.311	"Visual_Lure"	1	"left"	0.949	1.788	100.099	99.26
100.751	"Visual_Same"	1	"right"	1.553	1.789	102.54	102.304
103.342	"Visual_Same"	1	"right"	1.113	1.789	105.131	104.455
105.883	"Visual_Lure"	1	"left"	0.994	1.789	107.672	106.877
108.157	"Visual_Lure"	1	"left"	1.511	1.788	109.945	109.668
115.846	"Auditory_Different"	1	"left"	1.639	1.789	117.635	117.485
118.437	"Auditory_Different"	0	NA	NA	1.789	120.226	NA
120.861	"Auditory_Lure"	1	"left"	1.336	1.789	122.65	122.197
123.302	"Auditory_Different"	0	NA	NA	1.789	125.091	NA
125.692	"Auditory_Same"	1	"right"	1.217	1.789	127.481	126.909
133.349	"Visual_Lure"	1	"left"	1.1	1.788	135.137	134.449
135.773	"Visual_Different"	1	"left"	1.624	1.788	137.561	137.397
138.213	"Visual_Same"	1	"right"	1.299	1.789	140.002	139.512
140.854	"Visual_Different"	0	NA	NA	1.789	142.643	NA
143.395	"Visual_Different"	0	NA	NA	1.789	145.184	NA
145.686	"Visual_Same"	1	"right"	1.551	1.771	147.457	147.237
148.26	"Visual_Same"	0	NA	NA	1.789	150.049	NA
155.899	"Auditory_Same"	1	"right"	1.758	1.789	157.688	157.657
158.424	"Auditory_Different"	1	"left"	1.118	1.788	160.212	159.542
160.764	"Auditory_Same"	1	"right"	0.904	1.789	162.553	161.668
163.405	"Auditory_Lure"	0	"right"	1.353	1.789	165.194	164.758
165.745	"Auditory_Lure"	1	"left"	1.209	1.789	167.534	166.954
168.32	"Auditory_Different"	1	"left"	0.84	1.789	170.109	169.16
170.66	"Auditory_Different"	1	"left"	1.238	1.789	172.449	171.898
178.283	"Visual_Different"	1	"left"	0.743	1.789	180.072	179.026
180.924	"Visual_Different"	1	"left"	1.095	1.789	182.713	182.019
183.365	"Visual_Same"	1	"right"	1.48	1.789	185.154	184.845
185.805	"Visual_Lure"	1	"left"	0.871	1.789	187.594	186.676
188.397	"Visual_Different"	1	"left"	0.974	1.788	190.185	189.371
195.835	"Auditory_Lure"	1	"left"	1.141	1.789	197.624	196.976
198.226	"Auditory_Lure"	0	NA	NA	1.789	200.015	NA
200.867	"Auditory_Different"	0	NA	NA	1.789	202.656	NA
203.258	"Auditory_Same"	1	"right"	1.511	1.788	205.046	204.769
205.899	"Auditory_Lure"	1	"left"	1.011	1.772	207.671	206.91
213.238	"Visual_Different"	1	"left"	1.21	1.788	215.026	214.448
215.778	"Visual_Lure"	1	"left"	0.704	1.789	217.567	216.482
218.37	"Visual_Different"	1	"left"	1.096	1.788	220.158	219.466
220.693	"Visual_Same"	1	"right"	1.004	1.789	222.482	221.697
223.284	"Visual_Same"	1	"right"	1.229	1.789	225.073	224.513
225.825	"Visual_Lure"	1	"left"	0.701	1.789	227.614	226.526
228.366	"Visual_Lure"	1	"left"	1.272	1.789	230.155	229.638
