"onset"	"trial_type"	"accuracy"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
10.896	"Visual_Same"	0	NA	NA	1.789	12.685	NA
13.437	"Visual_Different"	1	"left"	1.089	1.789	15.226	14.526
15.76	"Visual_Same"	1	"right"	0.732	1.789	17.549	16.492
18.586	"Visual_Lure"	1	"left"	1.377	1.404	19.99	19.963
20.792	"Visual_Lure"	1	"left"	0.967	1.789	22.581	21.759
23.383	"Visual_Different"	1	"left"	1.055	1.789	25.172	24.438
25.724	"Visual_Different"	1	"left"	0.86	1.772	27.496	26.584
33.246	"Auditory_Lure"	1	"left"	1.403	1.789	35.035	34.649
35.937	"Auditory_Different"	1	"left"	1.506	1.789	37.726	37.443
38.261	"Auditory_Same"	1	"right"	1.282	1.789	40.05	39.543
40.802	"Auditory_Different"	0	"right"	1.282	1.789	42.591	42.084
43.343	"Auditory_Different"	1	"left"	1.243	1.789	45.132	44.586
45.884	"Auditory_Same"	1	"right"	1.526	1.788	47.672	47.41
48.324	"Auditory_Same"	1	"right"	1.36	1.772	50.096	49.684
55.847	"Visual_Same"	1	"right"	0.947	1.789	57.636	56.794
58.237	"Visual_Same"	1	"right"	1.713	1.772	60.009	59.95
60.862	"Visual_Lure"	1	"left"	0.842	1.789	62.651	61.704
63.403	"Visual_Different"	1	"left"	1.025	1.788	65.191	64.428
65.843	"Visual_Same"	1	"right"	1.349	1.789	67.632	67.192
73.249	"Auditory_Same"	1	"right"	1.556	1.789	75.038	74.805
75.823	"Auditory_Same"	1	"right"	1.648	1.789	77.612	77.471
78.264	"Auditory_Lure"	1	"left"	1.453	1.788	80.052	79.717
80.905	"Auditory_Different"	1	"left"	1.425	1.789	82.694	82.33
83.346	"Auditory_Same"	0	NA	NA	1.788	85.134	NA
90.785	"Visual_Same"	1	"right"	0.576	1.788	92.573	91.361
93.225	"Visual_Same"	0	"left"	1.584	1.789	95.014	94.809
95.816	"Visual_Different"	0	"right"	1.427	1.789	97.605	97.243
98.357	"Visual_Lure"	1	"left"	0.906	1.789	100.146	99.263
100.898	"Visual_Lure"	0	NA	NA	1.789	102.687	NA
103.172	"Visual_Same"	1	"right"	1.031	1.788	104.96	104.203
110.744	"Auditory_Same"	1	"right"	0.949	1.789	112.533	111.693
113.335	"Auditory_Same"	1	"right"	1.304	1.789	115.124	114.639
115.759	"Auditory_Different"	1	"left"	1.042	1.789	117.548	116.801
118.2	"Auditory_Same"	1	"right"	1.011	1.788	119.988	119.211
120.791	"Auditory_Lure"	1	"left"	1.335	1.789	122.58	122.126
128.297	"Visual_Lure"	1	"left"	0.911	1.788	130.085	129.208
130.821	"Visual_Different"	1	"left"	1.113	1.788	132.609	131.934
133.412	"Visual_Same"	1	"right"	0.721	1.789	135.201	134.133
135.802	"Visual_Different"	1	"left"	0.575	1.789	137.591	136.377
