"onset"	"trial_type"	"accuracy"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
10.943	"Visual_Different"	0	NA	NA	1.788	12.731	NA
13.383	"Visual_Lure"	1	"left"	1.292	1.789	15.172	14.675
15.824	"Visual_Different"	1	"left"	0.793	1.789	17.613	16.617
18.248	"Visual_Same"	1	"right"	1.239	1.788	20.036	19.487
20.688	"Visual_Same"	1	"right"	0.683	1.789	22.477	21.371
23.279	"Visual_Lure"	1	"left"	0.801	1.789	25.068	24.08
25.82	"Visual_Lure"	1	"left"	0.708	1.789	27.609	26.528
33.293	"Auditory_Different"	0	"right"	0.23	1.788	35.081	33.523
35.934	"Auditory_Different"	1	"left"	1.618	1.789	37.723	37.552
38.374	"Auditory_Lure"	1	"left"	0.96	1.789	40.163	39.334
40.698	"Auditory_Same"	1	"right"	0.597	1.789	42.487	41.295
43.289	"Auditory_Same"	1	"right"	0.635	1.789	45.078	43.924
45.68	"Auditory_Different"	1	"left"	1.04	1.788	47.468	46.72
53.286	"Visual_Same"	1	"right"	0.634	1.788	55.074	53.92
55.927	"Visual_Same"	1	"right"	1.65	1.788	57.715	57.577
58.217	"Visual_Different"	1	"left"	1.609	1.789	60.006	59.826
60.758	"Visual_Same"	1	"right"	0.753	1.789	62.547	61.511
63.299	"Visual_Lure"	1	"left"	1.144	1.788	65.087	64.443
70.788	"Auditory_Lure"	1	"left"	1.315	1.788	72.576	72.103
73.329	"Auditory_Same"	1	"right"	0.653	1.788	75.117	73.982
75.92	"Auditory_Lure"	1	"left"	0.849	1.788	77.708	76.769
78.36	"Auditory_Different"	0	NA	NA	1.789	80.149	NA
80.784	"Auditory_Different"	1	"left"	0.904	1.789	82.573	81.688
83.375	"Auditory_Same"	1	"right"	0.887	1.789	85.164	84.262
85.665	"Auditory_Same"	1	"right"	0.845	1.789	87.454	86.51
93.238	"Visual_Lure"	1	"left"	0.986	1.789	95.027	94.224
95.929	"Visual_Lure"	1	"left"	0.724	1.789	97.718	96.653
98.37	"Visual_Same"	1	"right"	0.761	1.789	100.159	99.131
100.71	"Visual_Different"	1	"left"	1.58	1.789	102.499	102.29
103.335	"Visual_Different"	0	"right"	1.102	1.788	105.123	104.437
105.775	"Visual_Lure"	1	"left"	0.992	1.789	107.564	106.767
113.398	"Auditory_Same"	1	"right"	0.873	1.789	115.187	114.271
115.772	"Auditory_Same"	1	"right"	0.78	1.789	117.561	116.552
118.213	"Auditory_Different"	1	"left"	1.549	1.788	120.001	119.762
120.904	"Auditory_Same"	1	"right"	0.809	1.789	122.693	121.713
123.244	"Auditory_Lure"	1	"left"	1.189	1.789	125.033	124.433
130.934	"Visual_Different"	1	"left"	0.825	1.788	132.722	131.759
133.274	"Visual_Different"	1	"left"	0.978	1.789	135.063	134.252
135.915	"Visual_Lure"	1	"left"	0.897	1.789	137.704	136.812
138.306	"Visual_Different"	1	"left"	0.858	1.788	140.094	139.164
140.696	"Visual_Same"	1	"right"	0.731	1.789	142.485	141.427
148.386	"Auditory_Different"	1	"left"	1.265	1.788	150.174	149.651
150.826	"Auditory_Different"	0	NA	NA	1.789	152.615	NA
153.267	"Auditory_Lure"	1	"left"	1.114	1.789	155.056	154.381
155.808	"Auditory_Different"	1	"left"	1.083	1.789	157.597	156.891
158.182	"Auditory_Same"	0	NA	NA	1.788	159.97	NA
165.888	"Visual_Different"	1	"left"	1.149	1.789	167.677	167.037
168.278	"Visual_Same"	1	"right"	1.012	1.789	170.067	169.29
170.869	"Visual_Lure"	1	"left"	0.795	1.789	172.658	171.664
173.193	"Visual_Same"	1	"right"	0.67	1.789	174.982	173.863
175.734	"Visual_Same"	1	"right"	1.093	1.789	177.523	176.827
178.375	"Visual_Lure"	1	"left"	0.755	1.789	180.164	179.13
180.766	"Visual_Lure"	1	"left"	0.685	1.788	182.554	181.451
188.439	"Auditory_Different"	1	"left"	1.149	1.788	190.227	189.588
190.879	"Auditory_Same"	0	"left"	1.017	1.789	192.668	191.896
193.219	"Auditory_Lure"	1	"left"	0.9	1.789	195.008	194.119
195.894	"Auditory_Same"	0	"left"	0.993	1.789	197.683	196.887
198.234	"Auditory_Same"	0	"left"	0.992	1.789	200.023	199.226
200.775	"Auditory_Lure"	1	"left"	1.136	1.789	202.564	201.911
203.316	"Auditory_Lure"	1	"left"	1.159	1.789	205.105	204.475
210.738	"Visual_Same"	1	"right"	0.729	1.789	212.527	211.467
213.279	"Visual_Lure"	1	"left"	0.781	1.789	215.068	214.06
215.82	"Visual_Same"	1	"right"	1.084	1.789	217.609	216.904
218.394	"Visual_Different"	1	"left"	0.943	1.789	220.183	219.337
220.835	"Visual_Different"	1	"left"	0.901	1.789	222.624	221.736
223.376	"Visual_Lure"	1	"left"	0.73	1.789	225.165	224.106
230.731	"Auditory_Different"	0	NA	NA	1.789	232.52	NA
233.423	"Auditory_Lure"	1	"left"	1.052	1.788	235.211	234.475
235.863	"Auditory_Different"	1	"left"	1.437	1.789	237.652	237.3
238.254	"Auditory_Same"	0	"left"	1.293	1.788	240.042	239.547
240.795	"Auditory_Same"	1	"right"	1.457	1.772	242.567	242.252
243.168	"Auditory_Lure"	0	NA	NA	1.789	244.957	NA
245.759	"Auditory_Lure"	1	"left"	1.073	1.789	247.548	246.832
253.232	"Visual_Lure"	1	"left"	0.826	1.788	255.02	254.058
255.773	"Visual_Different"	1	"left"	0.897	1.788	257.561	256.67
258.364	"Visual_Same"	1	"right"	1.004	1.788	260.152	259.368
260.804	"Visual_Different"	1	"left"	0.742	1.789	262.593	261.546
263.328	"Visual_Different"	0	"right"	1.245	1.789	265.117	264.573
265.669	"Visual_Same"	1	"right"	0.86	1.788	267.457	266.529
268.26	"Visual_Same"	1	"right"	0.843	1.788	270.048	269.103
275.782	"Auditory_Lure"	1	"left"	0.947	1.789	277.571	276.729
278.373	"Auditory_Different"	1	"left"	1.387	1.789	280.162	279.76
280.914	"Auditory_Same"	1	"right"	1.421	1.789	282.703	282.335
283.305	"Auditory_Different"	1	"left"	0.77	1.788	285.093	284.075
285.829	"Auditory_Different"	1	"left"	1.226	1.788	287.617	287.055
288.169	"Auditory_Same"	1	"right"	1.105	1.789	289.958	289.274
290.861	"Auditory_Same"	1	"right"	0.885	1.788	292.649	291.746
298.283	"Visual_Different"	1	"left"	0.877	1.788	300.071	299.16
300.924	"Visual_Same"	1	"right"	0.696	1.789	302.713	301.62
303.364	"Visual_Different"	1	"left"	0.959	1.789	305.153	304.323
305.705	"Visual_Lure"	0	"right"	1.634	1.772	307.477	307.339
308.229	"Visual_Lure"	1	"left"	0.844	1.789	310.018	309.073
310.87	"Visual_Same"	1	"right"	1.098	1.789	312.659	311.968
318.292	"Auditory_Different"	1	"left"	0.911	1.789	320.081	319.203
320.816	"Auditory_Different"	1	"left"	0.909	1.789	322.605	321.725
323.207	"Auditory_Same"	0	"left"	0.836	1.789	324.996	324.043
325.848	"Auditory_Lure"	1	"left"	1.135	1.789	327.637	326.983
