"onset"	"trial_type"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
9.76	"Contingent"	NA	NA	0.852	10.59	NA
11.398	"Contingent"	"right"	2.281	2.808	14.181	13.679
14.724	"Contingent"	"left"	0.979	2.809	17.52	15.703
18.419	"Contingent"	"right"	1.241	2.808	21.211	19.66
21.812	"Contingent"	"right"	1.357	2.809	24.601	23.169
25.406	"NonContingent"	"left"	0.818	2.809	28.192	26.224
28.8	"Contingent"	"left"	1.571	2.808	31.582	30.371
32.344	"Contingent"	"left"	1.345	2.791	35.123	33.689
35.67	"Contingent"	"left"	0.763	2.809	38.462	36.433
39.214	"NonContingent"	"left"	1.131	2.809	42.002	40.345
42.808	"Contingent"	"left"	1.386	2.809	45.593	44.194
46.202	"NonContingent"	"left"	1.046	2.791	48.982	47.248
49.729	"NonContingent"	"right"	1.811	2.808	52.523	51.54
55.346	"NonContingent"	"right"	1.195	2.808	58.14	56.541
58.789	"Contingent"	"left"	0.828	2.809	61.58	59.617
62.383	"NonContingent"	"right"	1.426	2.809	65.171	63.809
65.927	"NonContingent"	"right"	1.677	2.809	68.711	67.604
69.221	"Contingent"	"right"	0.916	2.791	72	70.137
72.848	"Contingent"	"left"	1.104	2.808	75.641	73.952
76.191	"Contingent"	"left"	0.76	2.809	78.98	76.951
79.785	"NonContingent"	"left"	0.952	2.809	82.571	80.737
83.379	"Contingent"	"right"	1.711	2.809	86.162	85.09
86.706	"NonContingent"	"right"	1.428	2.808	89.501	88.134
90.15	"Contingent"	"left"	1.461	2.808	92.941	91.611
93.794	"Contingent"	"left"	0.903	2.808	96.582	94.697
97.338	"Contingent"	"right"	1.168	2.808	100.122	98.506
102.904	"Contingent"	"left"	1.551	2.809	105.689	104.455
106.448	"Contingent"	"left"	0.812	2.792	109.229	107.26
109.775	"NonContingent"	"right"	1.165	2.808	112.568	110.94
113.219	"NonContingent"	"right"	1.69	2.808	116.008	114.909
116.813	"NonContingent"	"left"	1.092	2.808	119.599	117.905
