onset	duration	trial_type	accuracy	button	response_time	trial_type_less_granular	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.38	0.034	recently_learned_faces_baseline	0	NA	NA	recently_learned_faces_baseline	10.381	NA
11.233	2.524	recently_learned_faces_baseline	0	NA	NA	recently_learned_faces_baseline	13.727	NA
14.927	2.508	famous_faces_baseline	0	NA	NA	famous_faces_baseline	17.416	NA
18.321	2.507	famous_faces_baseline	1	right	1.59	famous_faces_baseline	20.804	19.911
21.865	2.507	famous_faces_false_combination	1	right	1.943	famous_faces	24.343	23.808
25.241	2.508	famous_faces_correct_combination	1	left	1.757	famous_faces	27.73	26.998
28.785	2.508	recently_learned_faces_false_combination	1	right	1.313	recently_learned_faces	31.269	30.098
32.179	2.507	recently_learned_faces_false_combination	1	right	1.399	recently_learned_faces	34.657	33.578
35.806	2.508	famous_faces_false_combination	1	right	1.428	famous_faces	38.296	37.234
39.35	2.507	famous_faces_baseline	1	left	1.047	famous_faces_baseline	41.834	40.397
42.677	2.524	recently_learned_faces_baseline	1	left	0.691	recently_learned_faces_baseline	45.171	43.368
46.271	2.507	famous_faces_false_combination	1	right	1.189	famous_faces	48.76	47.46
49.814	2.508	famous_faces_baseline	1	right	1.268	famous_faces_baseline	52.298	51.082
55.348	2.507	famous_faces_baseline	1	right	0.833	famous_faces_baseline	57.839	56.181
58.942	2.507	recently_learned_faces_correct_combination	1	left	1.855	recently_learned_faces	61.428	60.797
62.235	2.507	recently_learned_faces_false_combination	1	right	1.01	recently_learned_faces	64.715	63.245
65.862	2.508	famous_faces_correct_combination	1	left	1.882	famous_faces	68.354	67.744
69.256	2.507	famous_faces_false_combination	1	right	0.827	famous_faces	71.741	70.083
72.8	2.507	recently_learned_faces_false_combination	1	right	1.538	recently_learned_faces	75.28	74.338
76.377	2.507	famous_faces_false_combination	1	right	1.649	famous_faces	78.869	78.026
79.821	2.507	recently_learned_faces_false_combination	1	right	1.65	recently_learned_faces	82.307	81.471
83.164	2.507	recently_learned_faces_false_combination	1	right	2.28	recently_learned_faces	85.644	85.444
86.691	2.508	famous_faces_baseline	1	right	1.086	famous_faces_baseline	89.182	87.777
90.235	2.507	famous_faces_baseline	1	right	1.232	famous_faces_baseline	92.721	91.467
93.779	2.507	famous_faces_false_combination	1	right	0.853	famous_faces	96.26	94.632
97.306	2.508	recently_learned_faces_false_combination	1	right	1.966	recently_learned_faces	99.798	99.272
102.956	2.508	recently_learned_faces_correct_combination	1	left	1.399	recently_learned_faces	105.437	104.355
106.283	2.507	famous_faces_correct_combination	1	left	1.105	famous_faces	108.774	107.388
109.877	2.507	recently_learned_faces_correct_combination	1	left	0.817	recently_learned_faces	112.363	110.694
113.32	2.508	recently_learned_faces_false_combination	1	right	1.712	recently_learned_faces	115.801	115.032
116.697	2.508	recently_learned_faces_correct_combination	1	left	0.777	recently_learned_faces	119.189	117.474
120.392	2.507	famous_faces_correct_combination	1	left	1.18	famous_faces	122.878	121.572
123.835	2.508	famous_faces_correct_combination	1	left	1.015	famous_faces	126.316	124.85
127.262	2.507	recently_learned_faces_correct_combination	1	left	0.728	recently_learned_faces	129.754	127.99
130.706	2.507	famous_faces_baseline	1	left	1.278	famous_faces_baseline	133.192	131.984
134.149	2.508	recently_learned_faces_baseline	1	right	0.9	recently_learned_faces_baseline	136.63	135.049
137.726	2.525	famous_faces_baseline	1	left	1.209	famous_faces_baseline	140.219	138.935
141.12	2.507	famous_faces_correct_combination	1	left	0.849	famous_faces	143.607	141.969
144.764	2.508	recently_learned_faces_correct_combination	1	left	1.205	recently_learned_faces	147.246	145.969
150.297	2.508	famous_faces_baseline	1	right	0.911	famous_faces_baseline	152.785	151.208
153.741	2.507	famous_faces_correct_combination	1	left	0.998	famous_faces	156.223	154.739
157.368	2.525	famous_faces_baseline	1	right	0.807	famous_faces_baseline	159.862	158.175
160.912	2.508	recently_learned_faces_correct_combination	1	left	0.739	recently_learned_faces	163.4	161.651
164.306	2.507	recently_learned_faces_baseline	1	left	1.317	recently_learned_faces_baseline	166.788	165.623
167.682	2.525	recently_learned_faces_correct_combination	1	left	0.842	recently_learned_faces	170.176	168.524
171.327	2.507	recently_learned_faces_correct_combination	1	left	0.799	recently_learned_faces	173.815	172.126
174.72	2.508	recently_learned_faces_correct_combination	1	left	0.988	recently_learned_faces	177.202	175.708
178.348	2.524	famous_faces_false_combination	1	right	0.988	famous_faces	180.841	179.336
181.741	2.508	recently_learned_faces_baseline	1	left	1.018	recently_learned_faces_baseline	184.229	182.759
185.185	2.507	famous_faces_false_combination	1	right	1.023	famous_faces	187.667	186.208
188.762	2.524	famous_faces_false_combination	1	right	1.032	famous_faces	191.256	189.794
192.306	2.507	famous_faces_baseline	0	left	1.133	famous_faces_baseline	194.794	193.439
197.806	2.507	recently_learned_faces_false_combination	1	right	1.574	recently_learned_faces	200.284	199.38
201.433	2.508	famous_faces_false_combination	1	right	1.283	famous_faces	203.923	202.716
204.827	2.507	recently_learned_faces_correct_combination	1	left	1.355	recently_learned_faces	207.311	206.182
208.37	2.508	famous_faces_false_combination	1	right	1.19	famous_faces	210.85	209.56
211.697	2.507	famous_faces_baseline	1	left	1.011	famous_faces_baseline	214.187	212.708
215.291	2.507	recently_learned_faces_false_combination	1	right	1.897	recently_learned_faces	217.776	217.188
218.885	2.508	recently_learned_faces_false_combination	1	right	1.066	recently_learned_faces	221.365	219.951
222.212	2.507	famous_faces_correct_combination	1	left	1.259	famous_faces	224.702	223.471
225.655	2.508	recently_learned_faces_baseline	1	right	0.922	recently_learned_faces_baseline	228.14	226.577
229.299	2.508	famous_faces_baseline	1	right	0.813	famous_faces_baseline	231.779	230.112
232.626	2.507	recently_learned_faces_baseline	1	left	1.303	recently_learned_faces_baseline	235.116	233.929
236.32	2.508	recently_learned_faces_baseline	1	right	0.937	recently_learned_faces_baseline	238.805	237.257
239.714	2.507	recently_learned_faces_false_combination	0	left	1.084	recently_learned_faces	242.193	240.798
245.247	2.507	recently_learned_faces_baseline	1	right	1.101	recently_learned_faces_baseline	247.733	246.348
248.891	2.508	famous_faces_correct_combination	1	left	0.906	famous_faces	251.372	249.797
252.268	2.507	famous_faces_correct_combination	1	left	1.065	famous_faces	254.759	253.333
255.812	2.507	famous_faces_baseline	1	right	0.717	famous_faces_baseline	258.298	256.529
259.406	2.507	recently_learned_faces_correct_combination	1	left	1.696	recently_learned_faces	261.887	261.102
262.682	2.508	recently_learned_faces_correct_combination	1	left	0.833	recently_learned_faces	265.174	263.515
266.226	2.508	famous_faces_correct_combination	1	left	0.836	famous_faces	268.712	267.062
269.77	2.508	famous_faces_false_combination	1	right	1.033	famous_faces	272.251	270.803
273.347	2.525	famous_faces_correct_combination	1	left	1.275	famous_faces	275.84	274.622
276.791	2.507	famous_faces_baseline	1	left	1.299	famous_faces_baseline	279.278	278.09
280.184	2.508	recently_learned_faces_correct_combination	1	left	0.897	recently_learned_faces	282.665	281.081
283.611	2.508	famous_faces_false_combination	1	right	0.887	famous_faces	286.103	284.498
287.205	2.508	recently_learned_faces_correct_combination	0	right	1.461	recently_learned_faces	289.692	288.666
292.789	2.524	recently_learned_faces_correct_combination	1	left	0.796	recently_learned_faces	295.281	293.585
296.232	2.508	famous_faces_false_combination	0	NA	NA	famous_faces	298.719	NA
299.826	2.508	famous_faces_false_combination	1	right	1.16	famous_faces	302.308	300.986
303.404	2.524	recently_learned_faces_baseline	1	right	1.268	recently_learned_faces_baseline	305.897	304.672
306.847	2.508	famous_faces_correct_combination	1	left	0.922	famous_faces	309.335	307.769
310.191	2.507	recently_learned_faces_baseline	1	left	1.343	recently_learned_faces_baseline	312.672	311.534
313.868	2.508	famous_faces_correct_combination	1	left	0.869	famous_faces	316.361	314.737
317.312	2.507	recently_learned_faces_correct_combination	1	left	0.826	recently_learned_faces	319.799	318.138
320.755	2.508	recently_learned_faces_false_combination	1	right	0.97	recently_learned_faces	323.237	321.725
324.182	2.524	recently_learned_faces_false_combination	0	NA	NA	recently_learned_faces	326.675	NA
327.776	2.508	recently_learned_faces_correct_combination	1	left	1.11	recently_learned_faces	330.264	328.886
331.17	2.507	recently_learned_faces_baseline	1	right	0.91	recently_learned_faces_baseline	333.651	332.08
334.597	2.507	famous_faces_correct_combination	1	left	1.078	famous_faces	337.089	335.675
340.297	2.507	recently_learned_faces_baseline	1	left	1.567	recently_learned_faces_baseline	342.78	341.864
343.874	2.524	recently_learned_faces_baseline	1	right	1.137	recently_learned_faces_baseline	346.369	345.011
347.418	2.508	famous_faces_false_combination	1	right	1.626	famous_faces	349.907	349.044
350.812	2.507	recently_learned_faces_correct_combination	1	left	0.813	recently_learned_faces	353.295	351.625
354.188	2.525	famous_faces_false_combination	1	right	1.011	famous_faces	356.683	355.199
357.782	2.508	recently_learned_faces_baseline	1	right	0.955	recently_learned_faces_baseline	360.272	358.737
361.176	2.507	recently_learned_faces_baseline	1	left	1.254	recently_learned_faces_baseline	363.66	362.43
364.82	2.508	recently_learned_faces_false_combination	1	right	1.161	recently_learned_faces	367.299	365.981
368.197	2.507	famous_faces_false_combination	1	right	0.89	famous_faces	370.686	369.087
371.841	2.507	famous_faces_correct_combination	1	left	1.658	famous_faces	374.325	373.499
