onset	duration	trial_type	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.358	0.201	Contingent	NA	NA	10.54	NA
11.445	2.808	Contingent	left	2.511	14.231	13.956
14.788	2.808	Contingent	left	2.321	17.57	17.109
18.332	2.792	Contingent	right	1.911	21.111	20.243
21.859	2.808	Contingent	left	1.879	24.652	23.738
25.253	2.808	NonContingent	left	2.453	28.041	27.706
28.696	2.809	Contingent	NA	NA	31.481	NA
32.39	2.792	Contingent	left	2.781	35.172	35.171
35.767	2.809	Contingent	left	0.92	38.562	36.687
39.311	2.808	NonContingent	right	2.233	42.103	41.544
42.855	2.808	Contingent	left	1.638	45.643	44.493
46.248	2.809	NonContingent	right	1.748	49.033	47.996
49.692	2.792	NonContingent	NA	NA	52.473	NA
55.259	2.791	NonContingent	right	1.856	58.039	57.115
58.836	2.808	Contingent	left	1.469	61.63	60.305
62.28	2.808	NonContingent	left	1.847	65.07	64.127
65.924	2.808	NonContingent	right	1.494	68.711	67.418
69.367	2.809	Contingent	right	2.28	72.151	71.647
72.811	2.792	Contingent	left	1.627	75.591	74.438
76.188	2.808	Contingent	left	1.056	78.981	77.244
79.882	2.808	NonContingent	left	2.217	82.672	82.099
83.225	2.809	Contingent	right	1.95	86.011	85.175
86.819	2.809	NonContingent	left	2.035	89.602	88.854
90.196	2.809	Contingent	right	1.846	92.991	92.042
93.79	2.809	Contingent	left	1.538	96.582	95.328
97.334	2.808	Contingent	right	1.897	100.122	99.231
102.917	2.642	Contingent	right	1.676	105.538	104.593
106.344	2.809	Contingent	left	1.393	109.129	107.737
109.788	2.792	NonContingent	right	1.998	112.569	111.786
113.415	2.809	NonContingent	NA	NA	116.21	NA
116.859	2.808	NonContingent	left	2.509	119.65	119.368
120.303	2.808	NonContingent	right	1.741	123.09	122.044
123.846	2.809	Contingent	NA	NA	126.631	NA
127.19	2.791	Contingent	right	2.061	129.97	129.251
130.717	2.808	Contingent	left	0.981	133.51	131.698
134.361	2.808	NonContingent	right	1.637	137.151	135.998
137.704	2.809	Contingent	left	2.19	140.49	139.894
141.248	2.809	Contingent	left	1.056	144.031	142.304
144.642	2.791	NonContingent	right	1.61	147.421	146.252
150.442	2.809	Contingent	left	0.962	153.237	151.404
153.736	2.808	NonContingent	right	1.263	156.526	154.999
157.279	2.809	Contingent	right	2.092	160.066	159.371
160.823	2.809	NonContingent	left	2.58	163.607	163.403
164.367	2.792	NonContingent	NA	NA	167.148	NA
