onset	duration	trial_type	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
8.99	1.722	Contingent	NA	NA	10.691	NA
11.247	2.808	Contingent	left	1.318	14.03	12.565
14.79	2.792	Contingent	left	0.934	17.57	15.724
18.318	2.808	Contingent	left	0.824	21.111	19.142
21.912	2.808	Contingent	left	1.414	24.702	23.326
25.305	2.809	NonContingent	right	1.191	28.092	26.496
28.849	2.808	Contingent	left	0.94	31.633	29.789
32.192	2.792	Contingent	right	1.559	34.972	33.751
35.719	2.809	Contingent	right	0.979	38.512	36.698
39.364	2.808	NonContingent	left	1.779	42.153	41.143
42.757	2.808	Contingent	left	0.941	45.543	43.698
46.351	2.808	NonContingent	right	1.404	49.134	47.755
49.795	2.791	NonContingent	left	2.01	52.574	51.805
55.395	2.808	NonContingent	right	1.51	58.189	56.905
58.738	2.808	Contingent	left	1.177	61.528	59.915
62.282	2.808	NonContingent	right	1.754	65.068	64.036
65.926	2.808	NonContingent	left	1.124	68.709	67.05
69.32	2.791	Contingent	right	2.049	72.099	71.369
72.847	2.808	Contingent	left	1.357	75.64	74.204
76.29	2.809	Contingent	left	0.706	79.08	76.996
79.684	2.808	NonContingent	right	2.207	82.47	81.891
83.378	2.808	Contingent	right	1.713	86.161	85.091
86.705	2.808	NonContingent	right	1.662	89.5	88.367
90.249	2.808	Contingent	right	1.039	93.041	91.288
93.792	2.809	Contingent	left	0.841	96.582	94.633
97.336	2.809	Contingent	right	1.708	100.122	99.044
102.752	2.809	Contingent	left	0.978	105.537	103.73
106.397	2.791	Contingent	left	0.66	109.178	107.057
109.824	2.808	NonContingent	left	1.974	112.618	111.798
113.267	2.808	NonContingent	right	0.937	116.058	114.204
116.911	2.809	NonContingent	right	1.246	119.699	118.157
120.355	2.808	NonContingent	right	1.764	123.139	122.119
123.899	2.791	Contingent	left	0.808	126.679	124.707
127.275	2.809	Contingent	right	1.117	130.069	128.392
130.719	2.808	Contingent	left	0.724	133.509	131.443
134.163	2.808	NonContingent	right	1.098	136.949	135.261
137.707	2.808	Contingent	left	1.565	140.489	139.272
141.301	2.791	Contingent	left	0.664	144.08	141.965
144.627	2.809	NonContingent	right	1.415	147.419	146.042
150.344	2.809	Contingent	left	0.668	153.136	151.012
153.738	2.808	NonContingent	right	0.919	156.526	154.657
157.282	2.808	Contingent	right	1.112	160.066	158.394
160.926	2.791	NonContingent	right	1.138	163.707	162.064
164.353	2.808	NonContingent	right	1.087	167.147	165.44
167.746	2.808	NonContingent	right	1.255	170.536	169.001
171.19	2.808	NonContingent	right	0.822	173.976	172.012
174.784	2.808	NonContingent	right	2.246	177.567	177.03
178.378	2.808	Contingent	left	0.701	181.158	179.079
181.805	2.808	NonContingent	right	0.855	184.598	182.66
185.148	2.808	Contingent	left	0.699	187.937	185.847
188.842	2.809	Contingent	right	1.516	191.628	190.358
192.286	2.808	NonContingent	left	2.066	195.068	194.352
197.852	2.809	Contingent	right	1.013	200.635	198.865
201.396	2.792	NonContingent	right	1.399	204.176	202.795
204.923	2.809	NonContingent	right	1.251	207.716	206.174
208.217	2.808	NonContingent	right	1.286	211.005	209.503
211.76	2.809	NonContingent	right	1.771	214.545	213.531
215.354	2.809	NonContingent	left	1.811	218.136	217.165
218.882	2.808	NonContingent	left	1.486	221.676	220.368
222.225	2.808	NonContingent	right	0.888	225.015	223.113
225.669	2.808	NonContingent	right	1.17	228.455	226.839
229.263	2.808	Contingent	left	1.223	232.046	230.486
232.806	2.809	Contingent	left	0.676	235.587	233.482
236.233	2.809	Contingent	left	0.88	239.027	237.113
239.627	2.808	Contingent	left	0.812	242.417	240.439
245.243	2.809	NonContingent	right	0.9	248.033	246.143
248.787	2.809	NonContingent	right	1.018	251.573	249.805
252.432	2.808	Contingent	left	0.792	255.214	253.224
255.808	2.809	NonContingent	right	0.776	258.604	256.584
259.352	2.809	NonContingent	right	0.946	262.145	260.298
262.896	2.808	Contingent	right	0.774	265.685	263.67
266.189	2.809	Contingent	left	0.831	268.974	267.02
269.783	2.809	NonContingent	right	1.097	272.565	270.88
273.31	2.809	Contingent	left	0.848	276.106	274.158
276.704	2.808	NonContingent	right	0.899	279.495	277.603
280.248	2.808	NonContingent	right	0.902	283.036	281.15
283.842	2.808	NonContingent	right	1.144	286.627	284.986
287.285	2.809	Contingent	left	0.698	290.067	287.983
292.752	2.791	NonContingent	right	0.95	295.531	293.702
296.329	2.808	NonContingent	right	0.88	299.122	297.209
299.923	2.808	NonContingent	right	0.983	302.713	300.906
303.266	2.809	Contingent	right	1.454	306.052	304.72
306.86	2.809	NonContingent	right	1.209	309.643	308.069
310.237	2.808	NonContingent	right	0.829	313.032	311.066
313.781	2.808	Contingent	right	0.883	316.573	314.664
317.325	2.808	NonContingent	right	1.587	320.114	318.912
320.869	2.808	Contingent	right	0.87	323.654	321.739
324.162	2.791	Contingent	right	0.747	326.943	324.909
327.839	2.809	Contingent	right	0.957	330.634	328.796
331.133	2.808	Contingent	left	0.74	333.923	331.873
334.676	2.809	NonContingent	right	0.939	337.463	335.615
340.394	2.808	NonContingent	left	1.592	343.181	341.986
343.787	2.808	Contingent	left	0.658	346.57	344.445
347.231	2.791	NonContingent	right	0.849	350.01	348.08
350.808	2.808	Contingent	left	0.731	353.601	351.539
354.402	2.808	Contingent	left	0.684	357.192	355.086
357.795	2.809	Contingent	left	0.648	360.582	358.443
361.239	2.808	Contingent	left	0.586	364.022	361.825
364.883	2.808	Contingent	left	0.47	367.663	365.353
368.31	2.808	Contingent	right	0.812	371.103	369.122
371.653	2.809	Contingent	left	0.638	374.442	372.291
375.297	2.809	NonContingent	right	1.473	378.083	376.77
378.641	2.791	NonContingent	right	0.775	381.422	379.416
382.168	2.808	Contingent	right	0.883	384.962	383.051
387.835	2.808	NonContingent	right	0.939	390.629	388.774
391.379	2.808	Contingent	left	0.759	394.17	392.138
394.772	2.808	NonContingent	right	0.888	397.559	395.66
398.216	2.808	Contingent	left	0.665	400.999	398.881
401.91	2.792	NonContingent	right	1.13	404.69	403.04
405.337	2.808	NonContingent	right	1.04	408.13	406.377
408.68	2.809	Contingent	left	0.712	411.469	409.392
412.375	2.808	NonContingent	right	0.762	415.16	413.137
415.718	2.791	Contingent	left	0.633	418.499	416.351
419.245	2.808	Contingent	right	0.802	422.04	420.047
422.638	2.809	NonContingent	right	0.767	425.43	423.405
426.232	2.809	NonContingent	right	0.875	429.021	427.107
429.676	2.808	NonContingent	right	0.78	432.461	430.456
435.343	2.808	Contingent	right	0.717	438.128	436.06
438.787	2.791	NonContingent	right	1.063	441.568	439.85
442.414	2.808	NonContingent	right	0.767	445.209	443.181
445.858	2.808	Contingent	right	0.637	448.649	446.495
449.201	2.808	NonContingent	right	0.866	451.988	450.067
452.795	2.808	Contingent	left	0.662	455.579	453.457
456.238	2.792	NonContingent	right	1.121	459.019	457.359
459.816	2.808	Contingent	left	0.663	462.61	460.479
463.159	2.808	NonContingent	right	0.874	465.949	464.033
466.853	2.809	NonContingent	right	1.313	469.64	468.166
470.297	2.808	NonContingent	right	0.811	473.08	471.108
473.674	2.808	NonContingent	right	1.12	476.469	474.794
477.117	2.809	Contingent	left	0.774	479.909	477.891
482.935	2.808	Contingent	right	0.748	485.726	483.683
486.328	2.808	Contingent	left	0.699	489.116	487.027
489.872	2.808	Contingent	right	0.76	492.657	490.632
493.215	2.809	NonContingent	right	1.025	495.996	494.24
496.742	2.809	NonContingent	right	1.121	499.536	497.863
500.286	2.809	NonContingent	right	1.357	503.077	501.643
503.83	2.809	NonContingent	right	0.923	506.618	504.753
507.174	2.808	Contingent	left	0.663	509.957	507.837
510.717	2.792	Contingent	right	0.825	513.497	511.542
514.345	2.808	Contingent	left	0.667	517.138	515.012
517.788	2.809	NonContingent	right	1.252	520.578	519.04
521.182	2.808	Contingent	right	0.833	523.967	522.015
524.726	2.808	Contingent	left	0.64	527.508	525.366
530.343	2.808	NonContingent	right	0.794	533.125	531.137
