onset	duration	trial_type	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
456.24	2.809	NonContingent	right	1.271	459.022	457.511
459.667	2.808	Contingent	left	0.737	462.462	460.404
463.261	2.809	NonContingent	right	1.589	466.053	464.85
466.805	2.808	NonContingent	right	1.265	469.594	468.07
470.199	2.808	NonContingent	left	1.048	472.983	471.247
473.793	2.808	NonContingent	left	1.231	476.574	475.024
477.32	2.808	Contingent	NA	NA	480.114	NA
482.937	2.808	Contingent	left	0.674	485.731	483.611
486.23	2.808	Contingent	left	0.708	489.02	486.938
489.824	2.808	Contingent	left	0.97	492.611	490.794
493.368	2.808	NonContingent	left	1.264	496.152	494.632
496.761	2.792	NonContingent	right	1.302	499.541	498.063
500.288	2.809	NonContingent	left	0.898	503.082	501.186
503.832	2.809	NonContingent	right	0.988	506.623	504.82
507.376	2.809	Contingent	left	0.622	510.163	507.998
510.72	2.808	Contingent	left	0.662	513.502	511.382
514.146	2.809	Contingent	left	0.755	516.942	514.901
517.841	2.808	NonContingent	left	1.247	520.633	519.088
521.184	2.808	Contingent	left	0.814	523.972	521.998
524.628	2.808	Contingent	left	0.641	527.412	525.269
530.244	2.809	NonContingent	right	1.537	533.029	531.781
