onset	duration	trial_type	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.61	0.016	Contingent	NA	NA	10.61	NA
11.445	2.809	Contingent	left	1.713	14.231	13.158
14.889	2.808	Contingent	left	1.29	17.671	16.179
18.266	2.808	Contingent	left	1.24	21.06	19.506
21.81	2.808	Contingent	right	1.462	24.601	23.272
25.253	2.809	NonContingent	left	1.694	28.041	26.947
28.697	2.808	Contingent	right	1.382	31.481	30.079
32.391	2.809	Contingent	right	1.663	35.172	34.054
35.818	2.809	Contingent	right	0.675	38.612	36.493
39.262	2.808	NonContingent	left	1.404	42.052	40.666
42.705	2.809	Contingent	right	1.022	45.492	43.727
46.35	2.808	NonContingent	left	1.984	49.133	48.334
49.793	2.792	NonContingent	right	1.444	52.573	51.237
55.31	2.791	NonContingent	right	1.443	58.089	56.753
58.837	2.808	Contingent	left	0.807	61.63	59.644
62.23	2.809	NonContingent	right	1.024	65.02	63.254
65.875	2.808	NonContingent	left	1.902	68.661	67.777
69.419	2.808	Contingent	left	1.485	72.201	70.904
72.845	2.809	Contingent	right	0.852	75.641	73.697
76.239	2.808	Contingent	left	0.707	79.03	76.946
79.683	2.808	NonContingent	right	2.106	82.47	81.789
83.377	2.808	Contingent	left	1.516	86.161	84.893
86.77	2.792	NonContingent	right	1.511	89.551	88.281
90.298	2.808	Contingent	left	1.597	93.092	91.895
93.691	2.808	Contingent	right	0.887	96.481	94.578
97.335	2.809	Contingent	left	1.305	100.122	98.64
102.902	2.808	Contingent	right	2.153	105.689	105.055
106.446	2.808	Contingent	left	0.704	109.229	107.15
109.789	2.792	NonContingent	right	1.964	112.568	111.753
113.316	2.809	NonContingent	left	2.224	116.109	115.54
116.71	2.808	NonContingent	left	1.794	119.499	118.504
120.254	2.808	NonContingent	left	1.165	123.039	121.419
123.798	2.808	Contingent	right	0.742	126.58	124.54
127.341	2.792	Contingent	left	1.126	130.121	128.467
130.869	2.808	Contingent	left	0.776	133.661	131.645
134.162	2.808	NonContingent	right	2.039	136.95	136.201
137.706	2.808	Contingent	left	1.279	140.49	138.985
141.35	2.792	Contingent	left	0.742	144.131	142.092
144.626	2.809	NonContingent	right	1.877	147.42	146.503
150.343	2.809	Contingent	left	0.671	153.138	151.014
153.787	2.808	NonContingent	right	1.067	156.578	154.854
157.431	2.809	Contingent	right	1.63	160.219	159.061
160.724	2.809	NonContingent	right	1.368	163.508	162.092
164.369	2.791	NonContingent	left	1.586	167.149	165.955
167.695	2.809	NonContingent	right	1.064	170.488	168.759
171.289	2.809	NonContingent	right	2.422	174.079	173.711
174.833	2.809	NonContingent	left	1.174	177.62	176.007
178.227	2.808	Contingent	right	0.919	181.009	179.146
181.871	2.808	NonContingent	left	1.401	184.65	183.272
185.198	2.808	Contingent	left	0.752	187.989	185.95
188.641	2.809	Contingent	left	1.219	191.429	189.86
192.336	2.808	NonContingent	right	1.486	195.12	193.822
197.802	2.808	Contingent	left	1.047	200.586	198.849
201.245	2.792	NonContingent	right	1.453	204.026	202.698
204.823	2.808	NonContingent	right	1.138	207.617	205.961
208.367	2.808	NonContingent	left	2.087	211.158	210.454
211.911	2.808	NonContingent	right	1.79	214.698	213.701
215.354	2.809	NonContingent	left	1.417	218.138	216.771
218.798	2.792	NonContingent	right	1.314	221.578	220.112
222.375	2.809	NonContingent	left	1.603	225.169	223.978
225.719	2.808	NonContingent	right	1.692	228.508	227.411
229.162	2.809	Contingent	left	0.993	231.948	230.155
232.706	2.808	Contingent	left	0.515	235.488	233.221
236.133	2.808	Contingent	right	1.14	238.928	237.273
239.727	2.808	Contingent	left	0.935	242.519	240.662
245.394	2.808	NonContingent	right	0.918	248.186	246.312
248.838	2.808	NonContingent	left	1.347	251.626	250.185
252.281	2.809	Contingent	left	1.146	255.066	253.427
255.925	2.809	NonContingent	left	1.576	258.707	257.501
259.202	2.808	NonContingent	left	1.225	261.996	260.427
262.846	2.808	Contingent	left	1.655	265.637	264.501
266.29	2.808	Contingent	left	0.785	269.077	267.075
269.884	2.808	NonContingent	right	1.65	272.668	271.534
273.227	2.792	Contingent	left	0.616	276.007	273.843
276.654	2.808	NonContingent	left	1.311	279.447	277.965
280.198	2.808	NonContingent	right	0.648	282.987	280.846
283.742	2.808	NonContingent	left	1.461	286.528	285.203
287.286	2.808	Contingent	right	0.922	290.069	288.208
292.852	2.809	NonContingent	right	1.334	295.635	294.186
296.246	2.791	NonContingent	right	1.143	299.025	297.389
299.773	2.808	NonContingent	left	1.06	302.565	300.833
303.367	2.808	Contingent	left	0.877	306.156	304.244
306.911	2.808	NonContingent	right	0.96	309.696	307.871
310.254	2.792	NonContingent	left	1.378	313.035	311.632
313.832	2.808	Contingent	left	1.724	316.626	315.556
317.175	2.808	NonContingent	right	0.957	319.965	318.132
320.769	2.808	Contingent	left	0.654	323.556	321.423
324.363	2.808	Contingent	left	0.949	327.147	325.312
327.706	2.792	Contingent	left	0.984	330.486	328.69
331.133	2.809	Contingent	right	1.533	333.926	332.666
334.778	2.808	NonContingent	left	1.458	337.567	336.236
340.244	2.808	NonContingent	left	0.936	343.033	341.18
343.788	2.808	Contingent	left	0.681	346.573	344.469
347.332	2.808	NonContingent	left	1.412	350.114	348.744
350.876	2.791	Contingent	right	1.183	353.655	352.059
354.403	2.808	Contingent	left	0.808	357.195	355.211
357.846	2.809	Contingent	left	0.889	360.635	358.735
361.19	2.808	Contingent	left	0.674	363.974	361.864
364.734	2.791	Contingent	left	0.555	367.514	365.289
368.261	2.808	Contingent	left	0.847	371.055	369.108
371.855	2.808	Contingent	right	0.745	374.646	372.6
375.298	2.809	NonContingent	left	1.343	378.086	376.641
378.642	2.808	NonContingent	right	1.497	381.425	380.139
382.186	2.791	Contingent	left	0.78	384.965	382.966
387.903	2.791	NonContingent	left	1.298	390.683	389.201
391.43	2.808	Contingent	left	0.685	394.223	392.115
394.823	2.809	NonContingent	left	0.977	397.613	395.8
398.267	2.808	Contingent	left	0.632	401.053	398.899
401.711	2.808	NonContingent	left	1.049	404.493	402.76
405.238	2.808	NonContingent	left	1.271	408.033	406.509
408.681	2.809	Contingent	left	0.704	411.473	409.385
412.326	2.808	NonContingent	right	0.938	415.114	413.264
415.87	2.808	Contingent	left	0.627	418.654	416.497
419.263	2.792	Contingent	left	0.891	422.044	420.154
422.69	2.808	NonContingent	right	0.919	425.484	423.609
426.284	2.808	NonContingent	left	1.039	429.075	427.323
429.828	2.808	NonContingent	left	1.597	432.615	431.425
435.395	2.808	Contingent	left	0.875	438.182	436.27
438.838	2.809	NonContingent	right	0.893	441.622	439.731
442.432	2.792	NonContingent	left	1.327	445.213	443.759
445.709	2.808	Contingent	left	0.706	448.502	446.415
449.253	2.808	NonContingent	right	1.18	452.042	450.433
452.897	2.808	Contingent	left	0.9	455.683	453.797
