onset	duration	trial_type	accuracy	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.937	1.789	Visual_Same	1	right	0.954	12.726	11.891
13.378	1.788	Visual_Same	1	right	0.782	15.166	14.16
15.768	1.789	Visual_Different	1	left	1.009	17.557	16.777
18.309	1.789	Visual_Same	1	right	1.548	20.098	19.857
20.7	1.788	Visual_Lure	1	left	0.766	22.488	21.466
28.439	1.789	Auditory_Same	0	NA	NA	30.228	NA
30.78	1.788	Auditory_Same	1	right	0.422	32.568	31.202
33.22	1.789	Auditory_Different	1	left	1.635	35.009	34.855
35.861	1.789	Auditory_Lure	0	right	1.314	37.65	37.175
38.285	1.789	Auditory_Lure	1	left	1.169	40.074	39.454
40.676	1.789	Auditory_Same	1	right	1.094	42.465	41.77
48.449	1.789	Visual_Lure	1	left	0.783	50.238	49.232
50.823	1.789	Visual_Same	1	right	0.69	52.612	51.513
53.213	1.789	Visual_Lure	1	left	0.714	55.002	53.927
55.754	1.789	Visual_Different	1	left	0.602	57.543	56.356
58.345	1.789	Visual_Different	1	left	0.794	60.134	59.139
60.886	1.789	Visual_Same	1	right	0.738	62.675	61.624
63.16	1.788	Visual_Same	1	right	0.837	64.948	63.997
70.849	1.789	Auditory_Different	1	left	0.914	72.638	71.763
73.374	1.788	Auditory_Same	1	right	1.198	75.162	74.572
75.915	1.788	Auditory_Lure	1	left	0.932	77.703	76.847
78.255	1.789	Auditory_Same	1	right	1.313	80.044	79.568
80.896	1.789	Auditory_Same	1	right	1.229	82.685	82.125
83.337	1.788	Auditory_Lure	1	left	1.167	85.125	84.504
85.761	1.788	Auditory_Lure	1	left	1.233	87.549	86.994
93.4	1.789	Visual_Different	1	left	0.578	95.189	93.978
95.774	1.789	Visual_Lure	1	left	0.869	97.563	96.643
98.315	1.788	Visual_Different	1	left	0.719	100.103	99.034
100.856	1.788	Visual_Same	1	right	0.805	102.644	101.661
103.196	1.789	Visual_Same	1	right	0.702	104.985	103.898
105.72	1.789	Visual_Lure	1	left	0.559	107.509	106.279
108.261	1.789	Visual_Lure	1	left	0.773	110.05	109.034
115.734	1.788	Auditory_Lure	1	left	0.89	117.522	116.624
118.274	1.789	Auditory_Different	1	left	1.519	120.063	119.793
120.916	1.788	Auditory_Lure	1	left	0.973	122.704	121.889
123.306	1.789	Auditory_Same	1	right	1.151	125.095	124.457
125.747	1.788	Auditory_Same	1	right	1.34	127.535	127.087
128.171	1.788	Auditory_Different	1	left	1.353	129.959	129.524
135.944	1.789	Visual_Same	1	right	0.663	137.733	136.607
138.384	1.789	Visual_Same	1	right	0.535	140.173	138.919
140.909	1.788	Visual_Lure	1	left	0.613	142.697	141.522
143.199	1.789	Visual_Different	1	left	0.707	144.988	143.906
145.74	1.789	Visual_Same	1	right	0.666	147.529	146.406
153.396	1.789	Auditory_Different	1	left	0.964	155.185	154.36
155.937	1.772	Auditory_Same	1	right	0.845	157.709	156.782
158.361	1.789	Auditory_Different	1	left	0.803	160.15	159.164
160.751	1.789	Auditory_Lure	1	left	0.959	162.54	161.71
163.192	1.789	Auditory_Lure	1	left	1.237	164.981	164.429
165.783	1.789	Auditory_Same	1	right	0.823	167.572	166.606
173.339	1.789	Visual_Same	1	right	0.685	175.128	174.024
175.78	1.788	Visual_Lure	1	left	0.54	177.568	176.32
178.371	1.788	Visual_Same	1	right	0.583	180.159	178.954
180.795	1.788	Visual_Different	1	left	0.522	182.583	181.317
183.185	1.789	Visual_Different	1	left	0.617	184.974	183.802
185.876	1.789	Visual_Lure	1	left	0.528	187.665	186.404
193.449	1.772	Auditory_Lure	1	left	1.107	195.221	194.556
195.773	1.788	Auditory_Lure	1	left	0.878	197.561	196.651
198.314	1.788	Auditory_Same	1	right	1.022	200.102	199.336
200.704	1.789	Auditory_Different	1	left	0.737	202.493	201.441
203.345	1.789	Auditory_Different	1	left	0.939	205.134	204.284
205.669	1.789	Auditory_Lure	1	left	1.026	207.458	206.695
213.241	1.789	Visual_Same	1	right	0.617	215.03	213.858
215.883	1.788	Visual_Different	1	left	0.507	217.671	216.39
218.307	1.788	Visual_Same	1	right	0.494	220.095	218.801
220.898	1.788	Visual_Lure	1	left	0.699	222.686	221.597
223.238	1.789	Visual_Lure	1	left	0.535	225.027	223.773
225.829	1.789	Visual_Different	1	left	0.497	227.618	226.326
228.27	1.788	Visual_Different	1	left	0.465	230.058	228.735
235.842	1.789	Auditory_Lure	1	left	0.799	237.631	236.641
238.433	1.789	Auditory_Lure	1	left	0.688	240.222	239.121
240.757	1.789	Auditory_Different	1	left	0.942	242.546	241.699
243.348	1.789	Auditory_Same	1	right	0.654	245.137	244.002
245.739	1.788	Auditory_Lure	1	left	0.643	247.527	246.382
253.445	1.789	Visual_Different	1	left	0.435	255.234	253.88
255.718	1.789	Visual_Different	1	left	0.45	257.507	256.168
258.259	1.789	Visual_Lure	1	left	0.769	260.048	259.028
260.7	1.789	Visual_Same	1	right	0.707	262.489	261.407
263.241	1.789	Visual_Same	0	left	1.088	265.03	264.329
265.882	1.789	Visual_Different	1	left	0.597	267.671	266.479
273.237	1.789	Auditory_Different	1	left	0.96	275.026	274.197
275.879	1.788	Auditory_Different	1	left	0.704	277.667	276.583
278.319	1.789	Auditory_Same	1	right	0.649	280.108	278.968
280.894	1.788	Auditory_Lure	1	left	0.734	282.682	281.628
283.184	1.788	Auditory_Different	1	left	0.765	284.972	283.949
290.89	1.789	Visual_Lure	1	left	0.359	292.679	291.249
293.331	1.788	Visual_Different	1	left	0.447	295.119	293.778
295.922	1.772	Visual_Same	1	right	0.771	297.694	296.693
298.296	1.788	Visual_Different	1	left	0.377	300.084	298.673
300.686	1.789	Visual_Different	1	left	0.423	302.475	301.109
303.227	1.789	Visual_Same	1	right	0.565	305.016	303.792
305.818	1.789	Visual_Same	1	right	0.992	307.607	306.81
313.34	1.789	Auditory_Same	1	right	0.934	315.129	314.274
315.881	1.789	Auditory_Lure	1	left	0.592	317.67	316.473
318.255	1.789	Auditory_Same	1	right	0.662	320.044	318.917
320.896	1.789	Auditory_Different	1	left	0.647	322.685	321.543
323.337	1.789	Auditory_Different	1	left	0.713	325.126	324.05
325.878	1.789	Auditory_Lure	1	left	0.935	327.667	326.813
333.434	1.788	Visual_Different	1	left	0.406	335.222	333.84
335.774	1.789	Visual_Different	1	left	0.488	337.563	336.262
338.315	1.789	Visual_Same	1	right	0.518	340.104	338.833
340.856	1.789	Visual_Lure	1	left	0.497	342.645	341.353
343.18	1.788	Visual_Different	1	left	0.37	344.968	343.55
350.786	1.788	Auditory_Lure	1	left	0.803	352.574	351.589
353.226	1.789	Auditory_Lure	1	left	0.604	355.015	353.83
355.817	1.789	Auditory_Same	1	right	0.637	357.606	356.454
