onset	duration	trial_type	accuracy	button	response_time	trial_type_less_granular	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.281	0.017	recently_learned_faces_baseline	0	NA	NA	recently_learned_faces_baseline	10.282	NA
11.284	2.525	recently_learned_faces_baseline	0	NA	NA	recently_learned_faces_baseline	13.777	NA
14.878	2.508	famous_faces_baseline	0	right	1.436	famous_faces_baseline	17.366	16.314
18.422	2.508	famous_faces_baseline	0	NA	NA	famous_faces_baseline	20.904	NA
21.799	2.524	famous_faces_false_combination	0	NA	NA	famous_faces	24.292	NA
25.343	2.508	famous_faces_correct_combination	1	left	1.239	famous_faces	27.831	26.582
28.887	2.507	recently_learned_faces_false_combination	0	NA	NA	recently_learned_faces	31.369	NA
32.214	2.507	recently_learned_faces_false_combination	0	left	1.447	recently_learned_faces	34.706	33.661
35.757	2.508	famous_faces_false_combination	0	NA	NA	famous_faces	38.245	NA
39.151	2.507	famous_faces_baseline	1	left	1.361	famous_faces_baseline	41.633	40.512
42.829	2.507	recently_learned_faces_baseline	1	left	1.172	recently_learned_faces_baseline	45.322	44.001
46.122	2.507	famous_faces_false_combination	0	left	1.9	famous_faces	48.609	48.022
49.716	2.507	famous_faces_baseline	1	right	2.434	famous_faces_baseline	52.198	52.15
55.249	2.508	famous_faces_baseline	1	right	1.639	famous_faces_baseline	57.738	56.888
58.943	2.508	recently_learned_faces_correct_combination	1	left	1.381	recently_learned_faces	61.427	60.324
62.387	2.508	recently_learned_faces_false_combination	1	right	1.99	recently_learned_faces	64.865	64.377
65.814	2.507	famous_faces_correct_combination	1	left	1.132	famous_faces	68.303	66.946
69.258	2.507	famous_faces_false_combination	0	left	1.195	famous_faces	71.741	70.453
72.684	2.525	recently_learned_faces_false_combination	0	left	2.073	recently_learned_faces	75.179	74.757
76.379	2.507	famous_faces_false_combination	1	right	1.387	famous_faces	78.868	77.766
79.722	2.508	recently_learned_faces_false_combination	1	right	1.671	recently_learned_faces	82.205	81.393
83.249	2.525	recently_learned_faces_false_combination	1	right	1.772	recently_learned_faces	85.744	85.021
86.793	2.508	famous_faces_baseline	1	right	1.309	famous_faces_baseline	89.283	88.102
90.237	2.507	famous_faces_baseline	1	right	1.289	famous_faces_baseline	92.721	91.526
93.781	2.507	famous_faces_false_combination	1	right	1.64	famous_faces	96.26	95.421
97.158	2.507	recently_learned_faces_false_combination	0	left	2.093	recently_learned_faces	99.647	99.251
102.958	2.508	recently_learned_faces_correct_combination	1	left	1.117	recently_learned_faces	105.438	104.075
106.385	2.508	famous_faces_correct_combination	1	left	1.128	famous_faces	108.876	107.513
109.779	2.507	recently_learned_faces_correct_combination	1	left	1.086	recently_learned_faces	112.263	110.865
113.222	2.508	recently_learned_faces_false_combination	1	right	1.475	recently_learned_faces	115.701	114.697
116.8	2.507	recently_learned_faces_correct_combination	0	right	2.422	recently_learned_faces	119.29	119.222
120.243	2.508	famous_faces_correct_combination	1	left	0.842	famous_faces	122.728	121.085
123.837	2.508	famous_faces_correct_combination	1	left	1.085	famous_faces	126.317	124.922
127.364	2.508	recently_learned_faces_correct_combination	1	left	1.416	recently_learned_faces	129.855	128.78
130.658	2.507	famous_faces_baseline	1	left	1.302	famous_faces_baseline	133.142	131.96
134.252	2.507	recently_learned_faces_baseline	1	right	1.816	recently_learned_faces_baseline	136.731	136.068
137.679	2.507	famous_faces_baseline	0	right	0.985	famous_faces_baseline	140.169	138.664
141.122	2.508	famous_faces_correct_combination	1	left	1.29	famous_faces	143.607	142.412
144.716	2.508	recently_learned_faces_correct_combination	1	left	1.383	recently_learned_faces	147.196	146.099
150.45	2.508	famous_faces_baseline	1	right	1.396	famous_faces_baseline	152.937	151.846
153.894	2.507	famous_faces_correct_combination	0	right	1.773	famous_faces	156.375	155.667
157.27	2.508	famous_faces_baseline	1	right	1.585	famous_faces_baseline	159.762	158.855
160.714	2.508	recently_learned_faces_correct_combination	0	right	2.089	recently_learned_faces	163.2	162.803
164.308	2.508	recently_learned_faces_baseline	1	left	1.342	recently_learned_faces_baseline	166.789	165.65
167.835	2.508	recently_learned_faces_correct_combination	1	left	1.001	recently_learned_faces	170.328	168.836
171.379	2.508	recently_learned_faces_correct_combination	1	left	2.081	recently_learned_faces	173.866	173.46
174.672	2.508	recently_learned_faces_correct_combination	1	left	0.972	recently_learned_faces	177.153	175.644
178.2	2.507	famous_faces_false_combination	1	right	1.476	famous_faces	180.691	179.676
181.743	2.508	recently_learned_faces_baseline	1	left	1.013	recently_learned_faces_baseline	184.23	182.756
185.137	2.507	famous_faces_false_combination	1	right	1.274	famous_faces	187.618	186.411
188.815	2.507	famous_faces_false_combination	1	right	1.327	famous_faces	191.307	190.142
192.258	2.508	famous_faces_baseline	1	right	1.202	famous_faces_baseline	194.745	193.46
197.741	2.524	recently_learned_faces_false_combination	1	right	1.849	recently_learned_faces	200.235	199.59
201.385	2.508	famous_faces_false_combination	1	right	1.609	famous_faces	203.874	202.994
204.779	2.507	recently_learned_faces_correct_combination	1	left	1.23	recently_learned_faces	207.261	206.009
208.406	2.525	famous_faces_false_combination	1	right	1.121	famous_faces	210.9	209.527
211.8	2.507	famous_faces_baseline	1	left	1.141	famous_faces_baseline	214.288	212.941
215.394	2.507	recently_learned_faces_false_combination	0	left	1.839	recently_learned_faces	217.877	217.233
218.821	2.524	recently_learned_faces_false_combination	0	left	1.217	recently_learned_faces	221.315	220.038
222.214	2.508	famous_faces_correct_combination	1	left	2.041	famous_faces	224.702	224.255
225.758	2.508	recently_learned_faces_baseline	1	right	1.212	recently_learned_faces_baseline	228.241	226.97
229.135	2.508	famous_faces_baseline	1	right	0.968	famous_faces_baseline	231.629	230.103
232.779	2.508	recently_learned_faces_baseline	0	right	1.217	recently_learned_faces_baseline	235.268	233.996
236.123	2.507	recently_learned_faces_baseline	1	right	2.259	recently_learned_faces_baseline	238.605	238.382
239.8	2.524	recently_learned_faces_false_combination	0	NA	NA	recently_learned_faces	242.294	NA
245.45	2.508	recently_learned_faces_baseline	1	right	1.373	recently_learned_faces_baseline	247.935	246.823
248.894	2.508	famous_faces_correct_combination	0	right	2.018	famous_faces	251.373	250.912
252.271	2.507	famous_faces_correct_combination	1	left	1.056	famous_faces	254.76	253.327
255.815	2.507	famous_faces_baseline	1	right	1.495	famous_faces_baseline	258.299	257.31
259.208	2.508	recently_learned_faces_correct_combination	1	left	1.461	recently_learned_faces	261.687	260.669
262.786	2.507	recently_learned_faces_correct_combination	0	NA	NA	recently_learned_faces	265.276	NA
266.329	2.508	famous_faces_correct_combination	1	left	0.922	famous_faces	268.815	267.251
269.723	2.507	famous_faces_false_combination	1	right	1.278	famous_faces	272.202	271.001
273.15	2.507	famous_faces_correct_combination	0	NA	NA	famous_faces	275.64	NA
276.844	2.508	famous_faces_baseline	0	right	1.697	famous_faces_baseline	279.329	278.541
280.238	2.507	recently_learned_faces_correct_combination	1	left	2.415	recently_learned_faces	282.717	282.653
283.815	2.507	famous_faces_false_combination	1	right	1.256	famous_faces	286.306	285.071
287.108	2.508	recently_learned_faces_correct_combination	1	left	1.058	recently_learned_faces	289.593	288.166
292.942	2.508	recently_learned_faces_correct_combination	1	left	1.699	recently_learned_faces	295.434	294.641
296.386	2.507	famous_faces_false_combination	1	right	1.416	famous_faces	298.872	297.802
299.829	2.508	famous_faces_false_combination	1	right	1.308	famous_faces	302.31	301.137
303.256	2.508	recently_learned_faces_baseline	1	right	1.585	recently_learned_faces_baseline	305.748	304.841
306.7	2.507	famous_faces_correct_combination	1	left	0.809	famous_faces	309.186	307.509
310.244	2.507	recently_learned_faces_baseline	1	left	0.968	recently_learned_faces_baseline	312.724	311.212
313.671	2.507	famous_faces_correct_combination	1	left	1.587	famous_faces	316.162	315.258
317.365	2.508	recently_learned_faces_correct_combination	0	NA	NA	recently_learned_faces	319.851	NA
320.759	2.507	recently_learned_faces_false_combination	0	left	0.971	recently_learned_faces	323.239	321.73
324.286	2.507	recently_learned_faces_false_combination	1	right	1.864	recently_learned_faces	326.778	326.15
327.83	2.507	recently_learned_faces_correct_combination	1	left	1.197	recently_learned_faces	330.316	329.027
331.123	2.507	recently_learned_faces_baseline	1	right	1.615	recently_learned_faces_baseline	333.603	332.738
334.7	2.508	famous_faces_correct_combination	1	left	0.865	famous_faces	337.192	335.565
340.25	2.508	recently_learned_faces_baseline	0	right	1.634	recently_learned_faces_baseline	342.731	341.884
343.878	2.507	recently_learned_faces_baseline	0	left	1.186	recently_learned_faces_baseline	346.37	345.064
347.321	2.508	famous_faces_false_combination	1	right	1.381	famous_faces	349.808	348.702
350.915	2.508	recently_learned_faces_correct_combination	1	left	1.713	recently_learned_faces	353.397	352.628
354.242	2.507	famous_faces_false_combination	1	right	1.453	famous_faces	356.734	355.695
357.886	2.508	recently_learned_faces_baseline	1	right	1.929	recently_learned_faces_baseline	360.373	359.815
361.179	2.508	recently_learned_faces_baseline	1	left	1.435	recently_learned_faces_baseline	363.66	362.614
364.707	2.507	recently_learned_faces_false_combination	1	right	2.007	recently_learned_faces	367.198	366.714
368.301	2.507	famous_faces_false_combination	1	right	1.297	famous_faces	370.787	369.598
371.744	2.508	famous_faces_correct_combination	1	left	1.069	famous_faces	374.225	372.813
375.121	2.508	famous_faces_false_combination	1	right	1.643	famous_faces	377.613	376.764
378.665	2.507	recently_learned_faces_baseline	1	right	1.606	recently_learned_faces_baseline	381.151	380.271
382.309	2.508	recently_learned_faces_false_combination	1	right	1.393	recently_learned_faces	384.79	383.702
387.842	2.508	recently_learned_faces_baseline	0	right	0.969	recently_learned_faces_baseline	390.332	388.811
391.436	2.508	famous_faces_false_combination	1	right	1.306	famous_faces	393.921	392.742
394.73	2.507	famous_faces_correct_combination	1	left	1.001	famous_faces	397.208	395.731
398.357	2.508	recently_learned_faces_baseline	1	right	1.169	recently_learned_faces_baseline	400.847	399.526
401.751	2.507	recently_learned_faces_correct_combination	1	left	1.282	recently_learned_faces	404.234	403.033
405.395	2.507	famous_faces_correct_combination	0	right	1.818	famous_faces	407.873	407.213
408.671	2.508	recently_learned_faces_false_combination	0	left	2.161	recently_learned_faces	411.16	410.832
412.265	2.508	famous_faces_correct_combination	1	left	0.818	famous_faces	414.749	413.083
415.709	2.507	famous_faces_false_combination	1	right	1.559	famous_faces	418.187	417.268
419.286	2.508	famous_faces_baseline	1	right	1.778	famous_faces_baseline	421.776	421.064
422.73	2.507	famous_faces_correct_combination	1	left	0.854	famous_faces	425.214	423.584
426.274	2.507	famous_faces_baseline	0	left	1.7	famous_faces_baseline	428.753	427.974
429.801	2.507	famous_faces_baseline	1	left	1.26	famous_faces_baseline	432.291	431.061
435.251	2.507	recently_learned_faces_baseline	1	left	0.901	recently_learned_faces_baseline	437.729	436.152
438.878	2.508	recently_learned_faces_false_combination	0	left	1.938	recently_learned_faces	441.368	440.816
442.272	2.507	recently_learned_faces_correct_combination	0	right	1.383	recently_learned_faces	444.755	443.655
445.916	2.507	recently_learned_faces_baseline	1	left	1.876	recently_learned_faces_baseline	448.394	447.792
449.292	2.508	recently_learned_faces_false_combination	0	left	2.145	recently_learned_faces	451.782	451.437
452.736	2.508	recently_learned_faces_baseline	1	left	1.843	recently_learned_faces_baseline	455.22	454.579
456.18	2.507	recently_learned_faces_baseline	1	left	1.583	recently_learned_faces_baseline	458.658	457.763
459.757	2.508	famous_faces_baseline	1	left	1.038	famous_faces_baseline	462.247	460.795
463.301	2.507	famous_faces_correct_combination	1	left	1.042	famous_faces	465.786	464.343
466.845	2.507	famous_faces_baseline	1	right	1.076	famous_faces_baseline	469.324	467.921
470.222	2.507	famous_faces_false_combination	1	right	1.911	famous_faces	472.712	472.133
473.615	2.508	famous_faces_false_combination	1	right	1.519	famous_faces	476.1	475.134
477.31	2.507	recently_learned_faces_baseline	1	left	1.016	recently_learned_faces_baseline	479.789	478.326
482.943	2.507	famous_faces_baseline	1	right	1.457	famous_faces_baseline	485.429	484.4
486.286	2.508	recently_learned_faces_correct_combination	1	left	1.218	recently_learned_faces	488.766	487.504
