"onset"	"trial_type"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
7.961	"Contingent"	NA	NA	2.808	10.741	NA
11.338	"Contingent"	"left"	2.14	2.808	14.131	13.478
14.882	"Contingent"	"left"	1.692	2.808	17.672	16.574
18.275	"Contingent"	"left"	1.294	2.809	21.061	19.569
21.719	"Contingent"	"left"	1.73	2.808	24.501	23.449
25.397	"NonContingent"	"left"	1.362	2.808	28.192	26.759
28.74	"Contingent"	"left"	1.229	2.808	31.531	29.969
32.334	"Contingent"	NA	NA	2.808	35.122	NA
35.778	"Contingent"	"right"	1.747	2.808	38.562	37.525
39.171	"NonContingent"	"left"	1.663	2.792	41.952	40.834
42.849	"Contingent"	"left"	1.312	2.808	45.643	44.161
46.142	"NonContingent"	"left"	0.995	2.808	48.932	47.137
49.686	"NonContingent"	"left"	1.669	2.808	52.472	51.355
55.353	"NonContingent"	"left"	1.531	2.808	58.14	56.884
58.747	"Contingent"	"left"	1.663	2.808	61.53	60.41
62.391	"NonContingent"	"right"	1.88	2.791	65.171	64.271
65.767	"NonContingent"	"right"	1.181	2.809	68.56	66.948
69.412	"Contingent"	"right"	1.925	2.808	72.201	71.337
72.705	"Contingent"	"left"	1.031	2.808	75.49	73.736
76.399	"Contingent"	"left"	1.145	2.809	79.181	77.544
79.726	"NonContingent"	"right"	2.645	2.808	82.52	82.371
83.32	"Contingent"	"right"	1.684	2.808	86.111	85.004
86.764	"NonContingent"	"right"	1.301	2.808	89.551	88.065
90.308	"Contingent"	"right"	2.399	2.808	93.092	92.707
93.651	"Contingent"	"left"	1.064	2.792	96.431	94.715
97.228	"Contingent"	"right"	1.56	2.809	100.022	98.788
102.845	"Contingent"	"left"	1.268	2.809	105.64	104.113
106.289	"Contingent"	"left"	0.869	2.808	109.08	107.158
109.883	"NonContingent"	"right"	1.016	2.808	112.671	110.899
113.226	"NonContingent"	"right"	1.407	2.809	116.01	114.633
116.921	"NonContingent"	"right"	1.176	2.791	119.701	118.097
120.247	"NonContingent"	"right"	1.177	2.809	123.04	121.424
123.791	"Contingent"	"left"	1.114	2.809	126.581	124.905
127.385	"Contingent"	"right"	1.276	2.809	130.172	128.661
130.679	"Contingent"	"left"	0.995	2.808	133.461	131.674
134.323	"NonContingent"	"right"	1.481	2.808	137.102	135.804
137.75	"Contingent"	"left"	2.019	2.808	140.542	139.769
141.294	"Contingent"	"left"	1.097	2.808	144.083	142.391
144.637	"NonContingent"	"right"	1.255	2.808	147.422	145.892
150.404	"Contingent"	"left"	0.874	2.809	153.189	151.278
153.848	"NonContingent"	"right"	1.237	2.792	156.629	155.085
157.425	"Contingent"	"right"	2.118	2.809	160.22	159.543
160.718	"NonContingent"	"right"	0.989	2.809	163.509	161.707
164.262	"NonContingent"	"right"	1.126	2.809	167.049	165.388
167.907	"NonContingent"	"right"	0.871	2.808	170.69	168.778
171.35	"NonContingent"	"right"	2.04	2.792	174.13	173.39
174.677	"NonContingent"	"left"	0.86	2.808	177.469	175.537
178.271	"Contingent"	"left"	1.06	2.808	181.06	179.331
181.715	"NonContingent"	"right"	1.303	2.808	184.5	183.018
185.359	"Contingent"	"left"	1.017	2.808	188.141	186.376
188.786	"Contingent"	"right"	2.045	2.808	191.581	190.831
192.129	"NonContingent"	"right"	1.203	2.809	194.92	193.332
197.896	"Contingent"	"right"	1.341	2.809	200.689	199.237
201.29	"NonContingent"	"right"	1.879	2.808	204.078	203.169
204.734	"NonContingent"	"right"	1.229	2.808	207.518	205.963
