"onset"	"trial_type"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
470.144	"NonContingent"	"right"	1.568	2.809	472.933	471.712
473.688	"NonContingent"	"left"	1.835	2.809	476.473	475.523
477.232	"Contingent"	"left"	0.975	2.792	480.014	478.207
482.799	"Contingent"	"right"	0.816	2.792	485.58	483.615
486.226	"Contingent"	"left"	0.748	2.808	489.02	486.974
489.82	"Contingent"	"right"	0.979	2.808	492.611	490.799
493.414	"NonContingent"	"right"	1.305	2.808	496.202	494.719
496.858	"NonContingent"	"left"	1.662	2.808	499.642	498.52
500.201	"NonContingent"	"left"	1.313	2.792	502.981	501.514
503.828	"NonContingent"	"right"	1.314	2.809	506.622	505.142
507.222	"Contingent"	"left"	0.8	2.808	510.011	508.022
510.766	"Contingent"	"right"	0.76	2.808	513.552	511.526
514.36	"Contingent"	"left"	0.758	2.808	517.143	515.118
517.803	"NonContingent"	"right"	1.353	2.792	520.583	519.156
521.13	"Contingent"	"right"	0.786	2.808	523.922	521.916
524.724	"Contingent"	"left"	0.731	2.809	527.513	525.455
530.291	"NonContingent"	"right"	1.162	2.808	533.079	531.453
