onset	duration	trial_type	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.541	0.016	Contingent	NA	NA	10.541	NA
11.343	2.808	Contingent	right	2.053	14.131	13.396
14.887	2.808	Contingent	left	2.164	17.672	17.051
18.431	2.808	Contingent	right	1.418	21.212	19.849
21.757	2.809	Contingent	left	1.713	24.551	23.47
25.201	2.808	NonContingent	left	2.159	27.991	27.36
28.745	2.808	Contingent	left	1.851	31.531	30.596
32.289	2.808	Contingent	left	1.434	35.072	33.723
35.833	2.791	Contingent	left	0.921	38.613	36.754
39.36	2.808	NonContingent	right	2.305	42.153	41.665
42.804	2.808	Contingent	NA	NA	45.593	NA
46.197	2.808	NonContingent	left	2.498	48.982	48.695
49.741	2.808	NonContingent	right	1.748	52.523	51.489
55.308	2.808	NonContingent	right	1.954	58.089	57.262
58.885	2.808	Contingent	left	2.38	61.68	61.265
62.429	2.808	NonContingent	left	1.711	65.22	64.14
65.722	2.808	NonContingent	right	2.113	68.509	67.835
69.316	2.808	Contingent	left	2.527	72.1	71.843
72.86	2.808	Contingent	left	1.47	75.641	74.33
76.187	2.808	Contingent	left	1.272	78.98	77.459
79.731	2.808	NonContingent	right	2.415	82.52	82.146
83.274	2.809	Contingent	left	1.604	86.061	84.878
86.868	2.809	NonContingent	right	1.575	89.652	88.443
90.212	2.792	Contingent	left	1.391	92.991	91.603
93.839	2.809	Contingent	left	1.323	96.632	95.162
97.233	2.808	Contingent	right	1.427	100.022	98.66
102.95	2.808	Contingent	NA	NA	105.739	NA
106.293	2.809	Contingent	left	1.355	109.078	107.648
109.837	2.808	NonContingent	left	2.181	112.619	112.018
113.364	2.809	NonContingent	left	1.569	116.16	114.933
116.708	2.808	NonContingent	left	2.358	119.499	119.066
120.402	2.808	NonContingent	left	1.488	123.19	121.89
123.695	2.809	Contingent	left	1.061	126.479	124.756
127.289	2.792	Contingent	right	2.5	130.07	129.789
130.816	2.809	Contingent	left	0.868	133.611	131.684
134.21	2.808	NonContingent	right	1.548	137	135.758
137.804	2.808	Contingent	left	1.338	140.591	139.142
141.348	2.808	Contingent	left	0.968	144.131	142.316
144.674	2.809	NonContingent	right	1.864	147.47	146.538
150.458	2.792	Contingent	left	0.779	153.238	151.237
153.785	2.808	NonContingent	left	1.496	156.577	155.281
157.379	2.808	Contingent	left	0.89	160.168	158.269
160.722	2.809	NonContingent	right	1.497	163.507	162.219
164.316	2.809	NonContingent	right	1.502	167.098	165.818
167.894	2.808	NonContingent	left	1.52	170.689	169.414
171.337	2.809	NonContingent	left	2.081	174.129	173.418
174.731	2.808	NonContingent	left	2.113	177.518	176.844
178.174	2.809	Contingent	left	0.948	180.958	179.122
181.769	2.791	NonContingent	left	1.427	184.549	183.196
185.195	2.809	Contingent	left	0.858	187.989	186.053
188.639	2.808	Contingent	left	1.807	191.429	190.446
192.333	2.809	NonContingent	left	1.128	195.12	193.461
197.85	2.808	Contingent	left	1.751	200.637	199.601
201.243	2.809	NonContingent	left	1.767	204.027	203.01
204.888	2.791	NonContingent	right	1.3	207.668	206.188
208.264	2.809	NonContingent	left	2.388	211.057	210.652
211.908	2.809	NonContingent	right	1.206	214.698	213.114
215.202	2.808	NonContingent	left	1.159	217.987	216.361
218.846	2.808	NonContingent	left	2.274	221.628	221.12
222.373	2.808	NonContingent	left	1.305	225.168	223.678
225.716	2.809	NonContingent	left	1.223	228.507	226.939
229.26	2.809	Contingent	left	1.152	232.048	230.412
232.654	2.808	Contingent	left	0.866	235.438	233.52
236.298	2.792	Contingent	left	1.453	239.079	237.751
239.675	2.808	Contingent	left	0.934	242.468	240.609
245.392	2.808	NonContingent	right	1.285	248.186	246.677
248.735	2.808	NonContingent	right	1.227	251.525	249.962
252.329	2.809	Contingent	left	1.034	255.116	253.363
255.923	2.809	NonContingent	left	1.114	258.707	257.037
259.267	2.791	NonContingent	left	1.603	262.046	260.87
262.794	2.808	Contingent	left	0.873	265.587	263.667
266.187	2.809	Contingent	left	0.853	268.977	267.04
269.882	2.808	NonContingent	left	2.046	272.668	271.928
273.225	2.808	Contingent	left	1.17	276.007	274.395
276.819	2.792	NonContingent	left	1.383	279.598	278.202
280.146	2.808	NonContingent	left	1.016	282.937	281.162
283.74	2.808	NonContingent	right	1.761	286.528	285.501
287.183	2.809	Contingent	left	0.799	289.968	287.982
292.95	2.809	NonContingent	right	1.43	295.735	294.38
296.344	2.792	NonContingent	right	1.718	299.125	298.062
299.721	2.808	NonContingent	left	1.053	302.515	300.774
303.265	2.808	Contingent	left	1.119	306.055	304.384
306.859	2.808	NonContingent	right	1.277	309.646	308.136
310.302	2.809	NonContingent	left	1.233	313.086	311.535
313.746	2.792	Contingent	left	0.894	316.526	314.64
317.173	2.808	NonContingent	left	1.375	319.966	318.548
320.817	2.808	Contingent	left	1.02	323.607	321.837
324.361	2.808	Contingent	left	0.764	327.147	325.125
327.704	2.809	Contingent	left	1.28	330.486	328.984
331.231	2.809	Contingent	left	0.854	334.027	332.085
334.825	2.809	NonContingent	left	1.271	337.618	336.096
340.292	2.808	NonContingent	left	0.889	343.083	341.181
343.836	2.808	Contingent	left	1.111	346.624	344.947
347.229	2.809	NonContingent	left	1.21	350.014	348.439
350.924	2.808	Contingent	left	0.852	353.705	351.776
354.35	2.809	Contingent	left	1.006	357.145	355.356
357.894	2.809	Contingent	left	0.815	360.685	358.709
361.338	2.808	Contingent	left	0.726	364.125	362.064
364.782	2.808	Contingent	left	0.635	367.565	365.417
368.225	2.792	Contingent	left	0.934	371.005	369.159
371.652	2.808	Contingent	left	0.85	374.445	372.502
375.346	2.809	NonContingent	left	1.309	378.136	376.655
378.64	2.808	NonContingent	left	1.105	381.425	379.745
382.183	2.809	Contingent	left	0.975	384.965	383.158
387.85	2.809	NonContingent	left	1.404	390.633	389.254
391.394	2.792	Contingent	left	1.129	394.174	392.523
394.771	2.808	NonContingent	right	1.486	397.563	396.257
398.215	2.808	Contingent	left	0.858	401.003	399.073
401.909	2.808	NonContingent	left	1.007	404.694	402.916
405.202	2.792	NonContingent	left	1.23	407.983	406.432
408.729	2.809	Contingent	left	0.988	411.523	409.717
412.323	2.809	NonContingent	left	1.137	415.114	413.46
415.867	2.809	Contingent	left	1.063	418.654	416.93
419.261	2.808	Contingent	left	0.944	422.044	420.205
422.805	2.791	NonContingent	right	0.931	425.585	423.736
426.182	2.808	NonContingent	left	1.468	428.974	427.65
429.725	2.809	NonContingent	left	0.875	432.515	430.6
435.476	2.775	Contingent	left	2.148	438.231	437.624
438.886	2.809	NonContingent	right	1.4	441.671	440.286
442.33	2.791	NonContingent	left	1.166	445.111	443.496
445.706	2.809	Contingent	left	0.85	448.501	446.556
449.25	2.809	NonContingent	left	1.776	452.041	451.026
452.895	2.808	Contingent	left	0.859	455.682	453.754
456.238	2.808	NonContingent	left	1.357	459.021	457.595
459.832	2.792	Contingent	left	0.769	462.612	460.601
463.159	2.808	NonContingent	left	1.94	465.951	465.099
466.753	2.808	NonContingent	right	1.024	469.542	467.777
470.146	2.808	NonContingent	left	1.063	472.932	471.209
473.69	2.808	NonContingent	left	1.661	476.472	475.351
477.217	2.809	Contingent	left	1.025	480.013	478.242
482.901	2.792	Contingent	left	0.874	485.681	483.775
486.227	2.809	Contingent	left	0.77	489.02	486.997
489.922	2.808	Contingent	left	0.996	492.711	490.918
493.315	2.809	NonContingent	left	1.224	496.101	494.539
496.759	2.808	NonContingent	left	1.409	499.541	498.168
500.186	2.808	NonContingent	left	1.461	502.981	501.647
503.88	2.809	NonContingent	right	0.97	506.672	504.85
507.324	2.808	Contingent	left	0.936	510.112	508.26
510.717	2.809	Contingent	left	1.514	513.501	512.231
514.261	2.809	Contingent	left	1.044	517.042	515.305
517.839	2.808	NonContingent	left	1.229	520.633	519.068
521.182	2.808	Contingent	left	0.847	523.972	522.029
524.776	2.808	Contingent	left	1.198	527.563	525.974
530.292	2.809	NonContingent	right	1.62	533.078	531.912
