onset	duration	trial_type	accuracy	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.952	1.789	Visual_Same	1	right	1.184	12.741	12.136
13.276	1.789	Visual_Same	1	right	1.562	15.065	14.838
15.716	1.789	Visual_Lure	1	left	1.506	17.505	17.222
18.307	1.789	Visual_Different	1	left	1.64	20.096	19.947
20.848	1.789	Visual_Same	1	right	1.367	22.637	22.215
28.438	1.788	Auditory_Same	1	right	1.105	30.226	29.543
30.828	1.789	Auditory_Same	1	right	1.28	32.617	32.108
33.219	1.788	Auditory_Different	1	left	1.332	35.007	34.551
35.76	1.788	Auditory_Lure	0	right	1.341	37.548	37.101
38.351	1.788	Auditory_Lure	0	right	1.424	40.139	39.775
40.875	1.788	Auditory_Same	1	right	1.39	42.663	42.265
48.447	1.789	Visual_Same	1	right	1.159	50.236	49.606
50.838	1.788	Visual_Same	1	right	1.686	52.626	52.524
53.212	1.788	Visual_Different	1	left	1.39	55	54.602
55.752	1.789	Visual_Same	1	right	1.482	57.541	57.234
58.343	1.789	Visual_Lure	1	left	1.66	60.132	60.003
65.849	1.789	Auditory_Same	1	right	1.728	67.638	67.577
68.373	1.789	Auditory_Different	1	left	1.068	70.162	69.441
70.714	1.788	Auditory_Same	1	right	1.151	72.502	71.865
73.255	1.788	Auditory_Lure	0	right	1.377	75.043	74.632
75.896	1.788	Auditory_Lure	1	left	1.133	77.684	77.029
78.286	1.772	Auditory_Different	1	left	1.657	80.058	79.943
80.66	1.789	Auditory_Different	1	left	1.583	82.449	82.243
88.35	1.772	Visual_Different	1	left	1.626	90.122	89.976
90.874	1.788	Visual_Same	0	left	1.526	92.662	92.4
93.264	1.789	Visual_Different	1	left	1.423	95.053	94.687
95.905	1.789	Visual_Lure	0	right	1.142	97.694	97.047
98.196	1.788	Visual_Lure	1	left	1.16	99.984	99.356
100.77	1.789	Visual_Same	0	left	1.776	102.559	102.546
108.393	1.788	Auditory_Lure	0	right	1.515	110.181	109.908
110.783	1.789	Auditory_Lure	0	right	1.168	112.572	111.951
113.408	1.788	Auditory_Same	1	right	1.064	115.196	114.472
115.698	1.788	Auditory_Lure	0	right	1.029	117.486	116.727
118.239	1.788	Auditory_Different	1	left	1.101	120.027	119.34
125.895	1.788	Visual_Same	1	right	1.115	127.683	127.01
128.218	1.789	Visual_Different	1	left	1.064	130.007	129.282
130.759	1.789	Visual_Same	1	right	1.158	132.548	131.917
133.4	1.789	Visual_Lure	1	left	1.299	135.189	134.699
135.791	1.789	Visual_Lure	1	left	1.259	137.58	137.05
138.332	1.788	Visual_Different	1	left	1.159	140.12	139.491
140.706	1.788	Visual_Different	1	left	1.382	142.494	142.088
148.395	1.789	Auditory_Different	1	left	1.26	150.184	149.655
150.819	1.789	Auditory_Same	1	right	1.051	152.608	151.87
153.26	1.788	Auditory_Different	1	left	1.047	155.048	154.307
155.851	1.788	Auditory_Lure	0	right	1.572	157.639	157.423
158.191	1.789	Auditory_Lure	1	left	1.683	159.98	159.874
160.782	1.789	Auditory_Same	1	right	1.015	162.571	161.797
168.438	1.789	Visual_Same	0	NA	NA	170.227	NA
170.728	1.789	Visual_Same	1	right	1.239	172.517	171.967
173.37	1.788	Visual_Different	1	left	0.626	175.158	173.996
175.743	1.789	Visual_Lure	1	left	1.131	177.532	176.874
178.184	1.789	Visual_Lure	1	left	1.423	179.973	179.607
180.875	1.789	Visual_Same	0	left	1.56	182.664	182.435
188.431	1.789	Auditory_Same	1	right	1.546	190.22	189.977
190.822	1.788	Auditory_Lure	0	right	1.381	192.61	192.203
193.262	1.789	Auditory_Same	1	right	1.488	195.051	194.75
195.853	1.789	Auditory_Different	1	left	1.032	197.642	196.885
198.194	1.788	Auditory_Different	1	left	1.152	199.982	199.346
200.868	1.789	Auditory_Lure	0	right	1.072	202.657	201.94
208.34	1.789	Visual_Different	0	right	1.309	210.129	209.649
210.881	1.789	Visual_Different	0	NA	NA	212.67	NA
213.322	1.772	Visual_Same	0	NA	NA	215.094	NA
215.746	1.789	Visual_Lure	0	NA	NA	217.535	NA
218.387	1.789	Visual_Different	0	right	1.072	220.176	219.459
225.742	1.789	Auditory_Lure	0	right	1.524	227.531	227.266
228.266	1.789	Auditory_Different	1	left	1.423	230.055	229.689
230.908	1.788	Auditory_Same	1	right	1.146	232.696	232.054
233.298	1.789	Auditory_Different	1	left	1.45	235.087	234.748
235.839	1.789	Auditory_Different	1	left	1.527	237.628	237.366
238.23	1.788	Auditory_Same	1	right	1.499	240.018	239.729
240.653	1.789	Auditory_Same	1	right	1.474	242.442	242.127
248.243	1.788	Visual_Same	1	right	1.164	250.031	249.407
250.867	1.789	Visual_Lure	1	left	0.9	252.656	251.767
253.308	1.788	Visual_Same	1	right	1.203	255.096	254.511
255.899	1.788	Visual_Different	1	left	1.007	257.687	256.906
258.189	1.789	Visual_Different	1	left	0.97	259.978	259.159
260.73	1.789	Visual_Lure	1	left	1.031	262.519	261.761
268.336	1.789	Auditory_Same	1	right	1.257	270.125	269.593
270.927	1.789	Auditory_Lure	1	left	1.189	272.716	272.116
273.367	1.789	Auditory_Different	1	left	1.258	275.156	274.625
275.791	1.789	Auditory_Lure	0	right	1.342	277.58	277.133
278.182	1.789	Auditory_Lure	0	NA	NA	279.971	NA
280.873	1.789	Auditory_Different	1	left	0.995	282.662	281.868
283.314	1.788	Auditory_Different	1	left	1.45	285.102	284.764
290.736	1.789	Visual_Lure	1	left	0.98	292.525	291.716
293.427	1.789	Visual_Different	1	left	0.889	295.216	294.316
295.818	1.772	Visual_Lure	0	right	1.048	297.59	296.866
298.242	1.788	Visual_Same	0	left	1.245	300.03	299.487
300.833	1.788	Visual_Same	0	left	1.082	302.621	301.915
303.374	1.788	Visual_Different	1	left	1.17	305.162	304.544
310.779	1.789	Auditory_Same	1	right	1.413	312.568	312.192
313.37	1.789	Auditory_Same	1	right	1.196	315.159	314.566
315.71	1.789	Auditory_Different	1	left	0.987	317.499	316.697
318.301	1.789	Auditory_Same	1	right	1.05	320.09	319.351
320.892	1.772	Auditory_Lure	1	left	1.438	322.664	322.33
328.231	1.789	Visual_Lure	1	left	0.941	330.02	329.172
330.822	1.789	Visual_Lure	1	left	1.284	332.611	332.106
333.363	1.789	Visual_Same	1	right	1.081	335.152	334.444
335.753	1.789	Visual_Different	1	left	0.946	337.542	336.699
338.328	1.788	Visual_Different	1	left	0.924	340.116	339.252
340.768	1.789	Visual_Lure	1	left	1.095	342.557	341.863
348.291	1.788	Auditory_Different	1	left	1.45	350.079	349.741
350.865	1.789	Auditory_Different	1	left	1.021	352.654	351.886
353.255	1.789	Auditory_Same	1	right	0.974	355.044	354.229
355.897	1.788	Auditory_Lure	0	right	1.448	357.685	357.345
358.187	1.789	Auditory_Different	1	left	1.003	359.976	359.19
365.927	1.788	Visual_Different	0	right	0.865	367.715	366.792
368.267	1.789	Visual_Lure	1	left	0.932	370.056	369.199
370.707	1.789	Visual_Different	1	left	1.256	372.496	371.963
373.349	1.788	Visual_Same	0	left	1.024	375.137	374.373
375.722	1.789	Visual_Same	1	right	1.167	377.511	376.889
378.364	1.788	Visual_Lure	1	left	1.406	380.152	379.77
380.754	1.789	Visual_Lure	0	right	1.243	382.543	381.997
388.327	1.788	Auditory_Different	1	left	1.466	390.115	389.793
390.868	1.788	Auditory_Different	0	right	0.982	392.656	391.85
393.258	1.789	Auditory_Lure	1	left	1.321	395.047	394.579
395.699	1.788	Auditory_Different	0	right	1.165	397.487	396.864
398.39	1.772	Auditory_Same	0	left	1.364	400.162	399.754
405.728	1.789	Visual_Lure	1	left	0.921	407.517	406.649
408.32	1.788	Visual_Lure	1	left	1.017	410.108	409.337
410.76	1.789	Visual_Different	1	left	1.192	412.549	411.952
413.351	1.789	Visual_Same	0	left	1.195	415.14	414.546
415.675	1.788	Visual_Lure	1	left	1.319	417.463	416.994
423.331	1.789	Auditory_Different	1	left	1.162	425.12	424.493
425.772	1.788	Auditory_Same	1	right	1.376	427.56	427.148
428.413	1.788	Auditory_Lure	1	left	1.25	430.201	429.663
430.786	1.789	Auditory_Same	1	right	1.622	432.575	432.408
433.327	1.789	Auditory_Same	1	right	1.291	435.116	434.618
435.668	1.788	Auditory_Lure	1	left	1.526	437.456	437.194
438.309	1.789	Auditory_Lure	1	left	1.13	440.098	439.439
445.932	1.788	Visual_Lure	1	left	1.645	447.72	447.577
448.222	1.788	Visual_Different	1	left	1.775	450.01	449.997
450.896	1.789	Visual_Same	1	right	1.337	452.685	452.233
453.337	1.789	Visual_Different	0	NA	NA	455.126	NA
455.778	1.788	Visual_Different	1	left	0.905	457.566	456.683
458.218	1.789	Visual_Same	1	right	1.078	460.007	459.296
460.809	1.789	Visual_Same	1	right	0.847	462.598	461.656
468.281	1.789	Auditory_Different	0	NA	NA	470.07	NA
470.923	1.788	Auditory_Lure	0	right	0.929	472.711	471.852
473.296	1.789	Auditory_Different	1	left	1.29	475.085	474.586
475.687	1.788	Auditory_Same	1	right	1.088	477.475	476.775
478.278	1.789	Auditory_Same	1	right	1.009	480.067	479.287
480.869	1.789	Auditory_Lure	1	left	1.503	482.658	482.372
483.159	1.789	Auditory_Lure	0	right	0.843	484.948	484.002
490.782	1.788	Visual_Different	1	left	0.683	492.57	491.465
493.323	1.788	Visual_Different	1	left	1.344	495.111	494.667
495.696	1.789	Visual_Lure	0	right	1.692	497.485	497.388
498.388	1.788	Visual_Same	0	left	0.889	500.176	499.277
500.778	1.789	Visual_Same	0	left	1.02	502.567	501.798
503.369	1.789	Visual_Different	0	NA	NA	505.158	NA
510.875	1.789	Auditory_Same	1	right	1.343	512.664	512.218
513.265	1.789	Auditory_Same	1	right	1.16	515.054	514.425
515.907	1.788	Auditory_Lure	1	left	0.966	517.695	516.873
518.197	1.788	Auditory_Different	0	right	1.069	519.985	519.266
520.721	1.789	Auditory_Same	1	right	1.212	522.51	521.933
528.277	1.789	Visual_Lure	1	left	1.21	530.066	529.487
