onset	duration	trial_type	accuracy	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.738	1.788	Visual_Different	0	right	1.68	12.526	12.418
13.329	1.788	Visual_Lure	1	left	1.538	15.117	14.867
15.769	1.789	Visual_Different	1	left	1.487	17.558	17.256
18.411	1.788	Visual_Same	1	right	1.181	20.199	19.592
20.851	1.789	Visual_Same	1	right	1.534	22.64	22.385
23.175	1.789	Visual_Lure	1	left	1.344	24.964	24.519
25.766	1.789	Visual_Lure	1	left	1.488	27.555	27.254
33.439	1.789	Auditory_Lure	1	left	1.691	35.228	35.13
35.779	1.789	Auditory_Lure	1	left	1.059	37.568	36.838
38.37	1.789	Auditory_Same	1	right	1.08	40.159	39.45
40.711	1.788	Auditory_Different	0	NA	NA	42.499	NA
43.302	1.772	Auditory_Different	0	right	0.304	45.074	43.606
45.876	1.789	Auditory_Lure	0	NA	NA	47.665	NA
53.449	1.789	Visual_Same	1	right	0.87	55.238	54.319
55.773	1.788	Visual_Lure	1	left	0.836	57.561	56.609
58.364	1.788	Visual_Different	1	left	1.458	60.152	59.822
60.804	1.789	Visual_Lure	1	left	1.117	62.593	61.921
63.245	1.789	Visual_Lure	1	left	1.123	65.034	64.368
65.886	1.789	Visual_Different	1	left	1.349	67.675	67.235
68.31	1.789	Visual_Different	0	NA	NA	70.099	NA
75.749	1.789	Auditory_Different	1	left	1.312	77.538	77.061
78.374	1.788	Auditory_Same	1	right	1.113	80.162	79.487
80.764	1.789	Auditory_Different	1	left	1.294	82.553	82.058
83.305	1.789	Auditory_Lure	1	left	1.15	85.094	84.455
85.846	1.789	Auditory_Lure	1	left	1.092	87.635	86.938
88.287	1.788	Auditory_Same	1	right	1.033	90.075	89.32
95.742	1.789	Visual_Different	1	left	1.14	97.531	96.882
98.434	1.788	Visual_Different	1	left	0.982	100.222	99.416
100.724	1.772	Visual_Lure	1	left	1.017	102.496	101.741
103.348	1.789	Visual_Same	1	right	0.924	105.137	104.272
105.789	1.789	Visual_Same	1	right	1.08	107.578	106.869
108.23	1.788	Visual_Different	1	left	1.294	110.018	109.524
115.786	1.788	Auditory_Lure	1	left	0.792	117.574	116.578
118.427	1.789	Auditory_Different	1	left	1.326	120.216	119.753
120.717	1.789	Auditory_Lure	1	left	1.251	122.506	121.968
123.308	1.789	Auditory_Same	1	right	1.116	125.097	124.424
125.849	1.789	Auditory_Same	1	right	0.818	127.638	126.667
128.173	1.788	Auditory_Different	1	left	1.284	129.961	129.457
135.846	1.788	Visual_Lure	1	left	0.749	137.634	136.595
138.236	1.789	Visual_Different	1	left	1.043	140.025	139.279
140.76	1.789	Visual_Same	1	right	1.045	142.549	141.805
143.402	1.788	Visual_Different	1	left	0.944	145.19	144.346
145.842	1.789	Visual_Different	1	left	1.157	147.631	146.999
148.283	1.789	Visual_Same	1	right	1.028	150.072	149.311
150.724	1.771	Visual_Same	1	right	1.118	152.495	151.842
158.296	1.789	Auditory_Same	1	right	1.052	160.085	159.348
160.921	1.788	Auditory_Same	1	right	1.072	162.709	161.993
163.361	1.789	Auditory_Lure	1	left	0.815	165.15	164.176
165.802	1.789	Auditory_Different	1	left	0.938	167.591	166.74
168.193	1.788	Auditory_Same	1	right	0.973	169.981	169.166
175.949	1.789	Visual_Lure	1	left	0.767	177.738	176.716
178.223	1.788	Visual_Lure	1	left	0.749	180.011	178.972
180.864	1.788	Visual_Different	1	left	0.749	182.652	181.613
183.254	1.789	Visual_Same	1	right	0.903	185.043	184.157
185.695	1.789	Visual_Lure	1	left	0.716	187.484	186.411
193.284	1.789	Auditory_Lure	1	left	1.059	195.073	194.343
195.926	1.788	Auditory_Same	1	right	1.064	197.714	196.99
