"onset"	"trial_type"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
10.265	"Contingent"	NA	NA	0.351	10.59	NA
11.235	"Contingent"	NA	NA	2.808	14.03	NA
14.879	"Contingent"	NA	NA	2.808	17.671	NA
18.323	"Contingent"	"left"	1.152	2.808	21.111	19.475
21.917	"Contingent"	"left"	2.401	2.808	24.702	24.318
25.21	"NonContingent"	"left"	1.73	2.792	27.991	26.94
28.737	"Contingent"	NA	NA	2.808	31.531	NA
32.281	"Contingent"	"left"	2.048	2.808	35.072	34.329
35.875	"Contingent"	"left"	1.2	2.808	38.663	37.075
39.319	"NonContingent"	"left"	2.464	2.808	42.103	41.783
42.863	"Contingent"	"right"	2.694	2.791	45.643	45.557
46.239	"NonContingent"	"left"	1.988	2.809	49.033	48.227
49.633	"NonContingent"	"left"	2.158	2.808	52.423	51.791
55.35	"NonContingent"	"right"	1.979	2.808	58.14	57.329
58.944	"Contingent"	"left"	1.434	2.808	61.731	60.378
62.237	"NonContingent"	"right"	2.005	2.809	65.02	64.242
65.764	"NonContingent"	NA	NA	2.809	68.56	NA
69.359	"Contingent"	"left"	1.982	2.808	72.151	71.341
72.902	"Contingent"	"right"	1.792	2.809	75.691	74.694
76.346	"Contingent"	"left"	1.12	2.808	79.131	77.466
79.79	"NonContingent"	"right"	2.409	2.808	82.571	82.199
83.166	"Contingent"	"left"	1.859	2.809	85.961	85.025
86.71	"NonContingent"	"left"	2.49	2.809	89.501	89.2
90.154	"Contingent"	"left"	2.058	2.808	92.941	92.212
93.848	"Contingent"	"right"	1.113	2.809	96.632	94.961
97.192	"Contingent"	"left"	1.478	2.791	99.971	98.67
102.859	"Contingent"	"left"	1.287	2.791	105.639	104.146
106.235	"Contingent"	"left"	1.187	2.809	109.029	107.422
109.93	"NonContingent"	"right"	1.78	2.808	112.72	111.71
113.273	"NonContingent"	"right"	1.303	2.809	116.059	114.576
116.867	"NonContingent"	"right"	1.518	2.809	119.65	118.385
120.311	"NonContingent"	"right"	1.642	2.792	123.09	121.953
123.738	"Contingent"	"right"	1.316	2.808	126.53	125.054
127.382	"Contingent"	"left"	0.845	2.808	130.171	128.227
130.826	"Contingent"	"left"	0.896	2.808	133.611	131.722
134.169	"NonContingent"	NA	NA	2.792	136.95	NA
137.797	"Contingent"	"right"	2.469	2.808	140.591	140.266
141.24	"Contingent"	"right"	1.534	2.809	144.031	142.774
144.834	"NonContingent"	"right"	1.552	2.809	147.622	146.386
150.301	"Contingent"	"left"	0.989	2.808	153.087	151.29
153.844	"NonContingent"	"right"	1.77	2.809	156.628	155.614
157.439	"Contingent"	"left"	2.043	2.808	160.219	159.482
160.866	"NonContingent"	"right"	1.463	2.808	163.659	162.329
164.209	"NonContingent"	"right"	1.349	2.808	166.998	165.558
167.753	"NonContingent"	"right"	1.766	2.808	170.538	169.519
171.347	"NonContingent"	"right"	1.481	2.808	174.129	172.828
174.874	"NonContingent"	"left"	1.935	2.808	177.669	176.809
178.167	"Contingent"	"right"	1.37	2.809	180.958	179.537
181.761	"NonContingent"	"right"	1.948	2.809	184.549	183.709
185.155	"Contingent"	"left"	1	2.808	187.939	186.155
188.799	"Contingent"	"left"	1.59	2.808	191.58	190.389
192.326	"NonContingent"	"left"	1.478	2.809	195.12	193.804
197.843	"Contingent"	"left"	0.954	2.808	200.637	198.797
201.387	"NonContingent"	"right"	1.858	2.808	204.178	203.245
204.78	"NonContingent"	"right"	1.287	2.809	207.567	206.067
208.424	"NonContingent"	"left"	1.777	2.809	211.208	210.201
211.718	"NonContingent"	"right"	1.815	2.791	214.497	213.533
215.395	"NonContingent"	"right"	0.972	2.809	218.188	216.367
218.839	"NonContingent"	"right"	1.841	2.808	221.628	220.68
222.232	"NonContingent"	"right"	1.716	2.809	225.017	223.948
225.776	"NonContingent"	"right"	1.713	2.809	228.558	227.489
229.153	"Contingent"	"right"	1.767	2.808	231.948	230.92
232.747	"Contingent"	"left"	1.117	2.808	235.539	233.864
236.191	"Contingent"	"right"	1.029	2.808	238.979	237.22
239.634	"Contingent"	"right"	1.11	2.809	242.419	240.744
245.351	"NonContingent"	"left"	1.783	2.809	248.137	247.134
248.946	"NonContingent"	"right"	2.094	2.808	251.728	251.04
252.372	"Contingent"	"left"	1.116	2.809	255.168	253.488
255.766	"NonContingent"	"right"	2.348	2.808	258.557	258.114
259.21	"NonContingent"	"right"	2.702	2.808	261.997	261.912
262.854	"Contingent"	"left"	1.591	2.808	265.638	264.445
