"onset"	"trial_type"	"accuracy"	"button"	"response_time"	"duration"	"trial_type_less_granular"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
8.25799999999998	"recently_learned_faces_baseline"	0	NA	NA	2.157	"recently_learned_faces_baseline"	10.39	NA
11.284	"recently_learned_faces_baseline"	0	NA	NA	2.524	"recently_learned_faces_baseline"	13.777	NA
14.828	"famous_faces_baseline"	0	NA	NA	2.524	"famous_faces_baseline"	17.316	NA
18.221	"famous_faces_baseline"	0	NA	NA	2.508	"famous_faces_baseline"	20.704	NA
21.899	"famous_faces_false_combination"	1	"right"	2.185	2.524	"famous_faces"	24.393	24.084
25.242	"famous_faces_correct_combination"	1	"left"	2.261	2.508	"famous_faces"	27.73	27.503
28.887	"recently_learned_faces_false_combination"	1	"right"	1.73	2.507	"recently_learned_faces"	31.369	30.617
32.263	"recently_learned_faces_false_combination"	0	"left"	2.466	2.525	"recently_learned_faces"	34.757	34.729
35.807	"famous_faces_false_combination"	1	"right"	1.683	2.508	"famous_faces"	38.296	37.49
39.151	"famous_faces_baseline"	0	"right"	2.024	2.507	"famous_faces_baseline"	41.633	41.175
42.778	"recently_learned_faces_baseline"	1	"left"	1.717	2.524	"recently_learned_faces_baseline"	45.272	44.495
46.222	"famous_faces_false_combination"	1	"right"	1.78	2.507	"famous_faces"	48.71	48.002
49.816	"famous_faces_baseline"	1	"right"	1.842	2.507	"famous_faces_baseline"	52.299	51.658
55.399	"famous_faces_baseline"	1	"right"	1.574	2.508	"famous_faces_baseline"	57.889	56.973
58.793	"recently_learned_faces_correct_combination"	0	"right"	2.182	2.507	"recently_learned_faces"	61.276	60.975
62.22	"recently_learned_faces_false_combination"	0	"left"	1.31	2.524	"recently_learned_faces"	64.714	63.53
65.914	"famous_faces_correct_combination"	0	"right"	1.296	2.507	"famous_faces"	68.403	67.21
69.307	"famous_faces_false_combination"	1	"right"	2.169	2.508	"famous_faces"	71.791	71.476
