onset	duration	trial_type	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.291	0.318	Contingent	NA	NA	10.59	NA
11.395	2.808	Contingent	left	1.109	14.181	12.504
14.838	2.809	Contingent	left	1.24	17.621	16.078
18.432	2.792	Contingent	left	1.17	21.212	19.602
21.709	2.808	Contingent	right	1.778	24.501	23.487
25.303	2.808	NonContingent	right	1.308	28.092	26.611
28.696	2.809	Contingent	right	1.17	31.482	29.866
32.34	2.809	Contingent	left	1.191	35.123	33.531
35.717	2.809	Contingent	left	0.738	38.512	36.455
39.361	2.809	NonContingent	left	1.435	42.153	40.796
42.655	2.808	Contingent	right	1.497	45.442	44.152
46.198	2.809	NonContingent	right	1.129	48.982	47.327
49.793	2.791	NonContingent	right	1.114	52.573	50.907
55.309	2.792	NonContingent	right	1.068	58.089	56.377
58.936	2.809	Contingent	left	1.044	61.73	59.98
62.33	2.808	NonContingent	right	1.189	65.12	63.519
65.874	2.808	NonContingent	left	1.237	68.661	67.111
69.217	2.808	Contingent	left	1.686	72	70.903
72.911	2.792	Contingent	right	1.48	75.691	74.391
76.238	2.808	Contingent	left	0.965	79.03	77.203
79.832	2.808	NonContingent	left	1.358	82.621	81.19
83.175	2.809	Contingent	left	1.089	85.96	84.264
86.769	2.809	NonContingent	right	1.243	89.551	88.012
90.146	2.809	Contingent	left	0.894	92.941	91.04
93.79	2.809	Contingent	right	0.899	96.582	94.689
97.184	2.808	Contingent	left	1.284	99.971	98.468
102.951	2.808	Contingent	left	1.007	105.738	103.958
106.244	2.809	Contingent	left	0.777	109.027	107.021
109.838	2.792	NonContingent	left	1.197	112.618	111.035
113.365	2.809	NonContingent	right	1.314	116.159	114.679
116.759	2.808	NonContingent	left	1.33	119.548	118.089
120.403	2.808	NonContingent	left	1.304	123.189	121.707
123.696	2.809	Contingent	right	1.114	126.478	124.81
127.274	2.808	Contingent	left	1.835	130.069	129.109
130.717	2.808	Contingent	left	0.889	133.509	131.606
134.311	2.809	NonContingent	right	1.65	137.1	135.961
137.855	2.808	Contingent	left	1.622	140.64	139.477
141.249	2.808	Contingent	left	1.245	144.03	142.494
144.776	2.808	NonContingent	left	1.464	147.571	146.24
150.443	2.808	Contingent	left	1.047	153.237	151.49
153.786	2.808	NonContingent	left	1.456	156.576	155.242
157.23	2.808	Contingent	right	1.81	160.016	159.04
160.874	2.808	NonContingent	right	1.267	163.657	162.141
164.317	2.792	NonContingent	left	1.099	167.097	165.416
167.694	2.808	NonContingent	right	1.327	170.487	169.021
171.338	2.809	NonContingent	left	1.494	174.128	172.832
174.882	2.809	NonContingent	right	2.024	177.668	176.906
178.276	2.808	Contingent	left	0.982	181.058	179.258
181.702	2.809	NonContingent	right	1.314	184.498	183.016
185.146	2.808	Contingent	left	0.985	187.938	186.131
188.84	2.809	Contingent	left	1.236	191.629	190.076
192.284	2.808	NonContingent	left	1.144	195.069	193.428
197.901	2.808	Contingent	left	1.292	200.686	199.193
201.344	2.809	NonContingent	right	0.87	204.126	202.214
204.922	2.808	NonContingent	right	1.281	207.717	206.203
208.215	2.808	NonContingent	right	1.551	211.006	209.766
211.759	2.808	NonContingent	left	1.153	214.546	212.912
215.403	2.808	NonContingent	left	1.111	218.187	216.514
218.696	2.792	NonContingent	left	1.285	221.476	219.981
222.273	2.809	NonContingent	left	1.746	225.067	224.019
225.817	2.809	NonContingent	left	1.26	228.608	227.077
229.211	2.808	Contingent	left	1.725	231.997	230.936
232.805	2.808	Contingent	left	0.771	235.588	233.576
236.131	2.809	Contingent	right	0.946	238.927	237.077
239.725	2.809	Contingent	left	1.12	242.518	240.845
245.292	2.808	NonContingent	left	1.739	248.084	247.031
248.836	2.808	NonContingent	right	1.104	251.625	249.94
252.38	2.808	Contingent	left	0.993	255.166	253.373
255.723	2.809	NonContingent	right	1.129	258.505	256.852
259.401	2.808	NonContingent	left	1.38	262.196	260.781
262.844	2.809	Contingent	left	0.809	265.636	263.653
266.238	2.808	Contingent	left	1.156	269.025	267.394
269.681	2.809	NonContingent	left	1.059	272.465	270.74
273.275	2.792	Contingent	left	0.999	276.056	274.274
276.853	2.808	NonContingent	left	1.033	279.647	277.886
280.196	2.808	NonContingent	right	1.533	282.986	281.729
283.84	2.809	NonContingent	right	1.085	286.627	284.925
287.234	2.808	Contingent	left	1.085	290.017	288.319
292.8	2.809	NonContingent	right	1.208	295.582	294.008
296.378	2.808	NonContingent	right	1.348	299.173	297.726
299.821	2.809	NonContingent	left	1.219	302.613	301.04
303.215	2.808	Contingent	left	1.72	306.003	304.935
306.909	2.808	NonContingent	left	1.73	309.694	308.639
310.202	2.792	NonContingent	left	1.444	312.983	311.646
313.83	2.808	Contingent	left	1.039	316.624	314.869
317.374	2.808	NonContingent	left	1.881	320.164	319.255
320.767	2.808	Contingent	left	0.782	323.554	321.549
324.211	2.808	Contingent	left	1.282	326.994	325.493
327.654	2.792	Contingent	left	1.108	330.434	328.762
331.282	2.808	Contingent	right	1.473	334.075	332.755
334.725	2.809	NonContingent	left	1.443	337.515	336.168
340.442	2.809	NonContingent	left	1.244	343.232	341.686
343.886	2.808	Contingent	left	1.867	346.672	345.753
347.33	2.808	NonContingent	left	1.179	350.112	348.509
350.757	2.808	Contingent	right	1.025	353.552	351.782
354.2	2.808	Contingent	left	1.315	356.992	355.515
357.844	2.809	Contingent	left	0.781	360.633	358.625
361.188	2.808	Contingent	left	0.81	363.972	361.998
364.882	2.792	Contingent	left	1.203	367.663	366.085
368.259	2.808	Contingent	left	1.268	371.053	369.527
371.702	2.809	Contingent	right	0.846	374.493	372.548
375.296	2.809	NonContingent	left	1.111	378.084	376.407
378.64	2.808	NonContingent	left	1.192	381.423	379.832
382.234	2.791	Contingent	left	0.866	385.014	383.1
387.901	2.791	NonContingent	left	1.651	390.681	389.552
391.227	2.809	Contingent	left	1.023	394.02	392.25
394.771	2.808	NonContingent	right	1.473	397.56	396.244
398.315	2.808	Contingent	left	0.773	401.101	399.088
401.909	2.808	NonContingent	left	1.033	404.692	402.942
405.236	2.808	NonContingent	left	1.462	408.031	406.698
408.83	2.808	Contingent	left	1.358	411.622	410.188
412.273	2.809	NonContingent	left	0.971	415.062	413.244
415.867	2.809	Contingent	left	1.124	418.653	416.991
419.16	2.809	Contingent	left	0.805	421.942	419.965
422.738	2.808	NonContingent	right	1.057	425.533	423.795
426.282	2.808	NonContingent	right	1.159	429.074	427.441
429.625	2.808	NonContingent	left	1.642	432.413	431.267
435.242	2.808	Contingent	left	0.814	438.029	436.056
438.886	2.808	NonContingent	left	1.029	441.67	439.915
442.43	2.791	NonContingent	left	1.258	445.21	443.688
445.807	2.808	Contingent	left	0.777	448.6	446.584
449.25	2.809	NonContingent	right	0.183	452.04	449.433
452.844	2.809	Contingent	left	0.658	455.631	453.502
456.238	2.808	NonContingent	left	1.137	459.02	457.375
459.665	2.808	Contingent	left	0.718	462.46	460.383
463.259	2.808	NonContingent	left	1.084	466.051	464.343
466.853	2.808	NonContingent	left	0.924	469.642	467.777
470.196	2.808	NonContingent	left	0.743	472.981	470.939
473.64	2.808	NonContingent	left	1.484	476.421	475.124
477.217	2.808	Contingent	left	1.223	480.012	478.44
482.834	2.808	Contingent	left	0.873	485.629	483.707
486.227	2.808	Contingent	left	1.058	489.019	487.285
489.871	2.809	Contingent	left	0.758	492.66	490.629
493.415	2.809	NonContingent	right	1.577	496.2	494.992
496.758	2.792	NonContingent	left	0.822	499.539	497.58
500.386	2.808	NonContingent	left	1.871	503.18	502.257
503.679	2.808	NonContingent	left	1.678	506.469	505.357
