onset	duration	trial_type	accuracy	button	response_time	trial_type_less_granular	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.227	0.084	recently_learned_faces_baseline	0	NA	NA	recently_learned_faces_baseline	10.289	NA
11.397	2.508	recently_learned_faces_baseline	1	right	1.719	recently_learned_faces_baseline	13.878	13.116
14.824	2.508	famous_faces_baseline	1	left	1.329	famous_faces_baseline	17.316	16.153
18.418	2.508	famous_faces_baseline	1	right	0.901	famous_faces_baseline	20.905	19.319
21.711	2.508	famous_faces_false_combination	1	right	1.678	famous_faces	24.192	23.389
25.289	2.507	famous_faces_correct_combination	1	left	0.945	famous_faces	27.781	26.234
28.833	2.507	recently_learned_faces_false_combination	1	right	1.357	recently_learned_faces	31.32	30.19
32.376	2.508	recently_learned_faces_false_combination	1	right	1.142	recently_learned_faces	34.858	33.518
35.653	2.507	famous_faces_false_combination	1	right	0.966	famous_faces	38.145	36.619
39.197	2.507	famous_faces_baseline	1	left	1.177	famous_faces_baseline	41.683	40.374
42.741	2.507	recently_learned_faces_baseline	1	left	0.714	recently_learned_faces_baseline	45.222	43.455
46.168	2.507	famous_faces_false_combination	1	right	1.103	famous_faces	48.66	47.271
49.812	2.507	famous_faces_baseline	1	right	1.736	famous_faces_baseline	52.299	51.548
55.245	2.507	famous_faces_baseline	1	right	0.819	famous_faces_baseline	57.738	56.064
58.889	2.507	recently_learned_faces_correct_combination	1	left	1.133	recently_learned_faces	61.377	60.022
62.433	2.507	recently_learned_faces_false_combination	1	right	1.446	recently_learned_faces	64.915	63.879
65.81	2.507	famous_faces_correct_combination	1	left	0.934	famous_faces	68.303	66.744
69.253	2.508	famous_faces_false_combination	1	right	0.736	famous_faces	71.741	69.989
72.797	2.508	recently_learned_faces_false_combination	1	right	1.208	recently_learned_faces	75.28	74.005
76.224	2.508	famous_faces_false_combination	1	right	1.813	famous_faces	78.718	78.037
79.818	2.508	recently_learned_faces_false_combination	1	right	1.238	recently_learned_faces	82.307	81.056
83.161	2.508	recently_learned_faces_false_combination	0	left	1.651	recently_learned_faces	85.644	84.812
86.839	2.508	famous_faces_baseline	1	right	1.398	famous_faces_baseline	89.333	88.237
90.182	2.508	famous_faces_baseline	1	right	1.205	famous_faces_baseline	92.67	91.387
93.626	2.507	famous_faces_false_combination	1	right	1.089	famous_faces	96.108	94.715
97.203	2.508	recently_learned_faces_false_combination	1	right	1.099	recently_learned_faces	99.697	98.302
102.803	2.508	recently_learned_faces_correct_combination	1	left	1.178	recently_learned_faces	105.287	103.981
106.23	2.524	famous_faces_correct_combination	1	left	1.03	famous_faces	108.725	107.26
109.925	2.507	recently_learned_faces_correct_combination	1	left	0.89	recently_learned_faces	112.414	110.815
113.368	2.508	recently_learned_faces_false_combination	1	right	1.235	recently_learned_faces	115.852	114.603
116.812	2.507	recently_learned_faces_correct_combination	1	left	0.948	recently_learned_faces	119.29	117.76
120.389	2.508	famous_faces_correct_combination	1	left	0.975	famous_faces	122.879	121.364
123.783	2.507	famous_faces_correct_combination	1	left	1.044	famous_faces	126.267	124.827
127.176	2.508	recently_learned_faces_correct_combination	1	left	0.898	recently_learned_faces	129.655	128.074
130.703	2.508	famous_faces_baseline	1	left	0.954	famous_faces_baseline	133.193	131.657
134.297	2.508	recently_learned_faces_baseline	1	right	0.876	recently_learned_faces_baseline	136.782	135.173
137.641	2.507	famous_faces_baseline	1	left	1.013	famous_faces_baseline	140.119	138.654
141.218	2.508	famous_faces_correct_combination	1	left	0.986	famous_faces	143.708	142.204
144.762	2.507	recently_learned_faces_correct_combination	1	left	1.074	recently_learned_faces	147.247	145.836
150.446	2.507	famous_faces_baseline	1	right	0.866	famous_faces_baseline	152.937	151.312
153.889	2.508	famous_faces_correct_combination	1	left	1.095	famous_faces	156.375	154.984
157.283	2.507	famous_faces_baseline	1	right	0.984	famous_faces_baseline	159.762	158.267
160.81	2.507	recently_learned_faces_correct_combination	1	left	0.916	recently_learned_faces	163.301	161.726
164.203	2.508	recently_learned_faces_baseline	1	left	0.824	recently_learned_faces_baseline	166.689	165.027
167.848	2.507	recently_learned_faces_correct_combination	1	left	0.815	recently_learned_faces	170.328	168.663
171.274	2.508	recently_learned_faces_correct_combination	1	left	0.821	recently_learned_faces	173.766	172.095
174.668	2.507	recently_learned_faces_correct_combination	1	left	0.984	recently_learned_faces	177.154	175.652
178.362	2.508	famous_faces_false_combination	1	right	0.958	famous_faces	180.843	179.32
181.689	2.507	recently_learned_faces_baseline	1	left	1.244	recently_learned_faces_baseline	184.18	182.933
185.283	2.507	famous_faces_false_combination	1	right	0.885	famous_faces	187.769	186.168
188.827	2.507	famous_faces_false_combination	1	right	0.96	famous_faces	191.307	189.787
192.153	2.508	famous_faces_baseline	1	right	1.166	famous_faces_baseline	194.644	193.319
197.753	2.508	recently_learned_faces_false_combination	1	right	1.026	recently_learned_faces	200.234	198.779
201.281	2.507	famous_faces_false_combination	1	right	1.292	famous_faces	203.772	202.573
204.825	2.507	recently_learned_faces_correct_combination	1	left	0.977	recently_learned_faces	207.311	205.802
208.369	2.507	famous_faces_false_combination	1	right	0.81	famous_faces	210.85	209.179
211.896	2.507	famous_faces_baseline	1	left	0.825	famous_faces_baseline	214.388	212.721
215.289	2.508	recently_learned_faces_false_combination	1	right	1.379	recently_learned_faces	217.776	216.668
218.883	2.508	recently_learned_faces_false_combination	1	right	1.165	recently_learned_faces	221.365	220.048
222.31	2.508	famous_faces_correct_combination	1	left	0.86	famous_faces	224.803	223.17
225.704	2.507	recently_learned_faces_baseline	1	right	0.886	recently_learned_faces_baseline	228.19	226.59
229.147	2.508	famous_faces_baseline	1	right	0.904	famous_faces_baseline	231.628	230.051
232.825	2.507	recently_learned_faces_baseline	1	left	0.827	recently_learned_faces_baseline	235.317	233.652
236.218	2.508	recently_learned_faces_baseline	1	right	0.831	recently_learned_faces_baseline	238.705	237.049
239.762	2.508	recently_learned_faces_false_combination	1	right	1.288	recently_learned_faces	242.244	241.05
245.295	2.508	recently_learned_faces_baseline	1	right	0.838	recently_learned_faces_baseline	247.783	246.133
248.889	2.508	famous_faces_correct_combination	1	left	0.855	famous_faces	251.372	249.744
252.216	2.508	famous_faces_correct_combination	1	left	1.475	famous_faces	254.709	253.691
