"onset"	"trial_type"	"accuracy"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
10.847	"Visual_Same"	1	"right"	0.897	1.789	12.636	11.744
13.237	"Visual_Same"	1	"right"	0.622	1.789	15.026	13.859
15.762	"Visual_Lure"	1	"left"	1.231	1.788	17.55	16.993
18.353	"Visual_Different"	1	"left"	0.945	1.789	20.142	19.298
20.894	"Visual_Same"	1	"right"	0.709	1.788	22.682	21.603
28.299	"Auditory_Lure"	0	"right"	1.702	1.789	30.088	30.001
30.84	"Auditory_Same"	1	"right"	0.96	1.789	32.629	31.8
33.415	"Auditory_Lure"	1	"left"	1.056	1.788	35.203	34.471
35.855	"Auditory_Different"	1	"left"	0.987	1.789	37.644	36.842
38.196	"Auditory_Different"	1	"left"	0.868	1.788	39.984	39.064
40.837	"Auditory_Same"	1	"right"	1.125	1.788	42.625	41.962
43.361	"Auditory_Same"	1	"right"	0.865	1.789	45.15	44.226
50.75	"Visual_Different"	1	"left"	0.705	1.788	52.538	51.455
53.374	"Visual_Lure"	1	"left"	1.525	1.789	55.163	54.899
55.915	"Visual_Different"	1	"left"	1.005	1.789	57.704	56.92
58.306	"Visual_Same"	1	"right"	0.797	1.788	60.094	59.103
60.746	"Visual_Same"	1	"right"	0.598	1.789	62.535	61.344
63.388	"Visual_Lure"	1	"left"	0.892	1.788	65.176	64.28
65.711	"Visual_Lure"	1	"left"	0.735	1.789	67.5	66.446
73.301	"Auditory_Same"	1	"right"	0.955	1.772	75.073	74.256
75.825	"Auditory_Same"	1	"right"	0.743	1.789	77.614	76.568
78.215	"Auditory_Different"	1	"left"	0.803	1.789	80.004	79.018
80.756	"Auditory_Lure"	0	"right"	0.691	1.789	82.545	81.447
83.297	"Auditory_Lure"	1	"left"	1.74	1.789	85.086	85.037
85.688	"Auditory_Same"	1	"right"	0.716	1.772	87.46	86.404
93.394	"Visual_Different"	1	"left"	0.853	1.789	95.183	94.247
95.734	"Visual_Same"	1	"right"	1.145	1.789	97.523	96.879
98.326	"Visual_Different"	1	"left"	0.644	1.771	100.097	98.97
100.699	"Visual_Lure"	1	"left"	0.947	1.789	102.488	101.646
103.391	"Visual_Lure"	1	"left"	1.497	1.788	105.179	104.888
105.781	"Visual_Same"	1	"right"	0.933	1.789	107.57	106.714
113.387	"Auditory_Same"	1	"right"	0.756	1.789	115.176	114.143
115.928	"Auditory_Different"	1	"left"	0.752	1.789	117.717	116.68
