"onset"	"trial_type"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
275.344	"NonContingent"	"right"	1.041	2.809	278.138	276.385
278.638	"NonContingent"	"right"	1.268	2.808	281.427	279.906
282.282	"Contingent"	"right"	0.854	2.808	285.068	283.136
287.748	"NonContingent"	"right"	1.225	2.809	290.534	288.973
291.342	"NonContingent"	"right"	1.198	2.809	294.125	292.54
294.886	"NonContingent"	"right"	1.417	2.792	297.666	296.303
298.263	"Contingent"	"right"	1.823	2.808	301.055	300.086
301.907	"NonContingent"	"right"	1.101	2.809	304.696	303.008
305.301	"NonContingent"	"right"	1.334	2.808	308.086	306.635
308.895	"Contingent"	"right"	0.944	2.808	311.677	309.839
312.171	"NonContingent"	"right"	1.022	2.809	314.966	313.193
315.715	"Contingent"	"right"	1.351	2.808	318.506	317.066
319.309	"Contingent"	"right"	0.839	2.808	322.097	320.148
322.853	"Contingent"	"left"	0.826	2.808	325.637	323.679
326.246	"Contingent"	"right"	0.808	2.792	329.027	327.054
329.774	"NonContingent"	"right"	1.286	2.808	332.568	331.06
335.24	"NonContingent"	"left"	1.418	2.808	338.033	336.658
338.934	"Contingent"	"left"	0.839	2.809	341.724	339.773
342.278	"NonContingent"	"right"	1.212	2.808	345.063	343.49
345.872	"Contingent"	"right"	0.794	2.808	348.654	346.666
349.299	"Contingent"	"left"	0.827	2.808	352.094	350.126
352.692	"Contingent"	"left"	0.761	2.808	355.484	353.453
356.236	"Contingent"	"left"	0.759	2.808	359.024	356.995
359.88	"Contingent"	"left"	0.837	2.809	362.665	360.717
363.274	"Contingent"	"right"	0.747	2.791	366.055	364.021
366.801	"Contingent"	"right"	0.786	2.808	369.596	367.587
370.144	"NonContingent"	"right"	1.056	2.809	372.935	371.2
373.688	"NonContingent"	"right"	1.192	2.808	376.475	374.88
377.282	"Contingent"	"right"	0.938	2.809	380.066	378.22
382.949	"NonContingent"	"left"	1.051	2.808	385.733	384
386.242	"Contingent"	"left"	0.874	2.792	389.022	387.116
389.82	"NonContingent"	"right"	1.097	2.808	392.613	390.917
393.363	"Contingent"	"left"	0.782	2.809	396.154	394.145
396.757	"NonContingent"	"right"	1.001	2.808	399.543	397.758
400.401	"NonContingent"	"left"	1.433	2.809	403.184	401.834
403.678	"Contingent"	"left"	0.893	2.808	406.473	404.571
407.222	"NonContingent"	"left"	1.536	2.808	410.013	408.758
410.765	"Contingent"	"left"	0.891	2.809	413.554	411.656
414.309	"Contingent"	"right"	1.035	2.809	417.095	415.344
417.653	"NonContingent"	"right"	1.097	2.808	420.434	418.75
421.33	"NonContingent"	"right"	1.117	2.809	424.125	422.447
424.674	"NonContingent"	"right"	1.346	2.808	427.464	426.02
430.24	"Contingent"	"right"	0.862	2.809	433.031	431.102
433.834	"NonContingent"	"left"	1.217	2.809	436.622	435.051
437.378	"NonContingent"	"right"	1.589	2.809	440.163	438.967
440.772	"Contingent"	"right"	0.739	2.791	443.552	441.511
444.399	"NonContingent"	"left"	1.73	2.809	447.193	446.129
447.843	"Contingent"	"left"	0.791	2.808	450.633	448.634
451.186	"NonContingent"	"left"	1.347	2.809	453.972	452.533
454.78	"Contingent"	"left"	0.803	2.809	457.563	455.583
458.374	"NonContingent"	"left"	0.863	2.792	461.154	459.237
461.701	"NonContingent"	"right"	0.959	2.808	464.493	462.66
465.144	"NonContingent"	"right"	1.568	2.809	467.933	466.712
468.688	"NonContingent"	"left"	1.835	2.809	471.473	470.523
472.232	"Contingent"	"left"	0.975	2.792	475.014	473.207
477.799	"Contingent"	"right"	0.816	2.792	480.58	478.615
481.226	"Contingent"	"left"	0.748	2.808	484.02	481.974
484.82	"Contingent"	"right"	0.979	2.808	487.611	485.799
488.414	"NonContingent"	"right"	1.305	2.808	491.202	489.719
491.858	"NonContingent"	"left"	1.662	2.808	494.642	493.52
495.201	"NonContingent"	"left"	1.313	2.792	497.981	496.514
498.828	"NonContingent"	"right"	1.314	2.809	501.622	500.142
502.222	"Contingent"	"left"	0.8	2.808	505.011	503.022
505.766	"Contingent"	"right"	0.76	2.808	508.552	506.526
509.36	"Contingent"	"left"	0.758	2.808	512.143	510.118
512.803	"NonContingent"	"right"	1.353	2.792	515.583	514.156
516.13	"Contingent"	"right"	0.786	2.808	518.922	516.916
519.724	"Contingent"	"left"	0.731	2.809	522.513	520.455
525.291	"NonContingent"	"right"	1.162	2.808	528.079	526.453
