"onset"	"trial_type"	"accuracy"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
10.902	"Visual_Same"	1	"right"	1.281	1.788	12.69	12.183
13.326	"Visual_Same"	0	NA	NA	1.788	15.114	NA
15.766	"Visual_Different"	1	"left"	1.431	1.789	17.555	17.197
18.408	"Visual_Lure"	1	"left"	0.879	1.788	20.196	19.287
20.698	"Visual_Lure"	1	"left"	1.109	1.788	22.486	21.807
23.222	"Visual_Same"	0	"left"	0.978	1.789	25.011	24.2
30.845	"Auditory_Lure"	1	"left"	1.086	1.789	32.634	31.931
33.436	"Auditory_Same"	0	NA	NA	1.789	35.225	NA
35.726	"Auditory_Lure"	0	"right"	0.32	1.789	37.515	36.046
38.351	"Auditory_Different"	1	"left"	1.143	1.788	40.139	39.494
40.741	"Auditory_Different"	1	"left"	0.937	1.789	42.53	41.678
43.332	"Auditory_Same"	0	"left"	0.551	1.789	45.121	43.883
45.873	"Auditory_Same"	0	"left"	0.515	1.789	47.662	46.388
53.345	"Visual_Lure"	1	"left"	0.849	1.789	55.134	54.194
55.886	"Visual_Lure"	1	"left"	0.786	1.789	57.675	56.672
58.695	"Visual_Same"	1	"right"	1.006	1.304	59.999	59.701
60.901	"Visual_Lure"	1	"left"	0.758	1.789	62.69	61.659
63.342	"Visual_Different"	1	"left"	0.878	1.789	65.131	64.22
70.798	"Auditory_Lure"	1	"left"	0.762	1.788	72.586	71.56
73.339	"Auditory_Different"	1	"left"	0.628	1.772	75.111	73.967
75.712	"Auditory_Same"	0	"left"	0.763	1.789	77.501	76.475
78.303	"Auditory_Different"	1	"left"	0.809	1.789	80.092	79.112
80.744	"Auditory_Different"	1	"left"	1.04	1.789	82.533	81.784
83.385	"Auditory_Same"	0	"left"	1.092	1.789	85.174	84.477
85.826	"Auditory_Same"	0	"left"	0.849	1.772	87.598	86.675
93.248	"Visual_Same"	1	"right"	1.157	1.789	95.037	94.405
95.823	"Visual_Lure"	1	"left"	0.751	1.788	97.611	96.574
98.414	"Visual_Different"	1	"left"	0.537	1.788	100.202	98.951
100.754	"Visual_Lure"	1	"left"	0.512	1.789	102.543	101.266
103.345	"Visual_Lure"	1	"left"	0.621	1.789	105.134	103.966
105.786	"Visual_Different"	1	"left"	0.614	1.788	107.574	106.4
108.21	"Visual_Different"	1	"left"	0.582	1.788	109.998	108.792
