onset	duration	trial_type	accuracy	button	response_time	trial_type_less_granular	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.372	0.034	recently_learned_faces_baseline	0	NA	NA	recently_learned_faces_baseline	10.372	NA
11.292	2.507	recently_learned_faces_baseline	1	right	1.131	recently_learned_faces_baseline	13.777	12.423
14.886	2.507	famous_faces_baseline	0	right	1.447	famous_faces_baseline	17.366	16.333
18.313	2.507	famous_faces_baseline	1	right	1.274	famous_faces_baseline	20.804	19.587
21.907	2.507	famous_faces_false_combination	1	right	1.719	famous_faces	24.393	23.626
25.2	2.507	famous_faces_correct_combination	1	left	0.81	famous_faces	27.68	26.01
28.827	2.508	recently_learned_faces_false_combination	1	right	0.98	recently_learned_faces	31.319	29.807
32.371	2.508	recently_learned_faces_false_combination	1	right	1.444	recently_learned_faces	34.857	33.815
35.765	2.507	famous_faces_false_combination	1	right	1.067	famous_faces	38.245	36.832
39.192	2.507	famous_faces_baseline	1	left	0.889	famous_faces_baseline	41.683	40.081
42.786	2.507	recently_learned_faces_baseline	1	left	0.882	recently_learned_faces_baseline	45.272	43.668
46.129	2.508	famous_faces_false_combination	1	right	0.845	famous_faces	48.609	46.974
49.807	2.507	famous_faces_baseline	1	right	1.413	famous_faces_baseline	52.298	51.22
55.357	2.507	famous_faces_baseline	1	right	1.014	famous_faces_baseline	57.839	56.371
58.733	2.525	recently_learned_faces_correct_combination	1	left	1.223	recently_learned_faces	61.227	59.956
62.378	2.507	recently_learned_faces_false_combination	1	right	0.899	recently_learned_faces	64.866	63.277
65.771	2.508	famous_faces_correct_combination	1	left	0.835	famous_faces	68.253	66.606
69.399	2.524	famous_faces_false_combination	1	right	0.734	famous_faces	71.892	70.133
72.792	2.508	recently_learned_faces_false_combination	1	right	1.188	recently_learned_faces	75.28	73.98
76.386	2.508	famous_faces_false_combination	1	right	1.02	famous_faces	78.869	77.406
79.713	2.524	recently_learned_faces_false_combination	1	right	1.134	recently_learned_faces	82.206	80.847
83.307	2.507	recently_learned_faces_false_combination	1	right	0.97	recently_learned_faces	85.795	84.277
86.65	2.508	famous_faces_baseline	1	right	0.999	famous_faces_baseline	89.132	87.649
90.177	2.525	famous_faces_baseline	1	right	0.855	famous_faces_baseline	92.67	91.032
93.721	2.508	famous_faces_false_combination	1	right	0.993	famous_faces	96.209	94.714
97.315	2.508	recently_learned_faces_false_combination	0	left	1.269	recently_learned_faces	99.798	98.584
102.849	2.507	recently_learned_faces_correct_combination	1	left	0.834	recently_learned_faces	105.338	103.683
