onset	duration	trial_type	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.285	0.435	Contingent	NA	NA	10.691	NA
11.338	2.809	Contingent	NA	NA	14.131	NA
14.932	2.809	Contingent	NA	NA	17.722	NA
18.226	2.808	Contingent	right	0.815	21.011	19.041
21.769	2.809	Contingent	right	2.657	24.551	24.426
25.196	2.809	NonContingent	right	1.726	27.991	26.922
28.74	2.809	Contingent	left	1.218	31.531	29.958
32.284	2.809	Contingent	right	1.474	35.072	33.758
35.878	2.809	Contingent	left	1.839	38.663	37.717
39.322	2.792	NonContingent	right	2.449	42.103	41.771
42.849	2.808	Contingent	left	0.826	45.643	43.675
46.192	2.809	NonContingent	left	1.702	48.982	47.894
49.786	2.809	NonContingent	left	2.644	52.573	52.43
55.303	2.808	NonContingent	left	2.664	58.089	57.967
58.947	2.809	Contingent	NA	NA	61.73	NA
62.224	2.808	NonContingent	right	1.501	65.019	63.725
65.818	2.808	NonContingent	left	2.74	68.61	68.558
69.362	2.808	Contingent	left	2.755	72.151	72.117
72.705	2.808	Contingent	left	0.978	75.49	73.683
76.249	2.791	Contingent	left	1.466	79.03	77.715
79.776	2.808	NonContingent	right	1.324	82.571	81.1
83.32	2.808	Contingent	right	2.542	86.112	85.862
86.864	2.808	NonContingent	left	1.853	89.652	88.717
90.157	2.808	Contingent	right	2.089	92.941	92.246
93.851	2.792	Contingent	left	0.924	96.632	94.775
97.278	2.809	Contingent	left	2.028	100.072	99.306
102.895	2.808	Contingent	NA	NA	105.689	NA
106.439	2.808	Contingent	left	0.75	109.229	107.189
109.782	2.809	NonContingent	left	2.752	112.568	112.534
113.226	2.808	NonContingent	NA	NA	116.008	NA
116.803	2.809	NonContingent	left	2.216	119.599	119.019
120.347	2.809	NonContingent	left	1.07	123.14	121.417
123.791	2.808	Contingent	left	0.864	126.58	124.655
127.184	2.809	Contingent	left	1.651	129.97	128.835
130.728	2.809	Contingent	left	0.83	133.51	131.558
134.356	2.808	NonContingent	left	2.141	137.151	136.497
137.749	2.809	Contingent	right	2.483	140.541	140.232
141.143	2.808	Contingent	right	1.342	143.931	142.485
144.837	2.808	NonContingent	left	1.701	147.622	146.538
150.303	2.809	Contingent	left	0.785	153.087	151.088
153.747	2.792	NonContingent	NA	NA	156.527	NA
157.324	2.809	Contingent	right	1.438	160.118	158.762
160.918	2.809	NonContingent	right	2.455	163.709	163.373
