onset	duration	trial_type	accuracy	button	response_time	trial_type_less_granular	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
8.85600000000002	1.455	recently_learned_faces_baseline	1	right	0.978	recently_learned_faces_baseline	10.289	9.83400000000002
11.347	2.508	recently_learned_faces_baseline	1	right	1.067	recently_learned_faces_baseline	13.828	12.414
14.874	2.508	famous_faces_baseline	1	left	1.22	famous_faces_baseline	17.367	16.094
18.418	2.508	famous_faces_baseline	1	right	0.999	famous_faces_baseline	20.905	19.417
21.711	2.508	famous_faces_false_combination	1	right	2.202	famous_faces	24.192	23.913
25.339	2.507	famous_faces_correct_combination	1	left	1.632	famous_faces	27.831	26.971
28.732	2.508	recently_learned_faces_false_combination	1	right	1.722	recently_learned_faces	31.218	30.454
32.176	2.507	recently_learned_faces_false_combination	1	right	1.229	recently_learned_faces	34.656	33.405
35.753	2.508	famous_faces_false_combination	1	right	1.451	famous_faces	38.245	37.204
39.347	2.508	famous_faces_baseline	1	left	0.973	famous_faces_baseline	41.834	40.32
42.691	2.507	recently_learned_faces_baseline	1	left	0.685	recently_learned_faces_baseline	45.171	43.376
46.318	2.508	famous_faces_false_combination	1	right	0.832	famous_faces	48.81	47.15
49.762	2.507	famous_faces_baseline	1	right	0.996	famous_faces_baseline	52.248	50.758
55.295	2.507	famous_faces_baseline	1	right	0.743	famous_faces_baseline	57.788	56.038
58.839	2.507	recently_learned_faces_correct_combination	1	left	1.602	recently_learned_faces	61.327	60.441
62.232	2.508	recently_learned_faces_false_combination	1	right	0.898	recently_learned_faces	64.715	63.13
65.86	2.524	famous_faces_correct_combination	1	left	1.573	famous_faces	68.354	67.433
69.404	2.507	famous_faces_false_combination	1	right	0.921	famous_faces	71.892	70.325
72.847	2.508	recently_learned_faces_false_combination	1	right	1.902	recently_learned_faces	75.33	74.749
76.174	2.507	famous_faces_false_combination	1	right	0.994	famous_faces	78.667	77.168
79.768	2.508	recently_learned_faces_false_combination	1	right	0.952	recently_learned_faces	82.256	80.72
83.212	2.507	recently_learned_faces_false_combination	1	right	1.001	recently_learned_faces	85.694	84.213
86.839	2.508	famous_faces_baseline	1	right	0.867	famous_faces_baseline	89.333	87.706
90.233	2.507	famous_faces_baseline	1	right	0.648	famous_faces_baseline	92.721	90.881
93.626	2.508	famous_faces_false_combination	1	right	0.79	famous_faces	96.109	94.416
97.153	2.508	recently_learned_faces_false_combination	0	left	1.632	recently_learned_faces	99.647	98.785
102.804	2.507	recently_learned_faces_correct_combination	1	left	1.391	recently_learned_faces	105.287	104.195
106.347	2.508	famous_faces_correct_combination	1	left	1.002	famous_faces	108.826	107.349
