"onset"	"trial_type"	"accuracy"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
10.941	"Visual_Same"	1	"right"	1.112	1.789	12.73	12.053
13.331	"Visual_Lure"	1	"left"	0.633	1.789	15.12	13.964
15.772	"Visual_Different"	1	"left"	0.591	1.789	17.561	16.363
18.53	"Visual_Lure"	1	"left"	0.663	1.471	20.001	19.193
20.837	"Visual_Lure"	1	"left"	0.606	1.789	22.626	21.443
23.228	"Visual_Different"	1	"left"	0.565	1.788	25.016	23.793
25.668	"Visual_Different"	1	"left"	0.678	1.789	27.457	26.346
33.441	"Auditory_Lure"	1	"left"	1.342	1.789	35.23	34.783
35.882	"Auditory_Lure"	1	"left"	0.992	1.789	37.671	36.874
38.222	"Auditory_Same"	1	"right"	1.172	1.789	40.011	39.394
40.813	"Auditory_Different"	1	"left"	0.969	1.789	42.602	41.782
43.237	"Auditory_Different"	1	"left"	0.825	1.789	45.026	44.062
45.878	"Auditory_Lure"	1	"left"	1.101	1.789	47.667	46.979
53.351	"Visual_Different"	1	"left"	0.742	1.788	55.139	54.093
55.925	"Visual_Same"	1	"right"	0.715	1.789	57.714	56.64
58.366	"Visual_Different"	1	"left"	0.536	1.788	60.154	58.902
60.907	"Visual_Lure"	1	"left"	0.787	1.788	62.695	61.694
63.247	"Visual_Lure"	1	"left"	1.096	1.789	65.036	64.343
65.838	"Visual_Same"	1	"right"	0.867	1.789	67.627	66.705
73.243	"Auditory_Different"	1	"left"	0.937	1.789	75.032	74.18
75.784	"Auditory_Different"	1	"left"	1.145	1.789	77.573	76.929
78.375	"Auditory_Lure"	1	"left"	1.153	1.789	80.164	79.528
80.799	"Auditory_Different"	1	"left"	1.049	1.789	82.588	81.848
83.19	"Auditory_Same"	1	"right"	0.929	1.788	84.978	84.119
90.846	"Visual_Same"	1	"right"	0.769	1.789	92.635	91.615
93.236	"Visual_Lure"	1	"left"	0.514	1.789	95.025	93.75
95.861	"Visual_Same"	1	"right"	0.709	1.789	97.65	96.57
98.251	"Visual_Different"	1	"left"	0.573	1.789	100.04	98.824
100.692	"Visual_Different"	1	"left"	0.48	1.789	102.481	101.172
103.283	"Visual_Lure"	1	"left"	0.622	1.789	105.072	103.905
110.889	"Auditory_Different"	1	"left"	0.911	1.789	112.678	111.8
113.33	"Auditory_Same"	1	"right"	1.04	1.788	115.118	114.37
115.77	"Auditory_Lure"	1	"left"	0.775	1.789	117.559	116.545
118.412	"Auditory_Same"	1	"right"	1.156	1.788	120.2	119.568
120.785	"Auditory_Same"	1	"right"	1.093	1.789	122.574	121.878
123.376	"Auditory_Lure"	1	"left"	1.295	1.789	125.165	124.671
125.667	"Auditory_Lure"	1	"left"	1.428	1.788	127.455	127.095
