onset	duration	trial_type	accuracy	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.79	1.788	Visual_Lure	1	left	0.874	12.578	11.664
13.381	1.788	Visual_Different	1	left	0.638	15.169	14.019
15.821	1.789	Visual_Lure	1	left	1.028	17.61	16.849
18.412	1.789	Visual_Same	1	right	0.665	20.201	19.077
20.686	1.788	Visual_Same	1	right	0.727	22.474	21.413
23.227	1.788	Visual_Different	1	left	0.747	25.015	23.974
30.9	1.788	Auditory_Same	1	right	1.132	32.688	32.032
33.24	1.772	Auditory_Same	1	right	1.154	35.012	34.394
35.814	1.789	Auditory_Lure	1	left	0.857	37.603	36.671
38.405	1.789	Auditory_Different	1	left	1.058	40.194	39.463
40.746	1.788	Auditory_Same	1	right	0.954	42.534	41.7
48.352	1.788	Visual_Lure	0	right	0.666	50.14	49.018
50.876	1.789	Visual_Lure	1	left	0.929	52.665	51.805
53.216	1.789	Visual_Different	1	left	0.626	55.005	53.842
55.908	1.788	Visual_Same	1	right	0.809	57.696	56.717
58.298	1.789	Visual_Lure	1	left	0.904	60.087	59.202
65.887	1.789	Auditory_Same	1	right	1.133	67.676	67.02
68.328	1.789	Auditory_Same	1	right	1.349	70.117	69.677
70.919	1.789	Auditory_Different	1	left	1.324	72.708	72.243
73.209	1.789	Auditory_Same	1	right	0.911	74.998	74.12
75.733	1.789	Auditory_Lure	1	left	1.298	77.522	77.031
83.289	1.789	Visual_Different	1	left	0.756	85.078	84.045
85.88	1.789	Visual_Lure	1	left	0.737	87.669	86.617
88.421	1.789	Visual_Different	1	left	0.721	90.21	89.142
90.712	1.772	Visual_Same	1	right	0.7	92.484	91.412
93.286	1.789	Visual_Same	1	right	0.755	95.075	94.041
95.827	1.788	Visual_Lure	1	left	0.517	97.615	96.344
98.217	1.789	Visual_Lure	1	left	0.704	100.006	98.921
105.89	1.789	Auditory_Different	1	left	0.866	107.679	106.756
108.281	1.788	Auditory_Same	1	right	0.876	110.069	109.157
110.721	1.789	Auditory_Lure	1	left	1.031	112.51	111.752
113.296	1.788	Auditory_Same	1	right	0.902	115.084	114.198
115.887	1.788	Auditory_Same	1	right	0.789	117.675	116.676
118.277	1.789	Auditory_Lure	0	NA	NA	120.066	NA
120.818	1.789	Auditory_Lure	1	left	1.15	122.607	121.968
128.24	1.789	Visual_Different	1	left	0.661	130.029	128.901
130.932	1.788	Visual_Different	1	left	0.751	132.72	131.683
133.222	1.788	Visual_Same	1	right	0.851	135.01	134.073
135.746	1.789	Visual_Lure	1	left	0.553	137.535	136.299
138.387	1.789	Visual_Different	1	left	0.894	140.176	139.281
145.743	1.788	Auditory_Different	1	left	0.881	147.531	146.624
148.283	1.789	Auditory_Different	1	left	0.973	150.072	149.256
