"onset"	"trial_type"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
5.66799999999999	"Contingent"	NA	NA	0.017	5.66799999999999	NA
6.33699999999999	"Contingent"	"left"	2.421	2.808	9.131	8.75799999999999
9.881	"Contingent"	"left"	1.017	2.808	12.672	10.898
13.424	"Contingent"	"left"	1.376	2.809	16.212	14.8
16.718	"Contingent"	"right"	2.634	2.808	19.501	19.352
20.262	"NonContingent"	"right"	1.844	2.791	23.041	22.106
23.889	"Contingent"	"left"	2.038	2.808	26.682	25.927
27.333	"Contingent"	"left"	1.956	2.808	30.122	29.289
30.776	"Contingent"	"left"	1.061	2.809	33.562	31.837
34.17	"NonContingent"	"right"	1.737	2.808	36.952	35.907
37.847	"Contingent"	"left"	1.871	2.809	40.643	39.718
41.191	"NonContingent"	"right"	1.872	2.808	43.982	43.063
44.785	"NonContingent"	"right"	2.291	2.808	47.573	47.076
50.301	"NonContingent"	"left"	2.332	2.808	53.089	52.633
53.895	"Contingent"	"left"	0.946	2.809	56.68	54.841
57.439	"NonContingent"	"right"	1.88	2.792	60.22	59.319
60.816	"NonContingent"	"right"	0.937	2.808	63.61	61.753
64.209	"Contingent"	"right"	1.677	2.809	67	65.886
67.904	"Contingent"	"left"	1.179	2.808	70.691	69.083
71.297	"Contingent"	"left"	0.81	2.808	74.081	72.107
74.741	"NonContingent"	"left"	2.736	2.791	77.521	77.477
78.168	"Contingent"	"left"	2.005	2.808	80.961	80.173
81.812	"NonContingent"	"right"	1.047	2.808	84.602	82.859
85.255	"Contingent"	"right"	2.1	2.809	88.042	87.355
88.699	"Contingent"	"left"	1.536	2.808	91.482	90.235
92.343	"Contingent"	"right"	1.048	2.792	95.123	93.391
98.094	"Contingent"	"left"	1.994	2.607	100.688	100.088
101.337	"Contingent"	"left"	0.8	2.808	104.128	102.137
104.73	"NonContingent"	"right"	1.761	2.808	107.518	106.491
108.274	"NonContingent"	"right"	1.5	2.808	111.058	109.774
111.918	"NonContingent"	"right"	1.589	2.792	114.699	113.507
115.245	"NonContingent"	"right"	1.176	2.808	118.038	116.421
118.789	"Contingent"	"left"	1.222	2.808	121.579	120.011
122.182	"Contingent"	"right"	0.905	2.808	124.969	123.087
125.876	"Contingent"	"left"	0.713	2.809	128.66	126.589
129.32	"NonContingent"	"right"	1.815	2.792	132.1	131.135
132.647	"Contingent"	"right"	1.863	2.808	135.439	134.51
136.191	"Contingent"	"right"	1.406	2.808	138.979	137.597
139.835	"NonContingent"	"right"	1.478	2.808	142.62	141.313
145.351	"Contingent"	"left"	1.321	2.809	148.137	146.672
148.745	"NonContingent"	"right"	1.397	2.808	151.527	150.142
152.439	"Contingent"	"left"	1.982	2.792	155.218	154.421
155.766	"NonContingent"	"right"	0.938	2.808	158.557	156.704
159.36	"NonContingent"	"right"	1.362	2.808	162.148	160.722
162.753	"NonContingent"	"right"	1.013	2.808	165.537	163.766
166.397	"NonContingent"	"right"	0.869	2.792	169.178	167.266
169.674	"NonContingent"	"left"	2.097	2.808	172.467	171.771
173.318	"Contingent"	"left"	0.874	2.808	176.108	174.192
