"onset"	"trial_type"
6.33699999999999	"Contingent"
9.881	"Contingent"
13.424	"Contingent"
16.718	"Contingent"
23.889	"Contingent"
27.333	"Contingent"
30.776	"Contingent"
37.847	"Contingent"
53.895	"Contingent"
64.209	"Contingent"
67.904	"Contingent"
71.297	"Contingent"
78.168	"Contingent"
85.255	"Contingent"
88.699	"Contingent"
92.343	"Contingent"
98.094	"Contingent"
101.337	"Contingent"
118.789	"Contingent"
122.182	"Contingent"
125.876	"Contingent"
132.647	"Contingent"
136.191	"Contingent"
145.351	"Contingent"
152.439	"Contingent"
173.318	"Contingent"
180.155	"Contingent"
183.699	"Contingent"
192.893	"Contingent"
224.303	"Contingent"
227.697	"Contingent"
231.14	"Contingent"
234.835	"Contingent"
247.422	"Contingent"
257.803	"Contingent"
261.247	"Contingent"
268.368	"Contingent"
282.176	"Contingent"
298.207	"Contingent"
308.839	"Contingent"
315.759	"Contingent"
319.353	"Contingent"
322.747	"Contingent"
326.19	"Contingent"
338.878	"Contingent"
345.715	"Contingent"
349.41	"Contingent"
352.853	"Contingent"
356.38	"Contingent"
359.774	"Contingent"
363.167	"Contingent"
366.711	"Contingent"
377.176	"Contingent"
386.336	"Contingent"
393.207	"Contingent"
403.889	"Contingent"
410.809	"Contingent"
414.153	"Contingent"
430.434	"Contingent"
440.815	"Contingent"
447.786	"Contingent"
454.673	"Contingent"
472.276	"Contingent"
477.893	"Contingent"
481.236	"Contingent"
484.913	"Contingent"
502.215	"Contingent"
505.859	"Contingent"
509.303	"Contingent"
516.14	"Contingent"
519.767	"Contingent"
20.262	"NonContingent"
34.17	"NonContingent"
41.191	"NonContingent"
44.785	"NonContingent"
50.301	"NonContingent"
57.439	"NonContingent"
60.816	"NonContingent"
74.741	"NonContingent"
81.812	"NonContingent"
104.73	"NonContingent"
108.274	"NonContingent"
111.918	"NonContingent"
115.245	"NonContingent"
129.32	"NonContingent"
139.835	"NonContingent"
148.745	"NonContingent"
155.766	"NonContingent"
159.36	"NonContingent"
162.753	"NonContingent"
166.397	"NonContingent"
169.674	"NonContingent"
176.761	"NonContingent"
187.276	"NonContingent"
196.236	"NonContingent"
199.83	"NonContingent"
203.424	"NonContingent"
206.751	"NonContingent"
210.194	"NonContingent"
213.789	"NonContingent"
217.383	"NonContingent"
220.726	"NonContingent"
240.401	"NonContingent"
243.845	"NonContingent"
250.715	"NonContingent"
254.259	"NonContingent"
264.674	"NonContingent"
271.812	"NonContingent"
275.155	"NonContingent"
278.832	"NonContingent"
287.96	"NonContingent"
291.286	"NonContingent"
294.93	"NonContingent"
301.801	"NonContingent"
305.194	"NonContingent"
312.232	"NonContingent"
329.784	"NonContingent"
335.351	"NonContingent"
342.272	"NonContingent"
370.255	"NonContingent"
373.782	"NonContingent"
382.893	"NonContingent"
389.78	"NonContingent"
396.901	"NonContingent"
400.295	"NonContingent"
407.232	"NonContingent"
417.847	"NonContingent"
421.29	"NonContingent"
424.734	"NonContingent"
433.778	"NonContingent"
437.372	"NonContingent"
444.209	"NonContingent"
451.33	"NonContingent"
458.217	"NonContingent"
461.861	"NonContingent"
465.138	"NonContingent"
468.682	"NonContingent"
488.307	"NonContingent"
491.75	"NonContingent"
495.194	"NonContingent"
498.788	"NonContingent"
512.746	"NonContingent"
525.434	"NonContingent"
