onset	duration	trial_type	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
7.745	2.808	Contingent	right	1.708	10.54	9.453
11.339	2.808	Contingent	left	2.038	14.131	13.377
14.933	2.808	Contingent	right	2.195	17.722	17.128
18.276	2.808	Contingent	left	1.301	21.061	19.577
21.87	2.809	Contingent	left	1.603	24.652	23.473
25.197	2.808	NonContingent	right	1.744	27.991	26.941
28.791	2.808	Contingent	left	1.369	31.582	30.16
32.234	2.809	Contingent	left	1.819	35.022	34.053
35.879	2.808	Contingent	left	1.149	38.663	37.028
39.322	2.792	NonContingent	left	2.195	42.103	41.517
42.849	2.809	Contingent	left	1.128	45.643	43.977
46.293	2.808	NonContingent	right	1.255	49.083	47.548
49.737	2.808	NonContingent	right	1.756	52.523	51.493
55.403	2.809	NonContingent	left	1.709	58.19	57.112
58.947	2.809	Contingent	right	1.622	61.73	60.569
62.274	2.808	NonContingent	right	1.441	65.069	63.715
65.718	2.808	NonContingent	left	1.623	68.509	67.341
69.312	2.808	Contingent	left	1.876	72.1	71.188
72.906	2.808	Contingent	left	1.186	75.691	74.092
76.199	2.808	Contingent	right	1.903	78.98	78.102
79.776	2.809	NonContingent	right	1.961	82.571	81.737
83.32	2.808	Contingent	left	1.324	86.112	84.644
86.714	2.808	NonContingent	right	1.683	89.501	88.397
90.257	2.809	Contingent	left	1.16	93.042	91.417
93.651	2.792	Contingent	left	1.281	96.432	94.932
97.178	2.808	Contingent	left	1.204	99.972	98.382
102.945	2.809	Contingent	left	1.532	105.739	104.477
106.238	2.809	Contingent	right	1.987	109.028	108.225
109.883	2.808	NonContingent	left	1.919	112.669	111.802
113.276	2.808	NonContingent	left	2.207	116.058	115.483
116.82	2.792	NonContingent	left	1.46	119.599	118.28
120.347	2.808	NonContingent	right	1.786	123.14	122.133
123.69	2.809	Contingent	left	1.527	126.479	125.217
127.234	2.809	Contingent	left	1.688	130.019	128.922
130.778	2.809	Contingent	right	1.888	133.56	132.666
134.356	2.808	NonContingent	right	1.768	137.151	136.124
137.749	2.808	Contingent	right	2.024	140.541	139.773
141.343	2.808	Contingent	right	1.766	144.132	143.109
144.686	2.809	NonContingent	right	1.838	147.471	146.524
150.253	2.808	Contingent	right	2.045	153.036	152.298
153.897	2.792	NonContingent	left	2.026	156.677	155.923
157.274	2.808	Contingent	left	1.404	160.066	158.678
