"onset"	"trial_type"	"accuracy"	"button"	"response_time"	"duration"	"trial_type_less_granular"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
7.96000000000004	"recently_learned_faces_baseline"	1	"right"	1.267	2.508	"recently_learned_faces_baseline"	10.44	9.22700000000004
11.237	"recently_learned_faces_baseline"	1	"right"	1.039	2.507	"recently_learned_faces_baseline"	13.727	12.276
14.881	"famous_faces_baseline"	1	"left"	0.822	2.508	"famous_faces_baseline"	17.366	15.703
18.275	"famous_faces_baseline"	1	"right"	0.692	2.507	"famous_faces_baseline"	20.753	18.967
21.802	"famous_faces_false_combination"	1	"right"	1.431	2.507	"famous_faces"	24.292	23.233
25.346	"famous_faces_correct_combination"	1	"left"	1.447	2.507	"famous_faces"	27.831	26.793
28.789	"recently_learned_faces_false_combination"	1	"right"	1.124	2.508	"recently_learned_faces"	31.269	29.913
32.166	"recently_learned_faces_false_combination"	1	"right"	1.135	2.507	"recently_learned_faces"	34.657	33.301
35.86	"famous_faces_false_combination"	1	"right"	0.909	2.508	"famous_faces"	38.346	36.769
39.204	"famous_faces_baseline"	1	"left"	0.889	2.507	"famous_faces_baseline"	41.683	40.093
42.63	"recently_learned_faces_baseline"	1	"left"	0.706	2.508	"recently_learned_faces_baseline"	45.121	43.336
46.174	"famous_faces_false_combination"	1	"right"	0.902	2.508	"famous_faces"	48.659	47.076
49.819	"famous_faces_baseline"	1	"right"	0.791	2.507	"famous_faces_baseline"	52.298	50.61
55.251	"famous_faces_baseline"	1	"right"	0.715	2.508	"famous_faces_baseline"	57.738	55.966
58.946	"recently_learned_faces_correct_combination"	1	"left"	0.95	2.507	"recently_learned_faces"	61.427	59.896
62.373	"recently_learned_faces_false_combination"	1	"right"	0.956	2.507	"recently_learned_faces"	64.865	63.329
65.816	"famous_faces_correct_combination"	1	"left"	0.926	2.508	"famous_faces"	68.303	66.742
69.26	"famous_faces_false_combination"	1	"right"	0.953	2.507	"famous_faces"	71.741	70.213
72.787	"recently_learned_faces_false_combination"	1	"right"	1.115	2.507	"recently_learned_faces"	75.28	73.902
76.231	"famous_faces_false_combination"	1	"right"	1.187	2.507	"famous_faces"	78.718	77.418
79.875	"recently_learned_faces_false_combination"	1	"right"	1.138	2.507	"recently_learned_faces"	82.357	81.013
83.302	"recently_learned_faces_false_combination"	1	"right"	1.056	2.507	"recently_learned_faces"	85.795	84.358
86.645	"famous_faces_baseline"	1	"right"	1.091	2.507	"famous_faces_baseline"	89.132	87.736
90.339	"famous_faces_baseline"	1	"right"	0.75	2.508	"famous_faces_baseline"	92.821	91.089
93.766	"famous_faces_false_combination"	1	"right"	1.01	2.524	"famous_faces"	96.259	94.776
97.21	"recently_learned_faces_false_combination"	0	"left"	1.636	2.507	"recently_learned_faces"	99.697	98.846
102.893	"recently_learned_faces_correct_combination"	1	"left"	1.98	2.525	"recently_learned_faces"	105.388	104.873
106.337	"famous_faces_correct_combination"	1	"left"	0.973	2.507	"famous_faces"	108.826	107.31
109.781	"recently_learned_faces_correct_combination"	1	"left"	0.676	2.507	"recently_learned_faces"	112.264	110.457
113.207	"recently_learned_faces_false_combination"	1	"right"	1.248	2.525	"recently_learned_faces"	115.702	114.455
116.902	"recently_learned_faces_correct_combination"	1	"left"	1.396	2.507	"recently_learned_faces"	119.391	118.298
120.195	"famous_faces_correct_combination"	1	"left"	0.955	2.507	"famous_faces"	122.678	121.15
123.873	"famous_faces_correct_combination"	1	"left"	0.93	2.524	"famous_faces"	126.367	124.803
127.266	"recently_learned_faces_correct_combination"	1	"left"	0.931	2.508	"recently_learned_faces"	129.755	128.197
130.71	"famous_faces_baseline"	1	"left"	0.942	2.507	"famous_faces_baseline"	133.193	131.652
134.304	"recently_learned_faces_baseline"	1	"right"	0.989	2.507	"recently_learned_faces_baseline"	136.782	135.293
137.831	"famous_faces_baseline"	1	"left"	0.772	2.507	"famous_faces_baseline"	140.32	138.603
141.224	"famous_faces_correct_combination"	1	"left"	0.789	2.508	"famous_faces"	143.708	142.013
144.651	"recently_learned_faces_correct_combination"	1	"left"	0.913	2.524	"recently_learned_faces"	147.146	145.564
150.452	"famous_faces_baseline"	1	"right"	0.779	2.507	"famous_faces_baseline"	152.937	151.231
153.795	"famous_faces_correct_combination"	1	"left"	0.887	2.508	"famous_faces"	156.274	154.682
157.373	"famous_faces_baseline"	1	"right"	0.749	2.507	"famous_faces_baseline"	159.863	158.122
160.816	"recently_learned_faces_correct_combination"	1	"left"	1.25	2.508	"recently_learned_faces"	163.301	162.066
164.21	"recently_learned_faces_baseline"	1	"left"	1.36	2.507	"recently_learned_faces_baseline"	166.689	165.57
167.787	"recently_learned_faces_correct_combination"	1	"left"	0.742	2.507	"recently_learned_faces"	170.278	168.529
171.381	"recently_learned_faces_correct_combination"	1	"left"	0.913	2.507	"recently_learned_faces"	173.867	172.294
174.674	"recently_learned_faces_correct_combination"	1	"left"	0.944	2.508	"recently_learned_faces"	177.154	175.618
178.302	"famous_faces_false_combination"	1	"right"	1.031	2.507	"famous_faces"	180.793	179.333
181.695	"recently_learned_faces_baseline"	1	"left"	0.904	2.507	"recently_learned_faces_baseline"	184.18	182.599
185.139	"famous_faces_false_combination"	1	"right"	0.98	2.507	"famous_faces"	187.618	186.119
188.666	"famous_faces_false_combination"	1	"right"	0.954	2.507	"famous_faces"	191.156	189.62
192.26	"famous_faces_baseline"	1	"right"	0.999	2.507	"famous_faces_baseline"	194.745	193.259
197.843	"recently_learned_faces_false_combination"	1	"right"	1.034	2.524	"recently_learned_faces"	200.335	198.877
201.287	"famous_faces_false_combination"	1	"right"	1.307	2.507	"famous_faces"	203.773	202.594
204.931	"recently_learned_faces_correct_combination"	1	"left"	0.834	2.507	"recently_learned_faces"	207.412	205.765
208.207	"famous_faces_false_combination"	1	"right"	0.835	2.508	"famous_faces"	210.699	209.042
211.852	"famous_faces_baseline"	1	"left"	0.75	2.507	"famous_faces_baseline"	214.338	212.602
215.395	"recently_learned_faces_false_combination"	1	"right"	1.79	2.508	"recently_learned_faces"	217.876	217.185
218.772	"recently_learned_faces_false_combination"	1	"right"	1.214	2.508	"recently_learned_faces"	221.264	219.986
222.216	"famous_faces_correct_combination"	1	"left"	0.849	2.507	"famous_faces"	224.702	223.065
225.81	"recently_learned_faces_baseline"	1	"right"	0.718	2.507	"recently_learned_faces_baseline"	228.291	226.528
229.136	"famous_faces_baseline"	1	"right"	0.728	2.508	"famous_faces_baseline"	231.628	229.864
232.831	"recently_learned_faces_baseline"	1	"left"	0.958	2.507	"recently_learned_faces_baseline"	235.317	233.789
236.274	"recently_learned_faces_baseline"	1	"right"	0.816	2.508	"recently_learned_faces_baseline"	238.755	237.09
239.651	"recently_learned_faces_false_combination"	1	"right"	1.298	2.508	"recently_learned_faces"	242.142	240.949
245.351	"recently_learned_faces_baseline"	1	"right"	0.879	2.508	"recently_learned_faces_baseline"	247.834	246.23
248.879	"famous_faces_correct_combination"	1	"left"	0.865	2.524	"famous_faces"	251.373	249.744
252.272	"famous_faces_correct_combination"	1	"left"	0.809	2.507	"famous_faces"	254.76	253.081
255.916	"famous_faces_baseline"	1	"right"	0.803	2.508	"famous_faces_baseline"	258.399	256.719
259.193	"recently_learned_faces_correct_combination"	1	"left"	1.564	2.524	"recently_learned_faces"	261.686	260.757
262.737	"recently_learned_faces_correct_combination"	1	"left"	1.765	2.507	"recently_learned_faces"	265.224	264.502
266.18	"famous_faces_correct_combination"	1	"left"	0.793	2.508	"famous_faces"	268.662	266.973
269.757	"famous_faces_false_combination"	1	"right"	0.937	2.508	"famous_faces"	272.251	270.694
273.352	"famous_faces_correct_combination"	1	"left"	0.793	2.507	"famous_faces"	275.84	274.145
276.795	"famous_faces_baseline"	1	"left"	0.963	2.508	"famous_faces_baseline"	279.278	277.758
280.172	"recently_learned_faces_correct_combination"	1	"left"	1.346	2.524	"recently_learned_faces"	282.665	281.518
283.716	"famous_faces_false_combination"	1	"right"	0.863	2.507	"famous_faces"	286.204	284.579
287.31	"recently_learned_faces_correct_combination"	0	"right"	1.126	2.507	"recently_learned_faces"	289.793	288.436
292.843	"recently_learned_faces_correct_combination"	1	"left"	1.103	2.507	"recently_learned_faces"	295.333	293.946
296.437	"famous_faces_false_combination"	1	"right"	1.29	2.508	"famous_faces"	298.922	297.727
299.73	"famous_faces_false_combination"	1	"right"	0.925	2.508	"famous_faces"	302.209	300.655
303.257	"recently_learned_faces_baseline"	1	"right"	1.007	2.508	"recently_learned_faces_baseline"	305.747	304.264
