"onset"	"trial_type"	"accuracy"	"button"	"response_time"	"duration"	"trial_type_less_granular"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
8.214	"recently_learned_faces_baseline"	0	"left"	1.859	2.207	"recently_learned_faces_baseline"	10.39	10.073
11.34	"recently_learned_faces_baseline"	1	"right"	1.03	2.508	"recently_learned_faces_baseline"	13.828	12.37
14.784	"famous_faces_baseline"	1	"left"	2.204	2.507	"famous_faces_baseline"	17.266	16.988
18.211	"famous_faces_baseline"	1	"right"	2.398	2.524	"famous_faces_baseline"	20.704	20.609
21.905	"famous_faces_false_combination"	1	"right"	2.106	2.508	"famous_faces"	24.393	24.011
25.198	"famous_faces_correct_combination"	1	"left"	1.958	2.508	"famous_faces"	27.68	27.156
28.776	"recently_learned_faces_false_combination"	0	NA	NA	2.524	"recently_learned_faces"	31.269	NA
32.219	"recently_learned_faces_false_combination"	1	"right"	2.165	2.508	"recently_learned_faces"	34.707	34.384
35.863	"famous_faces_false_combination"	0	"left"	2.065	2.508	"famous_faces"	38.346	37.928
39.29	"famous_faces_baseline"	1	"left"	1.829	2.524	"famous_faces_baseline"	41.784	41.119
42.684	"recently_learned_faces_baseline"	1	"left"	1.235	2.507	"recently_learned_faces_baseline"	45.171	43.919
46.278	"famous_faces_false_combination"	1	"right"	1.162	2.507	"famous_faces"	48.76	47.44
49.705	"famous_faces_baseline"	1	"right"	2.161	2.524	"famous_faces_baseline"	52.198	51.866
55.405	"famous_faces_baseline"	1	"right"	1.632	2.507	"famous_faces_baseline"	57.889	57.037
58.949	"recently_learned_faces_correct_combination"	1	"left"	1.85	2.507	"recently_learned_faces"	61.427	60.799
62.225	"recently_learned_faces_false_combination"	1	"right"	1.881	2.508	"recently_learned_faces"	64.714	64.106
65.769	"famous_faces_correct_combination"	1	"left"	1.251	2.508	"famous_faces"	68.252	67.02
69.313	"famous_faces_false_combination"	1	"right"	1.167	2.508	"famous_faces"	71.791	70.48
72.69	"recently_learned_faces_false_combination"	0	"left"	1.957	2.507	"recently_learned_faces"	75.179	74.647
76.284	"famous_faces_false_combination"	1	"right"	1.486	2.507	"famous_faces"	78.768	77.77
