"onset"	"trial_type"	"accuracy"	"button"	"response_time"	"duration"	"trial_type_less_granular"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
10.406	"recently_learned_faces_baseline"	0	NA	NA	0.017	"recently_learned_faces_baseline"	10.406	NA
11.242	"recently_learned_faces_baseline"	0	NA	NA	2.507	"recently_learned_faces_baseline"	13.727	NA
14.886	"famous_faces_baseline"	1	"left"	1.919	2.508	"famous_faces_baseline"	17.366	16.805
18.413	"famous_faces_baseline"	0	NA	NA	2.508	"famous_faces_baseline"	20.904	NA
21.807	"famous_faces_false_combination"	1	"right"	1.168	2.507	"famous_faces"	24.292	22.975
25.25	"famous_faces_correct_combination"	0	NA	NA	2.508	"famous_faces"	27.73	NA
28.878	"recently_learned_faces_false_combination"	1	"right"	1.836	2.507	"recently_learned_faces"	31.369	30.714
32.271	"recently_learned_faces_false_combination"	0	NA	NA	2.508	"recently_learned_faces"	34.757	NA
35.665	"famous_faces_false_combination"	1	"right"	1.304	2.507	"famous_faces"	38.145	36.969
39.292	"famous_faces_baseline"	0	NA	NA	2.508	"famous_faces_baseline"	41.784	NA
42.686	"recently_learned_faces_baseline"	0	"right"	1.296	2.507	"recently_learned_faces_baseline"	45.171	43.982
46.229	"famous_faces_false_combination"	0	NA	NA	2.508	"famous_faces"	48.71	NA
49.807	"famous_faces_baseline"	0	"left"	2.097	2.507	"famous_faces_baseline"	52.299	51.904
55.256	"famous_faces_baseline"	0	NA	NA	2.508	"famous_faces_baseline"	57.737	NA
58.884	"recently_learned_faces_correct_combination"	1	"left"	2.376	2.507	"recently_learned_faces"	61.376	61.26
62.428	"recently_learned_faces_false_combination"	1	"right"	2.473	2.507	"recently_learned_faces"	64.914	64.901
65.771	"famous_faces_correct_combination"	1	"left"	1.474	2.507	"famous_faces"	68.251	67.245
69.298	"famous_faces_false_combination"	1	"right"	1.011	2.508	"famous_faces"	71.79	70.309
72.842	"recently_learned_faces_false_combination"	0	"left"	2.005	2.508	"recently_learned_faces"	75.329	74.847
76.386	"famous_faces_false_combination"	0	"left"	1.744	2.507	"famous_faces"	78.867	78.13
79.763	"recently_learned_faces_false_combination"	1	"right"	1.482	2.507	"recently_learned_faces"	82.255	81.245
83.156	"recently_learned_faces_false_combination"	1	"right"	1.575	2.508	"recently_learned_faces"	85.643	84.731
86.7	"famous_faces_baseline"	1	"right"	1.474	2.507	"famous_faces_baseline"	89.181	88.174
90.127	"famous_faces_baseline"	1	"right"	1.621	2.507	"famous_faces_baseline"	92.619	91.748
93.721	"famous_faces_false_combination"	1	"right"	1.257	2.507	"famous_faces"	96.208	94.978
