"onset"	"trial_type"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
10.506	"Contingent"	NA	NA	0.25	10.741	NA
11.241	"Contingent"	NA	NA	2.809	14.03	NA
14.785	"Contingent"	"right"	1.384	2.808	17.57	16.169
18.329	"Contingent"	"right"	1.037	2.808	21.111	19.366
21.873	"Contingent"	"left"	1.74	2.792	24.652	23.613
25.4	"NonContingent"	"left"	1.106	2.809	28.192	26.506
28.844	"Contingent"	"left"	1.014	2.808	31.632	29.858
32.287	"Contingent"	"right"	1.15	2.809	35.072	33.437
35.681	"Contingent"	"left"	1.314	2.808	38.462	36.995
39.208	"NonContingent"	"left"	2.079	2.809	42.002	41.287
42.652	"Contingent"	"left"	1.854	2.808	45.442	44.506
46.346	"NonContingent"	"left"	1.656	2.809	49.133	48.002
49.74	"NonContingent"	"left"	1.532	2.808	52.523	51.272
55.306	"NonContingent"	"left"	1.403	2.809	58.089	56.709
58.75	"Contingent"	"left"	1.112	2.792	61.529	59.862
62.378	"NonContingent"	"left"	1.546	2.808	65.17	63.924
65.921	"NonContingent"	"left"	1.496	2.809	68.71	67.417
69.315	"Contingent"	"left"	1.193	2.808	72.1	70.508
72.759	"Contingent"	"left"	1.544	2.808	75.54	74.303
76.186	"Contingent"	"left"	1.319	2.808	78.98	77.505
79.78	"NonContingent"	"left"	1.515	2.808	82.571	81.295
83.324	"Contingent"	"left"	1.825	2.808	86.112	85.149
86.868	"NonContingent"	"left"	1.68	2.808	89.652	88.548
90.211	"Contingent"	"left"	2.406	2.792	92.991	92.617
93.738	"Contingent"	NA	NA	2.809	96.532	NA
97.332	"Contingent"	NA	NA	2.809	100.123	NA
102.949	"Contingent"	"left"	1.777	2.808	105.74	104.726
106.343	"Contingent"	"left"	1.666	2.808	109.13	108.009
109.736	"NonContingent"	"left"	2.654	2.808	112.52	112.39
113.38	"NonContingent"	"right"	2.303	2.792	116.161	115.683
116.757	"NonContingent"	"right"	2.381	2.808	119.55	119.138
120.201	"NonContingent"	"left"	1.364	2.808	122.99	121.565
123.895	"Contingent"	"left"	1.268	2.808	126.681	125.163
127.238	"Contingent"	"left"	1.167	2.792	130.02	128.405
130.766	"Contingent"	"left"	0.948	2.808	133.561	131.714
134.31	"NonContingent"	"right"	2.392	2.808	137.102	136.702
137.653	"Contingent"	NA	NA	2.808	140.441	NA
141.347	"Contingent"	"left"	2.421	2.809	144.132	143.768
144.791	"NonContingent"	"right"	2.759	2.792	147.572	147.55
150.308	"Contingent"	"left"	0.926	2.808	153.088	151.234
153.885	"NonContingent"	"left"	2.052	2.808	156.679	155.937
