"onset"	"trial_type"	"accuracy"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
10.74	"Visual_Same"	1	"right"	0.905	1.788	12.528	11.645
13.331	"Visual_Lure"	1	"left"	0.746	1.788	15.119	14.077
15.871	"Visual_Different"	1	"left"	0.707	1.789	17.66	16.578
18.412	"Visual_Lure"	1	"left"	0.854	1.789	20.201	19.266
20.736	"Visual_Lure"	1	"left"	1.145	1.789	22.525	21.881
23.377	"Visual_Different"	1	"left"	0.901	1.789	25.166	24.278
25.818	"Visual_Different"	1	"left"	0.793	1.788	27.606	26.611
33.441	"Auditory_Different"	1	"left"	1.133	1.788	35.229	34.574
35.831	"Auditory_Lure"	0	"right"	0.958	1.789	37.62	36.789
38.272	"Auditory_Different"	1	"left"	1.553	1.788	40.06	39.825
40.712	"Auditory_Same"	1	"right"	1.217	1.789	42.501	41.929
43.337	"Auditory_Same"	1	"right"	1.037	1.788	45.125	44.374
45.777	"Auditory_Lure"	1	"left"	1.47	1.789	47.566	47.247
48.218	"Auditory_Lure"	1	"left"	1.148	1.789	50.007	49.366
55.74	"Visual_Lure"	1	"left"	0.839	1.789	57.529	56.579
58.331	"Visual_Different"	1	"left"	0.663	1.789	60.12	58.994
60.772	"Visual_Same"	1	"right"	0.858	1.789	62.561	61.63
63.213	"Visual_Different"	1	"left"	0.67	1.772	64.985	63.883
65.887	"Visual_Different"	1	"left"	0.74	1.789	67.676	66.627
68.228	"Visual_Same"	1	"right"	1.234	1.788	70.016	69.462
70.819	"Visual_Same"	0	NA	NA	1.788	72.607	NA
78.241	"Auditory_Same"	1	"right"	1.505	1.788	80.029	79.746
80.882	"Auditory_Same"	1	"right"	1.667	1.789	82.671	82.549
83.423	"Auditory_Different"	1	"left"	0.902	1.789	85.212	84.325
85.696	"Auditory_Same"	0	NA	NA	1.789	87.485	NA
88.237	"Auditory_Lure"	1	"left"	1.155	1.789	90.026	89.392
95.843	"Visual_Lure"	1	"left"	0.853	1.789	97.632	96.696
98.434	"Visual_Same"	1	"right"	0.721	1.789	100.223	99.155
100.825	"Visual_Lure"	1	"left"	0.862	1.788	102.613	101.687
103.249	"Visual_Different"	1	"left"	0.605	1.788	105.037	103.854
105.84	"Visual_Different"	1	"left"	0.581	1.788	107.628	106.421
108.18	"Visual_Same"	1	"right"	1.389	1.789	109.969	109.569
110.821	"Visual_Same"	1	"right"	1.656	1.789	112.61	112.477
118.344	"Auditory_Lure"	1	"left"	1.244	1.788	120.132	119.588
120.935	"Auditory_Same"	1	"right"	0.864	1.788	122.723	121.799
123.359	"Auditory_Lure"	1	"left"	0.906	1.788	125.147	124.265
125.799	"Auditory_Different"	1	"left"	1.033	1.789	127.588	126.832
128.24	"Auditory_Different"	1	"left"	1.012	1.789	130.029	129.252
130.881	"Auditory_Same"	1	"right"	1.58	1.789	132.67	132.461
133.322	"Auditory_Same"	1	"right"	1.416	1.788	135.11	134.738
140.794	"Visual_Lure"	1	"left"	0.633	1.789	142.583	141.427
143.235	"Visual_Lure"	1	"left"	0.882	1.788	145.023	144.117
145.809	"Visual_Same"	1	"right"	0.872	1.789	147.598	146.681
148.4	"Visual_Lure"	1	"left"	0.674	1.789	150.189	149.074
150.79	"Visual_Different"	1	"left"	0.591	1.789	152.579	151.381
158.246	"Auditory_Lure"	1	"left"	1.112	1.789	160.035	159.358
160.921	"Auditory_Lure"	1	"left"	1.476	1.788	162.709	162.397
163.311	"Auditory_Different"	1	"left"	1.098	1.789	165.1	164.409
165.752	"Auditory_Same"	1	"right"	0.92	1.788	167.54	166.672
168.343	"Auditory_Lure"	1	"left"	1.068	1.788	170.131	169.411
175.782	"Visual_Lure"	1	"left"	0.854	1.788	177.57	176.636
178.373	"Visual_Lure"	1	"left"	1.14	1.788	180.161	179.513
180.914	"Visual_Same"	0	"left"	1.078	1.788	182.702	181.992
183.204	"Visual_Different"	1	"left"	0.781	1.788	184.992	183.985
185.795	"Visual_Different"	1	"left"	0.756	1.789	187.584	186.551
188.169	"Visual_Lure"	1	"left"	1.11	1.788	189.957	189.279
195.741	"Auditory_Same"	1	"right"	1.182	1.789	197.53	196.923
198.433	"Auditory_Same"	1	"right"	1.136	1.788	200.221	199.569
200.706	"Auditory_Different"	1	"left"	1.026	1.789	202.495	201.732
203.347	"Auditory_Lure"	0	"right"	1.498	1.789	205.136	204.845
205.788	"Auditory_Lure"	1	"left"	1.024	1.788	207.576	206.812
208.228	"Auditory_Same"	1	"right"	1.257	1.789	210.017	209.485
215.885	"Visual_Same"	1	"right"	0.732	1.788	217.673	216.617
218.425	"Visual_Different"	1	"left"	0.646	1.789	220.214	219.071
220.766	"Visual_Same"	1	"right"	0.998	1.788	222.554	221.764
223.407	"Visual_Lure"	1	"left"	0.759	1.789	225.196	224.166
225.781	"Visual_Lure"	1	"left"	0.753	1.788	227.569	226.534
228.171	"Visual_Different"	1	"left"	0.678	1.789	229.96	228.849
230.712	"Visual_Different"	1	"left"	0.63	1.789	232.501	231.342
238.385	"Auditory_Same"	1	"right"	1.146	1.789	240.174	239.531
240.826	"Auditory_Different"	1	"left"	0.775	1.788	242.614	241.601
243.216	"Auditory_Same"	1	"right"	1.096	1.789	245.005	244.312
245.757	"Auditory_Lure"	1	"left"	1.076	1.789	247.546	246.833
248.381	"Auditory_Lure"	1	"left"	0.952	1.789	250.17	249.333
250.822	"Auditory_Different"	1	"left"	0.867	1.789	252.611	251.689
253.263	"Auditory_Different"	1	"left"	1.128	1.788	255.051	254.391
260.885	"Visual_Different"	1	"left"	0.577	1.789	262.674	261.462
263.276	"Visual_Different"	1	"left"	0.663	1.789	265.065	263.939
265.817	"Visual_Lure"	1	"left"	0.989	1.788	267.605	266.806
268.358	"Visual_Same"	1	"right"	0.569	1.772	270.13	268.927
270.681	"Visual_Same"	1	"right"	0.808	1.789	272.47	271.489
273.373	"Visual_Different"	1	"left"	0.558	1.788	275.161	273.931
280.795	"Auditory_Same"	1	"right"	1.054	1.772	282.567	281.849
283.219	"Auditory_Lure"	0	"right"	1.116	1.788	285.007	284.335
285.91	"Auditory_Same"	1	"right"	1.256	1.789	287.699	287.166
288.351	"Auditory_Different"	1	"left"	0.748	1.788	290.139	289.099
290.892	"Auditory_Different"	1	"left"	0.862	1.788	292.68	291.754
293.215	"Auditory_Lure"	0	"right"	1.116	1.789	295.004	294.331
300.838	"Visual_Different"	1	"left"	0.575	1.789	302.627	301.413
303.228	"Visual_Different"	1	"left"	0.758	1.789	305.017	303.986
305.87	"Visual_Same"	1	"right"	0.637	1.771	307.641	306.507
308.243	"Visual_Lure"	1	"left"	0.754	1.789	310.032	308.997
310.885	"Visual_Different"	1	"left"	0.484	1.788	312.673	311.369
318.24	"Auditory_Different"	1	"left"	1.076	1.788	320.028	319.316
320.831	"Auditory_Same"	1	"right"	1.158	1.789	322.62	321.989
323.355	"Auditory_Lure"	1	"left"	0.922	1.789	325.144	324.277
325.796	"Auditory_Same"	1	"right"	0.961	1.788	327.584	326.757
328.236	"Auditory_Same"	1	"right"	1.066	1.789	330.025	329.302
330.877	"Auditory_Lure"	1	"left"	0.956	1.789	332.666	331.833
333.168	"Auditory_Lure"	1	"left"	1.038	1.772	334.94	334.206
340.841	"Visual_Same"	1	"right"	0.732	1.788	342.629	341.573
343.432	"Visual_Same"	1	"right"	0.855	1.772	345.204	344.287
345.855	"Visual_Different"	1	"left"	0.651	1.789	347.644	346.506
348.196	"Visual_Same"	1	"right"	1.261	1.788	349.984	349.457
350.737	"Visual_Lure"	1	"left"	0.652	1.788	352.525	351.389
358.293	"Auditory_Lure"	1	"left"	1.039	1.772	360.065	359.332
360.716	"Auditory_Different"	1	"left"	1.193	1.789	362.505	361.909
363.307	"Auditory_Lure"	1	"left"	0.996	1.789	365.096	364.303
365.848	"Auditory_Same"	1	"right"	0.925	1.789	367.637	366.773
368.389	"Auditory_Same"	1	"right"	0.798	1.789	370.178	369.187
370.78	"Auditory_Different"	1	"left"	1.109	1.772	372.552	371.889
378.436	"Visual_Same"	1	"right"	0.873	1.789	380.225	379.309
380.826	"Visual_Lure"	1	"left"	0.54	1.789	382.615	381.366
383.217	"Visual_Same"	1	"right"	0.936	1.772	384.989	384.153
385.841	"Visual_Different"	1	"left"	0.551	1.789	387.63	386.392
388.232	"Visual_Different"	1	"left"	0.57	1.788	390.02	388.802
390.773	"Visual_Lure"	1	"left"	0.77	1.788	392.561	391.543
398.228	"Auditory_Different"	1	"left"	1.174	1.789	400.017	399.402
400.769	"Auditory_Different"	1	"left"	0.953	1.789	402.558	401.722
403.36	"Auditory_Lure"	1	"left"	1.199	1.789	405.149	404.559
405.901	"Auditory_Different"	1	"left"	0.941	1.789	407.69	406.842
408.325	"Auditory_Same"	1	"right"	0.944	1.789	410.114	409.269
415.881	"Visual_Different"	1	"left"	0.895	1.789	417.67	416.776
418.422	"Visual_Lure"	1	"left"	0.694	1.788	420.21	419.116
420.762	"Visual_Different"	1	"left"	0.609	1.789	422.551	421.371
423.186	"Visual_Same"	1	"right"	0.587	1.789	424.975	423.773
425.727	"Visual_Same"	1	"right"	0.866	1.789	427.516	426.593
428.168	"Visual_Lure"	1	"left"	0.505	1.788	429.956	428.673
430.859	"Visual_Lure"	1	"left"	0.636	1.789	432.648	431.495
438.331	"Auditory_Different"	1	"left"	1.083	1.789	440.12	439.414
440.722	"Auditory_Different"	1	"left"	0.974	1.788	442.51	441.696
443.413	"Auditory_Same"	1	"right"	0.919	1.789	445.202	444.332
445.737	"Auditory_Lure"	1	"left"	0.905	1.788	447.525	446.642
448.378	"Auditory_Different"	1	"left"	0.915	1.788	450.166	449.293
455.884	"Visual_Same"	1	"right"	0.686	1.788	457.672	456.57
458.324	"Visual_Same"	1	"right"	0.606	1.789	460.113	458.93
460.765	"Visual_Lure"	1	"left"	0.67	1.772	462.537	461.435
463.189	"Visual_Different"	1	"left"	0.667	1.788	464.977	463.856
465.83	"Visual_Same"	1	"right"	0.566	1.789	467.619	466.396
473.336	"Auditory_Different"	1	"left"	0.975	1.788	475.124	474.311
