"onset"	"trial_type"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
8.854	"Contingent"	"left"	1.704	1.705	10.54	10.558
11.395	"Contingent"	"left"	1.098	2.809	14.181	12.493
14.789	"Contingent"	"left"	1.37	2.808	17.57	16.159
18.416	"Contingent"	"left"	1.124	2.808	21.211	19.54
21.81	"Contingent"	"left"	1.333	2.808	24.601	23.143
25.203	"NonContingent"	"left"	1.109	2.808	27.991	26.312
28.797	"Contingent"	"left"	1.228	2.808	31.582	30.025
32.241	"Contingent"	"left"	1.286	2.791	35.022	33.527
35.818	"Contingent"	"left"	0.965	2.808	38.613	36.783
39.362	"NonContingent"	"left"	1.236	2.808	42.153	40.598
42.755	"Contingent"	"left"	1.025	2.809	45.543	43.78
46.199	"NonContingent"	"left"	1.651	2.808	48.983	47.85
49.793	"NonContingent"	"left"	1.299	2.792	52.574	51.092
55.309	"NonContingent"	"left"	1.279	2.792	58.089	56.588
58.837	"Contingent"	"left"	0.868	2.808	61.63	59.705
62.431	"NonContingent"	"right"	1.312	2.808	65.221	63.743
65.724	"NonContingent"	"left"	1.181	2.808	68.51	66.905
69.368	"Contingent"	"left"	1.076	2.808	72.151	70.444
72.895	"Contingent"	"left"	0.949	2.809	75.691	73.844
76.188	"Contingent"	"left"	0.87	2.809	78.98	77.058
79.732	"NonContingent"	"left"	1.132	2.809	82.52	80.864
83.326	"Contingent"	"left"	1.018	2.809	86.111	84.344
86.77	"NonContingent"	"right"	1.302	2.808	89.551	88.072
90.197	"Contingent"	"left"	1.248	2.808	92.991	91.445
93.741	"Contingent"	"left"	0.731	2.808	96.532	94.472
97.134	"Contingent"	"left"	1.14	2.809	99.922	98.274
102.851	"Contingent"	"left"	0.967	2.809	105.639	103.818
106.245	"Contingent"	"left"	0.843	2.808	109.029	107.088
109.789	"NonContingent"	"left"	1.251	2.791	112.569	111.04
113.416	"NonContingent"	"left"	1.735	2.808	116.21	115.151
116.86	"NonContingent"	"left"	0.93	2.808	119.65	117.79
120.303	"NonContingent"	"left"	1.185	2.809	123.09	121.488
123.747	"Contingent"	"left"	0.949	2.808	126.53	124.696
127.341	"Contingent"	"left"	0.902	2.792	130.121	128.243
130.667	"Contingent"	"left"	0.732	2.809	133.46	131.399
134.362	"NonContingent"	"right"	1.606	2.808	137.151	135.968
137.705	"Contingent"	"left"	1.354	2.808	140.49	139.059
141.249	"Contingent"	"left"	0.829	2.808	144.031	142.078
144.793	"NonContingent"	"left"	1.278	2.792	147.572	146.071
150.443	"Contingent"	"left"	0.865	2.808	153.237	151.308
153.786	"NonContingent"	"left"	1.256	2.809	156.576	155.042
157.33	"Contingent"	"left"	0.957	2.809	160.117	158.287
160.724	"NonContingent"	"left"	0.927	2.808	163.507	161.651
164.368	"NonContingent"	"left"	1.247	2.792	167.148	165.615
167.895	"NonContingent"	"right"	1.272	2.808	170.688	169.167
171.339	"NonContingent"	"left"	1.443	2.808	174.128	172.782
174.732	"NonContingent"	"left"	1.297	2.809	177.517	176.029
178.276	"Contingent"	"left"	0.864	2.808	181.058	179.14
181.653	"NonContingent"	"right"	1.477	2.808	184.448	183.13
185.297	"Contingent"	"left"	0.746	2.808	188.089	186.043
188.741	"Contingent"	"left"	1.002	2.808	191.529	189.743
192.134	"NonContingent"	"left"	0.903	2.808	194.919	193.037
197.951	"Contingent"	"left"	1.026	2.809	200.736	198.977
201.395	"NonContingent"	"right"	1.125	2.808	204.176	202.52
204.722	"NonContingent"	"left"	1.216	2.808	207.515	205.938
208.316	"NonContingent"	"left"	1.723	2.808	211.106	210.039
211.759	"NonContingent"	"left"	0.998	2.809	214.546	212.757
215.203	"NonContingent"	"left"	1.603	2.808	217.986	216.806
218.847	"NonContingent"	"left"	1.317	2.792	221.627	220.164
222.274	"NonContingent"	"left"	1.413	2.808	225.067	223.687
225.868	"NonContingent"	"left"	1.282	2.808	228.658	227.15
229.211	"Contingent"	"left"	0.815	2.809	231.997	230.026
232.805	"Contingent"	"left"	0.601	2.809	235.588	233.406
236.182	"Contingent"	"left"	0.756	2.808	238.977	236.938
239.726	"Contingent"	"left"	0.515	2.808	242.518	240.241
245.443	"NonContingent"	"left"	0.9	2.808	248.235	246.343
248.786	"NonContingent"	"left"	1.639	2.809	251.574	250.425
252.33	"Contingent"	"left"	0.824	2.808	255.115	253.154
255.874	"NonContingent"	"right"	1.253	2.808	258.656	257.127
259.201	"NonContingent"	"left"	1.206	2.808	261.995	260.407
262.745	"Contingent"	"left"	1.159	2.808	265.535	263.904
266.288	"Contingent"	"left"	1.109	2.809	269.076	267.397
269.682	"NonContingent"	"left"	1.223	2.808	272.466	270.905
273.326	"Contingent"	"left"	0.904	2.792	276.107	274.23
276.853	"NonContingent"	"left"	0.911	2.809	279.647	277.764
280.247	"NonContingent"	"left"	1.209	2.808	283.037	281.456
283.791	"NonContingent"	"left"	1.023	2.808	286.578	284.814
287.184	"Contingent"	"left"	0.733	2.808	289.967	287.917
292.801	"NonContingent"	"right"	1.916	2.808	295.583	294.717
296.395	"NonContingent"	"left"	0.893	2.792	299.174	297.288
299.721	"NonContingent"	"left"	0.931	2.809	302.513	300.652
303.315	"Contingent"	"left"	0.776	2.809	306.104	304.091
306.91	"NonContingent"	"left"	1.28	2.808	309.695	308.19
310.253	"NonContingent"	"left"	1.211	2.808	313.034	311.464
313.68	"Contingent"	"left"	0.878	2.808	316.474	314.558
317.274	"NonContingent"	"left"	0.698	2.808	320.065	317.972
320.868	"Contingent"	"left"	0.589	2.808	323.656	321.457
324.311	"Contingent"	"left"	0.658	2.809	327.096	324.969
327.705	"Contingent"	"left"	0.807	2.792	330.485	328.512
331.282	"Contingent"	"left"	1.031	2.809	334.076	332.313
334.625	"NonContingent"	"left"	0.557	2.809	337.415	335.182
340.343	"NonContingent"	"left"	0.799	2.808	343.132	341.142
343.786	"Contingent"	"left"	0.715	2.809	346.572	344.501
347.43	"NonContingent"	"left"	1.032	2.809	350.213	348.462
350.874	"Contingent"	"left"	0.793	2.792	353.653	351.667
354.2	"Contingent"	"left"	1.045	2.809	356.992	355.245
357.895	"Contingent"	"left"	0.792	2.808	360.683	358.687
361.338	"Contingent"	"left"	0.786	2.809	364.123	362.124
364.732	"Contingent"	"left"	0.795	2.792	367.512	365.527
368.159	"Contingent"	"left"	0.883	2.808	370.952	369.042
371.753	"Contingent"	"left"	1.01	2.808	374.543	372.763
375.347	"NonContingent"	"left"	1.627	2.808	378.134	376.974
378.79	"NonContingent"	"left"	1.236	2.809	381.574	380.026
382.134	"Contingent"	"left"	0.945	2.791	384.913	383.079
387.751	"NonContingent"	"left"	0.831	2.791	390.53	388.582
391.328	"Contingent"	"left"	0.948	2.808	394.121	392.276
394.771	"NonContingent"	"left"	0.795	2.809	397.561	395.566
398.416	"Contingent"	"left"	0.64	2.808	401.202	399.056
401.859	"NonContingent"	"left"	1.013	2.809	404.642	402.872
405.236	"NonContingent"	"left"	1.511	2.808	408.031	406.747
408.78	"Contingent"	"left"	0.755	2.808	411.572	409.535
412.374	"NonContingent"	"left"	1.238	2.808	415.163	413.612
415.817	"Contingent"	"left"	1.065	2.809	418.603	416.882
419.161	"Contingent"	"left"	0.958	2.791	421.942	420.119
422.788	"NonContingent"	"right"	1.528	2.809	425.583	424.316
426.232	"NonContingent"	"left"	1.16	2.808	429.023	427.392
429.675	"NonContingent"	"left"	1.037	2.809	432.463	430.712
435.342	"Contingent"	"left"	1.258	2.809	438.13	436.6
438.786	"NonContingent"	"left"	1.113	2.808	441.57	439.899
442.38	"NonContingent"	"left"	0.8	2.792	445.161	443.18
445.907	"Contingent"	"left"	0.772	2.809	448.701	446.679
449.2	"NonContingent"	"left"	0.502	2.809	451.99	449.702
452.895	"Contingent"	"left"	0.724	2.808	455.681	453.619
456.288	"NonContingent"	"left"	1.241	2.809	459.071	457.529
459.682	"Contingent"	"left"	0.659	2.791	462.461	460.341
463.209	"NonContingent"	"left"	0.964	2.808	466.001	464.173
466.803	"NonContingent"	"left"	0.821	2.808	469.592	467.624
470.246	"NonContingent"	"left"	1.117	2.809	473.032	471.363
473.64	"NonContingent"	"left"	2.257	2.808	476.422	475.897
477.167	"Contingent"	"left"	1.291	2.808	479.962	478.458
482.734	"Contingent"	"left"	1.009	2.808	485.528	483.743
486.278	"Contingent"	"left"	0.748	2.808	489.068	487.026
489.922	"Contingent"	"left"	0.807	2.808	492.709	490.729
493.365	"NonContingent"	"left"	1.267	2.809	496.149	494.632
496.809	"NonContingent"	"left"	1.091	2.792	499.589	497.9
500.236	"NonContingent"	"left"	0.791	2.808	503.029	501.027
503.679	"NonContingent"	"left"	1.157	2.809	506.469	504.836
507.324	"Contingent"	"left"	0.799	2.808	510.11	508.123
510.868	"Contingent"	"left"	0.716	2.808	513.65	511.584
514.261	"Contingent"	"left"	0.693	2.792	517.04	514.954
517.788	"NonContingent"	"left"	1.154	2.809	520.581	518.942
521.182	"Contingent"	"left"	1.956	2.808	523.97	523.138
