onset	duration	trial_type	accuracy	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.943	1.788	Visual_Same	1	right	0.999	12.731	11.942
13.383	1.789	Visual_Different	1	left	1.053	15.172	14.436
15.774	1.788	Visual_Same	1	right	0.663	17.562	16.437
18.298	1.789	Visual_Lure	1	left	1.035	20.087	19.333
20.688	1.789	Visual_Lure	1	left	0.83	22.477	21.518
23.38	1.788	Visual_Different	1	left	0.406	25.168	23.786
25.72	1.789	Visual_Different	1	left	0.699	27.509	26.419
33.343	1.788	Auditory_Lure	0	right	1.247	35.131	34.59
36.201	1.371	Auditory_Lure	1	left	1.504	37.572	37.705
38.692	1.321	Auditory_Same	1	right	1.513	40.013	40.205
41.032	1.655	Auditory_Lure	0	right	0.969	42.687	42.001
43.423	1.705	Auditory_Different	1	left	0.968	45.128	44.391
50.745	1.788	Visual_Same	0	left	0.911	52.533	51.656
53.336	1.788	Visual_Lure	1	left	0.843	55.124	54.179
55.877	1.772	Visual_Same	1	right	0.688	57.649	56.565
58.2	1.789	Visual_Different	1	left	0.579	59.989	58.779
60.892	1.788	Visual_Different	1	left	0.942	62.68	61.834
63.332	1.789	Visual_Lure	1	left	0.689	65.121	64.021
70.738	1.788	Auditory_Same	1	right	1.049	72.526	71.787
73.563	1.604	Auditory_Lure	1	left	1.102	75.167	74.665
75.92	1.788	Auditory_Different	1	left	1.02	77.708	76.94
78.895	1.154	Auditory_Lure	1	left	1.17	80.049	80.065
80.885	1.688	Auditory_Lure	1	left	0.636	82.573	81.521
83.375	1.789	Auditory_Different	1	left	1.125	85.164	84.5
86.334	1.12	Auditory_Different	1	left	0.688	87.454	87.022
93.288	1.789	Visual_Lure	1	left	0.691	95.077	93.979
95.829	1.789	Visual_Different	1	left	0.535	97.618	96.364
98.27	1.788	Visual_Lure	1	left	0.634	100.058	98.904
100.911	1.789	Visual_Same	1	right	0.592	102.7	101.503
103.335	1.789	Visual_Same	1	right	0.607	105.124	103.942
105.675	1.789	Visual_Different	1	left	0.478	107.464	106.153
113.348	1.789	Auditory_Same	1	right	0.898	115.137	114.246
115.956	1.705	Auditory_Same	1	right	0.868	117.661	116.824
118.396	1.655	Auditory_Different	1	left	0.769	120.051	119.165
120.804	1.788	Auditory_Same	1	right	0.868	122.592	121.672
123.629	1.404	Auditory_Lure	1	left	0.92	125.033	124.549
