onset	duration	trial_type	accuracy	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
120.773	1.789	Auditory_Same	1	right	0.899	122.562	121.672
123.197	1.789	Auditory_Different	1	left	0.743	124.986	123.94
125.788	1.789	Auditory_Different	1	left	0.646	127.577	126.434
128.329	1.789	Auditory_Lure	1	left	0.989	130.118	129.318
135.734	1.789	Visual_Different	1	left	0.465	137.523	136.199
138.426	1.788	Visual_Different	1	left	0.295	140.214	138.721
140.766	1.789	Visual_Lure	1	left	0.848	142.555	141.614
143.307	1.789	Visual_Different	1	left	0.612	145.096	143.919
145.848	1.789	Visual_Same	1	right	0.514	147.637	146.362
153.287	1.789	Auditory_Different	1	left	0.558	155.076	153.845
155.928	1.789	Auditory_Different	1	left	0.381	157.717	156.309
158.218	1.789	Auditory_Lure	1	left	0.659	160.007	158.877
160.91	1.788	Auditory_Same	1	right	0.704	162.698	161.614
163.233	1.789	Auditory_Same	1	right	0.695	165.022	163.928
165.774	1.789	Auditory_Different	1	left	0.801	167.563	166.575
173.247	1.788	Visual_Different	1	left	0.461	175.035	173.708
175.871	1.789	Visual_Lure	1	left	0.56	177.66	176.431
178.312	1.788	Visual_Different	1	left	0.348	180.1	178.66
180.903	1.788	Visual_Same	1	right	0.336	182.691	181.239
183.243	1.789	Visual_Same	1	right	0.545	185.032	183.788
185.884	1.789	Visual_Lure	1	left	0.524	187.673	186.408
188.308	1.789	Visual_Lure	1	left	0.497	190.097	188.805
195.898	1.788	Auditory_Lure	1	left	0.658	197.686	196.556
198.221	1.789	Auditory_Same	0	left	0.576	200.01	198.797
200.862	1.789	Auditory_Lure	1	left	0.788	202.651	201.65
203.253	1.789	Auditory_Different	1	left	0.802	205.042	204.055
205.894	1.789	Auditory_Different	1	left	0.556	207.683	206.45
208.268	1.788	Auditory_Same	1	right	0.646	210.056	208.914
210.708	1.789	Auditory_Same	1	right	0.633	212.497	211.341
218.248	1.772	Visual_Different	1	left	0.435	220.02	218.683
220.822	1.789	Visual_Same	1	right	0.545	222.611	221.367
223.263	1.788	Visual_Lure	1	left	0.501	225.051	223.764
225.703	1.789	Visual_Same	1	right	0.466	227.492	226.169
228.294	1.789	Visual_Same	1	right	0.65	230.083	228.944
230.885	1.772	Visual_Lure	1	left	0.517	232.657	231.402
233.209	1.789	Visual_Lure	1	left	0.547	234.998	233.756
240.731	1.789	Auditory_Lure	1	left	0.668	242.52	241.399
243.323	1.788	Auditory_Lure	1	left	0.659	245.111	243.982
245.914	1.788	Auditory_Same	1	right	0.642	247.702	246.556
248.354	1.789	Auditory_Lure	1	left	1.199	250.143	249.553
250.745	1.788	Auditory_Different	1	left	0.967	252.533	251.712
258.384	1.789	Visual_Lure	1	left	0.576	260.173	258.96
260.825	1.789	Visual_Different	1	left	0.493	262.614	261.318
263.366	1.788	Visual_Same	1	right	0.365	265.154	263.731
265.907	1.788	Visual_Different	1	left	0.398	267.695	266.305
268.18	1.789	Visual_Different	1	left	0.52	269.969	268.7
270.721	1.789	Visual_Same	1	right	0.396	272.51	271.117
273.162	1.788	Visual_Same	1	right	0.632	274.95	273.794
280.935	1.789	Auditory_Same	1	right	0.726	282.724	281.661
283.225	1.789	Auditory_Lure	1	left	0.654	285.014	283.879
285.866	1.789	Auditory_Same	1	right	0.9	287.655	286.766
288.307	1.789	Auditory_Different	1	left	0.805	290.096	289.112
290.848	1.772	Auditory_Different	1	left	0.668	292.62	291.516
293.171	1.789	Auditory_Lure	1	left	0.805	294.96	293.976
300.945	1.788	Visual_Lure	1	left	0.494	302.733	301.439
303.369	1.788	Visual_Lure	1	left	0.444	305.157	303.813
305.759	1.789	Visual_Same	1	right	0.633	307.548	306.392
308.3	1.789	Visual_Different	1	left	0.39	310.089	308.69
310.841	1.789	Visual_Different	1	left	0.402	312.63	311.243
313.282	1.788	Visual_Lure	1	left	0.678	315.07	313.96
320.837	1.789	Auditory_Same	1	right	0.74	322.626	321.577
323.429	1.788	Auditory_Same	1	right	0.742	325.217	324.171
325.769	1.788	Auditory_Different	1	left	0.792	327.557	326.561
328.41	1.772	Auditory_Lure	1	left	0.727	330.182	329.137
330.684	1.788	Auditory_Lure	1	left	0.819	332.472	331.503
333.224	1.789	Auditory_Same	1	right	0.754	335.013	333.978
340.73	1.789	Visual_Same	0	left	0.476	342.519	341.206
343.422	1.788	Visual_Same	1	right	0.456	345.21	343.878
345.762	1.789	Visual_Different	1	left	0.57	347.551	346.332
348.202	1.789	Visual_Lure	1	left	0.566	349.991	348.768
350.844	1.788	Visual_Lure	1	left	0.485	352.632	351.329
353.268	1.788	Visual_Same	1	right	0.451	355.056	353.719
360.89	1.789	Auditory_Different	1	left	0.64	362.679	361.53
363.331	1.789	Auditory_Lure	1	left	0.517	365.12	363.848
365.705	1.788	Auditory_Different	1	left	0.682	367.493	366.387
368.346	1.789	Auditory_Same	1	right	0.674	370.135	369.02
370.887	1.789	Auditory_Same	1	right	1.145	372.676	372.032
373.227	1.789	Auditory_Lure	1	left	0.569	375.016	373.796
375.768	1.789	Auditory_Lure	1	left	0.823	377.557	376.591
383.441	1.789	Visual_Lure	1	left	0.548	385.23	383.989
385.781	1.789	Visual_Lure	1	left	0.564	387.57	386.345
388.356	1.788	Visual_Different	1	left	0.407	390.144	388.763
390.796	1.789	Visual_Same	1	right	0.428	392.585	391.224
393.237	1.789	Visual_Lure	1	left	0.346	395.026	393.583
400.743	1.788	Auditory_Lure	1	left	0.618	402.531	401.361
403.367	1.789	Auditory_Different	1	left	0.911	405.156	404.278
405.908	1.789	Auditory_Same	1	right	0.707	407.697	406.615
408.299	1.788	Auditory_Different	1	left	0.907	410.087	409.206
410.739	1.789	Auditory_Different	1	left	0.866	412.528	411.605
413.33	1.789	Auditory_Same	1	right	0.633	415.119	413.963
415.754	1.789	Auditory_Same	1	right	0.843	417.543	416.597
423.444	1.789	Visual_Lure	1	left	0.603	425.233	424.047
425.717	1.789	Visual_Different	1	left	0.487	427.506	426.204
428.359	1.788	Visual_Lure	1	left	0.732	430.147	429.091
430.799	1.789	Visual_Same	1	right	0.448	432.588	431.247
433.24	1.788	Visual_Same	1	right	0.519	435.028	433.759
435.881	1.772	Visual_Different	1	left	0.407	437.653	436.288
443.236	1.789	Auditory_Same	1	right	0.84	445.025	444.076
445.928	1.788	Auditory_Same	1	right	0.69	447.716	446.618
448.251	1.789	Auditory_Different	1	left	0.566	450.04	448.817
450.692	1.789	Auditory_Same	1	right	0.763	452.481	451.455
453.333	1.789	Auditory_Lure	1	left	0.586	455.122	453.919
460.739	1.788	Visual_Same	1	right	0.465	462.527	461.204
463.43	1.789	Visual_Same	1	right	0.398	465.219	463.828
465.854	1.789	Visual_Different	1	left	0.431	467.643	466.285
468.194	1.789	Visual_Same	1	right	0.486	469.983	468.68
470.785	1.789	Visual_Lure	1	left	0.558	472.574	471.343
478.442	1.788	Auditory_Different	1	left	0.696	480.23	479.138
480.765	1.789	Auditory_Same	1	right	0.939	482.554	481.704
483.306	1.789	Auditory_Different	1	left	0.423	485.095	483.729
485.847	1.789	Auditory_Lure	1	left	0.639	487.636	486.486
488.288	1.788	Auditory_Lure	1	left	0.615	490.076	488.903
490.678	1.789	Auditory_Same	1	right	0.64	492.467	491.318
498.284	1.789	Visual_Different	1	left	0.399	500.073	498.683
500.725	1.788	Visual_Different	1	left	0.409	502.513	501.134
503.316	1.788	Visual_Lure	0	right	0.486	505.104	503.802
505.84	1.789	Visual_Same	1	right	0.398	507.629	506.238
508.381	1.789	Visual_Same	1	right	0.553	510.17	508.934
510.721	1.789	Visual_Different	1	left	0.486	512.51	511.207
518.277	1.789	Auditory_Lure	1	left	0.789	520.066	519.066
520.918	1.789	Auditory_Different	1	left	0.834	522.707	521.752
523.259	1.788	Auditory_Lure	1	left	0.835	525.047	524.094
525.9	1.789	Auditory_Same	1	right	0.575	527.689	526.475
528.173	1.789	Auditory_Same	1	right	0.814	529.962	528.987
530.764	1.789	Auditory_Different	1	left	0.538	532.553	531.302
538.437	1.789	Visual_Different	1	left	0.388	540.226	538.825
540.828	1.789	Visual_Different	1	left	0.558	542.617	541.386
543.352	1.789	Visual_Same	1	right	0.396	545.141	543.748
545.743	1.788	Visual_Lure	1	left	0.566	547.531	546.309
548.183	1.789	Visual_Different	1	left	0.439	549.972	548.622
555.889	1.789	Auditory_Different	1	left	0.83	557.678	556.719
558.313	1.789	Auditory_Same	1	right	0.86	560.102	559.173
560.904	1.789	Auditory_Lure	1	left	0.725	562.693	561.629
563.345	1.789	Auditory_Same	1	right	0.664	565.134	564.009
565.685	1.789	Auditory_Same	1	right	0.748	567.474	566.433
568.226	1.789	Auditory_Lure	1	left	0.75	570.015	568.976
570.751	1.788	Auditory_Lure	1	left	0.661	572.539	571.412
578.29	1.788	Visual_Same	1	right	0.736	580.078	579.026
580.914	1.789	Visual_Same	1	right	0.635	582.703	581.549
583.204	1.789	Visual_Lure	1	left	0.598	584.993	583.802
585.795	1.789	Visual_Different	1	left	0.454	587.584	586.249
588.336	1.789	Visual_Same	1	right	0.415	590.125	588.751
595.926	1.788	Auditory_Same	1	right	0.895	597.714	596.821
598.266	1.789	Auditory_Same	1	right	0.794	600.055	599.06
600.857	1.789	Auditory_Lure	1	left	0.869	602.646	601.726
603.197	1.789	Auditory_Different	1	left	0.857	604.986	604.054
605.789	1.788	Auditory_Same	1	right	0.825	607.577	606.614
613.227	1.789	Visual_Same	1	right	0.526	615.016	613.753
615.818	1.789	Visual_Lure	1	left	0.574	617.607	616.392
618.359	1.789	Visual_Same	1	right	0.701	620.148	619.06
620.75	1.789	Visual_Different	1	left	0.503	622.539	621.253
623.374	1.789	Visual_Different	1	left	0.48	625.163	623.854
625.715	1.788	Visual_Lure	1	left	0.57	627.503	626.285
633.287	1.789	Auditory_Different	1	left	0.846	635.076	634.133
635.862	1.788	Auditory_Different	1	left	0.569	637.65	636.431
638.403	1.788	Auditory_Same	0	left	0.975	640.191	639.378
640.693	1.788	Auditory_Lure	1	left	1.28	642.481	641.973
643.334	1.789	Auditory_Different	1	left	0.85	645.123	644.184
650.94	1.772	Visual_Same	1	right	0.719	652.712	651.659
653.314	1.788	Visual_Lure	1	left	0.541	655.102	653.855
655.704	1.789	Visual_Different	1	left	0.466	657.493	656.17
658.345	1.789	Visual_Lure	1	left	0.468	660.134	658.813
660.686	1.788	Visual_Lure	1	left	0.498	662.474	661.184
663.21	1.789	Visual_Different	1	left	0.453	664.999	663.663
665.801	1.789	Visual_Different	1	left	0.591	667.59	666.392
673.273	1.789	Auditory_Lure	1	left	0.618	675.062	673.891
675.814	1.789	Auditory_Lure	1	left	1.003	677.603	676.817
678.205	1.788	Auditory_Different	1	left	0.88	679.993	679.085
680.896	1.789	Auditory_Same	1	right	0.766	682.685	681.662
683.186	1.789	Auditory_Lure	1	left	0.829	684.975	684.015
690.826	1.788	Visual_Lure	1	left	0.498	692.614	691.324
693.417	1.789	Visual_Lure	1	left	0.417	695.206	693.834
695.807	1.789	Visual_Same	1	right	0.785	697.596	696.592
698.198	1.788	Visual_Lure	1	left	0.505	699.986	698.703
700.889	1.789	Visual_Different	1	left	0.463	702.678	701.352
708.378	1.789	Auditory_Same	1	right	0.755	710.167	709.133
710.819	1.788	Auditory_Lure	1	left	0.603	712.607	711.422
713.41	1.789	Auditory_Different	1	left	0.733	715.199	714.143
715.734	1.788	Auditory_Lure	1	left	0.917	717.522	716.651
718.274	1.789	Auditory_Lure	1	left	0.712	720.063	718.986
720.715	1.789	Auditory_Different	1	left	0.56	722.504	721.275
723.156	1.788	Auditory_Different	1	left	1.044	724.944	724.2
