"onset"	"trial_type"	"accuracy"	"button"	"response_time"	"duration"	"trial_type_less_granular"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
10.3	"recently_learned_faces_baseline"	0	NA	NA	0.017	"recently_learned_faces_baseline"	10.301	NA
11.437	"recently_learned_faces_baseline"	1	"right"	2.208	2.508	"recently_learned_faces_baseline"	13.928	13.645
14.73	"famous_faces_baseline"	1	"left"	1.648	2.508	"famous_faces_baseline"	17.215	16.378
18.375	"famous_faces_baseline"	1	"right"	1.643	2.507	"famous_faces_baseline"	20.854	20.018
21.802	"famous_faces_false_combination"	1	"right"	1.833	2.507	"famous_faces"	24.292	23.635
25.245	"famous_faces_correct_combination"	1	"left"	1.186	2.508	"famous_faces"	27.73	26.431
28.689	"recently_learned_faces_false_combination"	1	"right"	2.163	2.507	"recently_learned_faces"	31.168	30.852
32.366	"recently_learned_faces_false_combination"	1	"right"	1.522	2.508	"recently_learned_faces"	34.857	33.888
35.81	"famous_faces_false_combination"	1	"right"	1.881	2.508	"famous_faces"	38.295	37.691
39.254	"famous_faces_baseline"	1	"left"	1.228	2.507	"famous_faces_baseline"	41.733	40.482
42.831	"recently_learned_faces_baseline"	1	"left"	0.916	2.508	"recently_learned_faces_baseline"	45.322	43.747
46.124	"famous_faces_false_combination"	1	"right"	2.375	2.508	"famous_faces"	48.609	48.499
49.668	"famous_faces_baseline"	1	"right"	1.353	2.508	"famous_faces_baseline"	52.147	51.021
55.452	"famous_faces_baseline"	1	"right"	1.288	2.508	"famous_faces_baseline"	57.939	56.74
58.745	"recently_learned_faces_correct_combination"	1	"left"	1.403	2.508	"recently_learned_faces"	61.226	60.148
62.323	"recently_learned_faces_false_combination"	1	"right"	1.319	2.507	"recently_learned_faces"	64.815	63.642
65.767	"famous_faces_correct_combination"	1	"left"	1.54	2.507	"famous_faces"	68.253	67.307
69.361	"famous_faces_false_combination"	1	"right"	1.349	2.507	"famous_faces"	71.842	70.71
72.737	"recently_learned_faces_false_combination"	1	"right"	2.152	2.508	"recently_learned_faces"	75.229	74.889
76.331	"famous_faces_false_combination"	0	NA	NA	2.508	"famous_faces"	78.818	NA
79.675	"recently_learned_faces_false_combination"	1	"right"	1.438	2.507	"recently_learned_faces"	82.155	81.113
83.352	"recently_learned_faces_false_combination"	1	"right"	1.822	2.508	"recently_learned_faces"	85.844	85.174
86.746	"famous_faces_baseline"	1	"right"	1.903	2.507	"famous_faces_baseline"	89.232	88.649
90.29	"famous_faces_baseline"	1	"right"	1.092	2.507	"famous_faces_baseline"	92.771	91.382
93.617	"famous_faces_false_combination"	1	"right"	1.319	2.507	"famous_faces"	96.108	94.936
97.161	"recently_learned_faces_false_combination"	1	"right"	1.477	2.507	"recently_learned_faces"	99.646	98.638
102.794	"recently_learned_faces_correct_combination"	1	"left"	1.65	2.524	"recently_learned_faces"	105.288	104.444
106.238	"famous_faces_correct_combination"	1	"left"	1.163	2.507	"famous_faces"	108.726	107.401
109.932	"recently_learned_faces_correct_combination"	1	"left"	1.154	2.508	"recently_learned_faces"	112.415	111.086
113.309	"recently_learned_faces_false_combination"	1	"right"	1.232	2.524	"recently_learned_faces"	115.803	114.541
116.853	"recently_learned_faces_correct_combination"	1	"left"	1.883	2.507	"recently_learned_faces"	119.342	118.736
120.246	"famous_faces_correct_combination"	1	"left"	1.134	2.508	"famous_faces"	122.729	121.38
123.824	"famous_faces_correct_combination"	1	"left"	0.958	2.524	"famous_faces"	126.318	124.782
127.167	"recently_learned_faces_correct_combination"	1	"left"	1.327	2.507	"recently_learned_faces"	129.655	128.494
130.761	"famous_faces_baseline"	1	"left"	1.356	2.508	"famous_faces_baseline"	133.244	132.117
134.338	"recently_learned_faces_baseline"	1	"right"	1.399	2.525	"recently_learned_faces_baseline"	136.833	135.737
137.632	"famous_faces_baseline"	1	"left"	1.281	2.507	"famous_faces_baseline"	140.12	138.913
141.176	"famous_faces_correct_combination"	1	"left"	0.947	2.507	"famous_faces"	143.658	142.123
144.753	"recently_learned_faces_correct_combination"	1	"left"	1.289	2.524	"recently_learned_faces"	147.247	146.042
150.403	"famous_faces_baseline"	1	"right"	1.195	2.508	"famous_faces_baseline"	152.888	151.598
153.847	"famous_faces_correct_combination"	1	"left"	1.273	2.507	"famous_faces"	156.326	155.12
157.274	"famous_faces_baseline"	1	"right"	0.987	2.507	"famous_faces_baseline"	159.764	158.261
160.918	"recently_learned_faces_correct_combination"	1	"left"	0.986	2.508	"recently_learned_faces"	163.403	161.904
164.211	"recently_learned_faces_baseline"	1	"left"	0.926	2.508	"recently_learned_faces_baseline"	166.69	165.137
167.889	"recently_learned_faces_correct_combination"	1	"left"	0.968	2.507	"recently_learned_faces"	170.379	168.857
171.333	"recently_learned_faces_correct_combination"	1	"left"	1.204	2.507	"recently_learned_faces"	173.817	172.537
174.776	"recently_learned_faces_correct_combination"	1	"left"	0.979	2.508	"recently_learned_faces"	177.255	175.755
178.153	"famous_faces_false_combination"	1	"right"	1.271	2.507	"famous_faces"	180.643	179.424
181.697	"recently_learned_faces_baseline"	1	"left"	1.553	2.507	"recently_learned_faces_baseline"	184.181	183.25
185.291	"famous_faces_false_combination"	1	"right"	1.119	2.508	"famous_faces"	187.77	186.41
188.818	"famous_faces_false_combination"	1	"right"	1.307	2.508	"famous_faces"	191.308	190.125
192.111	"famous_faces_baseline"	1	"right"	1.452	2.508	"famous_faces_baseline"	194.595	193.563
197.795	"recently_learned_faces_false_combination"	1	"right"	1.842	2.508	"recently_learned_faces"	200.287	199.637
201.389	"famous_faces_false_combination"	0	"left"	1.679	2.508	"famous_faces"	203.876	203.068
204.833	"recently_learned_faces_correct_combination"	1	"left"	1.19	2.507	"recently_learned_faces"	207.314	206.023
208.21	"famous_faces_false_combination"	1	"right"	1.069	2.524	"famous_faces"	210.702	209.279
