onset	duration	trial_type	accuracy	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.743	1.788	Visual_Lure	1	left	1.023	12.531	11.766
13.284	1.788	Visual_Same	1	right	1.032	15.072	14.316
15.825	1.788	Visual_Lure	1	left	1.025	17.613	16.85
18.399	1.789	Visual_Different	0	NA	NA	20.188	NA
20.84	1.788	Visual_Different	1	left	0.966	22.628	21.806
23.28	1.789	Visual_Same	1	right	1.287	25.069	24.567
25.871	1.789	Visual_Same	1	right	0.649	27.66	26.52
33.394	1.789	Auditory_Same	1	right	0.839	35.183	34.233
35.835	1.788	Auditory_Same	1	right	0.756	37.623	36.591
38.426	1.788	Auditory_Lure	1	left	1.055	40.214	39.481
40.749	1.789	Auditory_Different	1	left	1.227	42.538	41.976
43.19	1.789	Auditory_Same	1	right	1.038	44.979	44.228
50.896	1.789	Visual_Same	1	right	0.968	52.685	51.864
53.287	1.789	Visual_Same	1	right	0.668	55.076	53.955
55.711	1.788	Visual_Different	0	NA	NA	57.499	NA
58.352	1.789	Visual_Same	1	right	0.857	60.141	59.209
60.893	1.789	Visual_Lure	1	left	0.889	62.682	61.782
68.298	1.789	Auditory_Lure	1	left	1.312	70.087	69.61
70.722	1.789	Auditory_Lure	0	right	1.523	72.511	72.245
73.414	1.788	Auditory_Same	1	right	1.02	75.202	74.434
75.854	1.789	Auditory_Lure	1	left	1.081	77.643	76.935
78.295	1.789	Auditory_Different	1	left	1.724	80.084	80.019
85.801	1.772	Visual_Same	1	right	1.028	87.573	86.829
88.225	1.788	Visual_Different	1	left	1.239	90.013	89.464
90.816	1.789	Visual_Same	1	right	0.626	92.605	91.442
93.256	1.789	Visual_Lure	0	right	0.468	95.045	93.724
95.697	1.789	Visual_Lure	0	right	0.485	97.486	96.182
98.322	1.788	Visual_Different	1	left	0.869	100.11	99.191
100.863	1.788	Visual_Different	1	left	1.129	102.651	101.992
108.235	1.788	Auditory_Lure	1	left	0.914	110.023	109.149
110.876	1.789	Auditory_Different	1	left	1.302	112.665	112.178
113.266	1.789	Auditory_Same	1	right	1.116	115.055	114.382
115.908	1.788	Auditory_Different	1	left	1.039	117.696	116.947
118.298	1.789	Auditory_Different	0	NA	NA	120.087	NA
120.672	1.789	Auditory_Same	1	right	1.152	122.461	121.824
123.363	1.789	Auditory_Same	1	right	0.82	125.152	124.183
130.836	1.788	Visual_Lure	1	left	0.841	132.624	131.677
133.276	1.789	Visual_Lure	1	left	1.089	135.065	134.365
135.917	1.789	Visual_Same	1	right	0.473	137.706	136.39
138.358	1.789	Visual_Lure	0	right	1.603	140.147	139.961
140.799	1.788	Visual_Different	1	left	0.713	142.587	141.512
148.288	1.789	Auditory_Different	1	left	0.748	150.077	149.036
150.829	1.788	Auditory_Same	1	right	0.997	152.617	151.826
153.37	1.788	Auditory_Lure	1	left	1.083	155.158	154.453
155.911	1.788	Auditory_Same	1	right	0.741	157.699	156.652
158.234	1.789	Auditory_Same	1	right	0.512	160.023	158.746
160.825	1.789	Auditory_Lure	1	left	0.872	162.614	161.697
163.266	1.789	Auditory_Lure	1	left	0.758	165.055	164.024
170.738	1.789	Visual_Different	1	left	0.701	172.527	171.439
173.329	1.789	Visual_Lure	1	left	0.889	175.118	174.218
175.87	1.789	Visual_Different	1	left	0.924	177.659	176.794
178.211	1.772	Visual_Same	1	right	0.828	179.983	179.039
180.885	1.789	Visual_Same	1	right	0.692	182.674	181.577
183.226	1.788	Visual_Lure	1	left	0.569	185.014	183.795
185.867	1.789	Visual_Lure	1	left	0.682	187.656	186.549
193.239	1.789	Auditory_Same	1	right	0.835	195.028	194.074
195.88	1.789	Auditory_Different	1	left	0.843	197.669	196.723
198.421	1.789	Auditory_Same	1	right	0.816	200.21	199.237
200.745	1.789	Auditory_Lure	1	left	1.053	202.534	201.798
203.286	1.788	Auditory_Lure	1	left	0.995	205.074	204.281
205.676	1.789	Auditory_Different	1	left	0.993	207.465	206.669
208.368	1.788	Auditory_Different	1	left	0.821	210.156	209.189
215.89	1.789	Visual_Same	1	right	0.857	217.679	216.747
218.331	1.788	Visual_Same	1	right	0.44	220.119	218.771
220.721	1.789	Visual_Lure	0	right	0.392	222.51	221.113
223.245	1.789	Visual_Different	1	left	0.694	225.034	223.939
225.887	1.788	Visual_Same	1	right	0.933	227.675	226.82
233.393	1.788	Auditory_Same	1	right	0.702	235.181	234.095
235.733	1.789	Auditory_Lure	1	left	0.839	237.522	236.572
238.307	1.789	Auditory_Different	1	left	0.947	240.096	239.254
240.748	1.789	Auditory_Lure	1	left	1	242.537	241.748
243.389	1.789	Auditory_Lure	1	left	1.058	245.178	244.447
245.78	1.788	Auditory_Different	1	left	0.926	247.568	246.706
248.22	1.789	Auditory_Different	1	left	0.917	250.009	249.137
255.793	1.789	Visual_Different	1	left	0.75	257.582	256.543
258.234	1.788	Visual_Different	1	left	0.821	260.022	259.055
260.858	1.789	Visual_Lure	1	left	0.753	262.647	261.611
263.299	1.788	Visual_Same	1	right	0.729	265.087	264.028
265.89	1.788	Visual_Same	1	right	0.7	267.678	266.59
268.18	1.789	Visual_Different	1	left	0.903	269.969	269.083
275.736	1.789	Auditory_Same	1	right	0.798	277.525	276.534
278.377	1.789	Auditory_Same	1	right	0.715	280.166	279.092
280.768	1.788	Auditory_Different	1	left	0.759	282.556	281.527
283.192	1.788	Auditory_Lure	0	right	0.681	284.98	283.873
285.883	1.789	Auditory_Lure	1	left	0.763	287.672	286.646
288.324	1.788	Auditory_Same	0	left	1.284	290.112	289.608
295.846	1.789	Visual_Lure	1	left	0.855	297.635	296.701
298.37	1.789	Visual_Different	1	left	0.775	300.159	299.145
300.761	1.788	Visual_Same	1	right	1.227	302.549	301.988
303.201	1.789	Visual_Different	1	left	0.736	304.99	303.937
305.843	1.788	Visual_Different	1	left	0.643	307.631	306.486
308.384	1.772	Visual_Same	1	right	0.684	310.156	309.068
310.707	1.789	Visual_Same	1	right	0.64	312.496	311.347
318.347	1.772	Auditory_Lure	1	left	0.676	320.119	319.023
320.921	1.789	Auditory_Different	1	left	1.112	322.71	322.033
323.211	1.789	Auditory_Lure	1	left	0.944	325	324.155
325.802	1.789	Auditory_Same	1	right	0.786	327.591	326.588
328.243	1.789	Auditory_Same	1	right	0.765	330.032	329.008
330.817	1.789	Auditory_Different	1	left	0.911	332.606	331.728
338.34	1.789	Visual_Different	1	left	0.76	340.129	339.1
340.73	1.789	Visual_Same	1	right	0.86	342.519	341.59
343.422	1.772	Visual_Different	1	left	0.627	345.194	344.049
345.745	1.789	Visual_Lure	1	left	1.191	347.534	346.936
348.336	1.789	Visual_Lure	1	left	1.694	350.125	350.03
350.777	1.789	Visual_Same	1	right	0.831	352.566	351.608
358.433	1.789	Auditory_Different	1	left	0.898	360.222	359.331
360.824	1.789	Auditory_Different	1	left	0.701	362.613	361.525
363.264	1.789	Auditory_Same	0	left	0.88	365.053	364.144
365.705	1.789	Auditory_Lure	1	left	1.104	367.494	366.809
368.33	1.788	Auditory_Different	1	left	1.109	370.118	369.439
375.936	1.788	Visual_Same	1	right	0.918	377.724	376.854
378.326	1.789	Visual_Same	1	right	0.479	380.115	378.805
380.867	1.789	Visual_Different	1	left	0.886	382.656	381.753
383.258	1.772	Visual_Lure	1	left	0.972	385.03	384.23
385.682	1.788	Visual_Lure	1	left	0.579	387.47	386.261
388.222	1.789	Visual_Same	1	right	0.649	390.011	388.871
395.728	1.789	Auditory_Different	1	left	0.883	397.517	396.611
398.369	1.789	Auditory_Different	1	left	1.014	400.158	399.383
400.81	1.789	Auditory_Lure	1	left	0.724	402.599	401.534
403.251	1.788	Auditory_Different	1	left	0.74	405.039	403.991
405.892	1.789	Auditory_Same	1	right	0.721	407.681	406.613
413.431	1.789	Visual_Different	1	left	0.789	415.22	414.22
415.872	1.789	Visual_Different	1	left	0.816	417.661	416.688
418.212	1.789	Visual_Lure	0	right	0.906	420.001	419.118
420.803	1.789	Visual_Different	1	left	0.918	422.592	421.721
423.244	1.772	Visual_Same	1	right	1.062	425.016	424.306
430.833	1.789	Auditory_Different	1	left	0.711	432.622	431.544
433.224	1.788	Auditory_Lure	1	left	0.844	435.012	434.068
435.915	1.789	Auditory_Different	1	left	1.055	437.704	436.97
