onset	duration	trial_type	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
8.169	2.441	Contingent	left	1.873	10.59	10.042
11.512	2.641	Contingent	left	1.425	14.131	12.937
14.889	2.808	Contingent	left	1.456	17.672	16.345
18.216	2.808	Contingent	left	1.246	21.011	19.462
21.91	2.808	Contingent	right	1.513	24.702	23.423
25.353	2.809	NonContingent	right	1.205	28.142	26.558
28.897	2.809	Contingent	right	1.061	31.682	29.958
32.241	2.791	Contingent	right	1.139	35.021	33.38
35.768	2.808	Contingent	right	0.627	38.562	36.395
39.161	2.809	NonContingent	left	1.143	41.952	40.304
42.806	2.808	Contingent	right	0.764	45.593	43.57
46.249	2.808	NonContingent	right	1.126	49.033	47.375
49.643	2.791	NonContingent	right	0.983	52.423	50.626
55.36	2.791	NonContingent	right	0.995	58.14	56.355
58.887	2.808	Contingent	left	1.74	61.681	60.627
62.28	2.809	NonContingent	right	0.924	65.07	63.204
65.724	2.808	NonContingent	left	1.883	68.51	67.607
69.418	2.809	Contingent	right	1.429	72.201	70.847
72.812	2.791	Contingent	right	1.047	75.591	73.859
76.339	2.808	Contingent	left	1.125	79.132	77.464
79.732	2.809	NonContingent	left	1.795	82.521	81.527
83.376	2.809	Contingent	right	1.425	86.162	84.801
86.67	2.791	NonContingent	right	0.914	89.451	87.584
90.347	2.809	Contingent	right	0.891	93.142	91.238
93.69	2.809	Contingent	right	2.645	96.481	96.335
97.285	2.808	Contingent	right	0.823	100.072	98.108
102.801	2.808	Contingent	right	1.34	105.588	104.141
106.245	2.808	Contingent	left	1.83	109.028	108.075
109.839	2.791	NonContingent	left	1.634	112.619	111.473
113.416	2.808	NonContingent	right	2.156	116.21	115.572
116.86	2.808	NonContingent	left	1.395	119.65	118.255
120.303	2.809	NonContingent	right	1.247	123.09	121.55
123.847	2.808	Contingent	left	2.043	126.631	125.89
127.19	2.792	Contingent	right	1.137	129.97	128.327
130.718	2.808	Contingent	right	1.914	133.51	132.632
134.362	2.808	NonContingent	right	0.888	137.151	135.25
137.655	2.808	Contingent	left	0.954	140.44	138.609
141.349	2.809	Contingent	left	0.651	144.131	142
144.676	2.808	NonContingent	right	0.998	147.47	145.674
150.393	2.808	Contingent	left	1.593	153.187	151.986
153.836	2.809	NonContingent	right	1.132	156.627	154.968
157.431	2.808	Contingent	right	0.975	160.218	158.406
160.774	2.808	NonContingent	right	0.843	163.557	161.617
164.217	2.792	NonContingent	right	1.509	166.997	165.726
167.845	2.808	NonContingent	right	0.933	170.638	168.778
171.238	2.809	NonContingent	left	1.287	174.027	172.525
174.682	2.808	NonContingent	right	0.887	177.467	175.569
178.276	2.808	Contingent	left	1.202	181.058	179.478
181.87	2.792	NonContingent	right	0.926	184.649	182.796
185.247	2.808	Contingent	right	2.423	188.039	187.67
188.69	2.809	Contingent	right	0.816	191.479	189.506
192.335	2.808	NonContingent	left	1.622	195.12	193.957
197.801	2.808	Contingent	right	0.925	200.585	198.726
201.345	2.808	NonContingent	right	0.877	204.126	202.222
