onset	duration	trial_type	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
7.95700000000002	2.808	Contingent	left	2.024	10.741	9.98100000000002
11.35	2.792	Contingent	right	2.441	14.131	13.791
14.727	2.808	Contingent	left	1.293	17.521	16.02
18.371	2.809	Contingent	left	2.148	21.162	20.519
21.765	2.808	Contingent	left	1.589	24.551	23.354
25.409	2.808	NonContingent	left	1.031	28.192	26.44
28.685	2.809	Contingent	left	1.586	31.481	30.271
32.279	2.809	Contingent	right	1.614	35.072	33.893
35.823	2.809	Contingent	left	2.515	38.613	38.338
39.217	2.808	NonContingent	left	2.217	42.002	41.434
42.761	2.808	Contingent	left	1.262	45.543	44.023
46.187	2.809	NonContingent	right	1.22	48.983	47.407
49.631	2.808	NonContingent	right	1.673	52.423	51.304
55.398	2.809	NonContingent	right	2.204	58.189	57.602
58.942	2.808	Contingent	left	0.857	61.729	59.799
62.336	2.808	NonContingent	right	1.4	65.119	63.736
65.779	2.792	NonContingent	right	1.913	68.559	67.692
69.206	2.808	Contingent	right	1.613	71.999	70.819
72.75	2.808	Contingent	left	1.204	75.539	73.954
76.344	2.808	Contingent	left	1.2	79.13	77.544
79.888	2.808	NonContingent	left	1.71	82.67	81.598
83.164	2.809	Contingent	left	1.632	85.959	84.796
86.758	2.809	NonContingent	right	1.228	89.55	87.986
90.302	2.809	Contingent	right	1.985	93.091	92.287
93.846	2.808	Contingent	left	1.003	96.631	94.849
97.24	2.808	Contingent	left	1.928	100.021	99.168
102.856	2.792	Contingent	left	2.159	105.638	105.015
106.283	2.808	Contingent	left	1.069	109.078	107.352
109.877	2.809	NonContingent	right	1.703	112.669	111.58
113.421	2.808	NonContingent	right	1.692	116.209	115.113
116.714	2.809	NonContingent	left	1.33	119.498	118.044
120.258	2.792	NonContingent	left	2.005	123.038	122.263
123.886	2.808	Contingent	right	2.479	126.679	126.365
127.279	2.808	Contingent	left	1.895	130.069	129.174
130.672	2.809	Contingent	left	1.325	133.459	131.997
134.317	2.808	NonContingent	right	1.196	137.1	135.513
137.693	2.809	Contingent	right	1.678	140.489	139.371
141.137	2.808	Contingent	right	1.857	143.929	142.994
144.831	2.809	NonContingent	right	1.399	147.62	146.23
150.348	2.808	Contingent	left	0.992	153.137	151.34
153.942	2.808	NonContingent	left	1.848	156.728	155.79
157.285	2.808	Contingent	right	2.056	160.067	159.341
160.712	2.808	NonContingent	left	2.578	163.507	163.29
164.356	2.808	NonContingent	left	1.015	167.148	165.371
167.699	2.809	NonContingent	right	1.482	170.487	169.181
171.243	2.809	NonContingent	right	1.726	174.027	172.969
174.787	2.792	NonContingent	left	2.157	177.568	176.944
178.314	2.809	Contingent	left	1.349	181.109	179.663
181.858	2.809	NonContingent	left	1.878	184.649	183.736
185.201	2.809	Contingent	left	1.213	187.988	186.414
188.846	2.808	Contingent	right	1.668	191.629	190.514
192.239	2.792	NonContingent	left	1.88	195.019	194.119
197.939	2.809	Contingent	right	2.055	200.735	199.994
201.383	2.808	NonContingent	right	1.442	204.175	202.825
204.827	2.808	NonContingent	left	1.573	207.615	206.4
208.27	2.809	NonContingent	left	1.182	211.055	209.452
211.714	2.791	NonContingent	right	1.411	214.495	213.125
215.291	2.808	NonContingent	right	1.097	218.086	216.388
218.885	2.809	NonContingent	left	1.149	221.677	220.034
222.228	2.809	NonContingent	right	2.233	225.016	224.461
225.822	2.809	NonContingent	NA	NA	228.607	NA
229.166	2.791	Contingent	right	1.392	231.946	230.558
232.843	2.809	Contingent	left	0.965	235.637	233.808
236.137	2.808	Contingent	left	1.205	238.926	237.342
239.68	2.809	Contingent	right	1.431	242.466	241.111
245.297	2.808	NonContingent	right	1.241	248.083	246.538
248.741	2.808	NonContingent	right	1.983	251.523	250.724
252.385	2.792	Contingent	left	1.905	255.164	254.29
255.812	2.808	NonContingent	right	1.264	258.604	257.076
259.406	2.808	NonContingent	left	1.848	262.195	261.254
262.749	2.808	Contingent	right	1.411	265.534	264.16
266.293	2.808	Contingent	right	2.263	269.075	268.556
269.887	2.792	NonContingent	left	1.183	272.666	271.07
273.163	2.809	Contingent	left	2.012	275.955	275.175
276.808	2.808	NonContingent	right	1.951	279.596	278.759
280.251	2.809	NonContingent	right	1.337	283.036	281.588
283.695	2.791	NonContingent	right	1.739	286.476	285.434
287.122	2.808	Contingent	left	1.015	289.916	288.137
292.889	2.808	NonContingent	right	1.261	295.682	294.15
296.282	2.809	NonContingent	left	1.539	299.071	297.821
299.826	2.809	NonContingent	right	1.341	302.612	301.167
303.42	2.809	Contingent	right	1.538	306.203	304.958
306.697	2.808	NonContingent	left	1.381	309.492	308.078
310.291	2.808	NonContingent	right	1.681	313.083	311.972
313.734	2.809	Contingent	right	1.579	316.523	315.313
317.328	2.809	NonContingent	right	1.472	320.114	318.8
320.872	2.809	Contingent	left	1.346	323.654	322.218
324.149	2.808	Contingent	left	1.273	326.943	325.422
327.692	2.809	Contingent	right	1.386	330.483	329.078
331.337	2.808	Contingent	left	0.967	334.124	332.304
334.78	2.809	NonContingent	left	0.929	337.564	335.709
340.397	2.808	NonContingent	right	1.218	343.181	341.615
343.841	2.791	Contingent	left	1.219	346.621	345.06
347.267	2.809	NonContingent	left	1.666	350.061	348.933
350.912	2.808	Contingent	left	1.308	353.702	352.22
354.205	2.808	Contingent	right	1.368	356.991	355.573
357.899	2.808	Contingent	left	1.682	360.682	359.581
361.343	2.791	Contingent	left	1.042	364.122	362.385
364.669	2.809	Contingent	left	1.108	367.461	365.777
368.263	2.809	Contingent	right	1.189	371.052	369.452
371.707	2.808	Contingent	left	1.128	374.492	372.835
375.15	2.809	NonContingent	right	1.286	377.932	376.436
378.728	2.808	NonContingent	left	1.798	381.523	380.526
382.322	2.808	Contingent	left	1.475	385.114	383.797
387.738	2.808	NonContingent	left	1.615	390.529	389.353
391.332	2.808	Contingent	right	1.552	394.12	392.884
394.776	2.808	NonContingent	right	2.212	397.56	396.988
398.37	2.791	Contingent	left	1.307	401.151	399.677
401.897	2.808	NonContingent	right	1.747	404.691	403.644
405.29	2.809	NonContingent	left	1.436	408.081	406.726
408.734	2.808	Contingent	right	1.748	411.521	410.482
412.378	2.808	NonContingent	left	1.568	415.162	413.946
415.671	2.792	Contingent	left	0.945	418.451	416.616
419.299	2.808	Contingent	left	1.985	422.092	421.284
422.692	2.808	NonContingent	right	1.213	425.481	423.905
426.286	2.808	NonContingent	left	1.416	429.072	427.702
429.629	2.809	NonContingent	right	1.27	432.411	430.899
435.397	2.791	Contingent	right	2.392	438.178	437.789
438.924	2.808	NonContingent	right	2.382	441.718	441.306
442.217	2.808	NonContingent	left	1.291	445.007	443.508
445.811	2.808	Contingent	right	1.154	448.598	446.965
449.254	2.809	NonContingent	right	1.76	452.038	451.014
452.849	2.791	Contingent	left	1.912	455.629	454.761
456.225	2.809	NonContingent	left	1.395	459.018	457.62
459.869	2.809	Contingent	left	1.629	462.659	461.498
463.163	2.808	NonContingent	right	1.104	465.948	464.267
466.757	2.808	NonContingent	right	0.981	469.539	467.738
470.3	2.792	NonContingent	right	1.352	473.08	471.652
473.727	2.809	NonContingent	right	1.208	476.52	474.935
477.121	2.808	Contingent	right	1.375	479.91	478.496
482.838	2.808	Contingent	left	1.219	485.627	484.057
486.281	2.809	Contingent	right	1.806	489.067	488.087
489.725	2.808	Contingent	right	1.407	492.507	491.132
493.352	2.809	NonContingent	left	1.233	496.148	494.585
496.896	2.809	NonContingent	left	1.423	499.688	498.319
500.24	2.808	NonContingent	left	1.194	503.027	501.434
503.884	2.808	NonContingent	left	1.619	506.668	505.503
507.327	2.792	Contingent	left	0.959	510.108	508.286
510.654	2.808	Contingent	left	1.413	513.447	512.067
