onset	duration	trial_type	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
7.956	2.809	Contingent	left	1.752	10.741	9.708
11.35	2.808	Contingent	left	1.974	14.131	13.324
14.726	2.809	Contingent	left	1.724	17.521	16.45
18.27	2.809	Contingent	left	1.341	21.061	19.611
21.864	2.809	Contingent	left	1.727	24.652	23.591
25.208	2.808	NonContingent	left	1.178	27.991	26.386
28.852	2.808	Contingent	left	1.05	31.632	29.902
32.379	2.808	Contingent	left	1.367	35.172	33.746
35.772	2.809	Contingent	left	0.783	38.562	36.555
39.216	2.808	NonContingent	right	1.478	42.002	40.694
42.81	2.809	Contingent	left	1.017	45.593	43.827
46.354	2.792	NonContingent	right	1.211	49.133	47.565
49.814	2.625	NonContingent	right	1.508	52.422	51.322
55.448	2.808	NonContingent	right	1.299	58.24	56.747
58.891	2.809	Contingent	left	0.798	61.68	59.689
62.235	2.808	NonContingent	right	1.376	65.019	63.611
65.779	2.791	NonContingent	right	1.55	68.559	67.329
69.306	2.808	Contingent	right	1.277	72.1	70.583
72.85	2.808	Contingent	left	1.136	75.641	73.986
76.394	2.808	Contingent	left	0.846	79.181	77.24
79.737	2.808	NonContingent	right	2.169	82.52	81.906
83.18	2.809	Contingent	left	1.484	85.96	84.664
86.758	2.808	NonContingent	right	1.321	89.551	88.079
90.302	2.808	Contingent	left	1.304	93.092	91.606
93.745	2.809	Contingent	left	0.744	96.532	94.489
97.339	2.809	Contingent	right	1.168	100.123	98.507
102.756	2.808	Contingent	left	2.698	105.537	105.454
106.383	2.808	Contingent	left	0.64	109.178	107.023
109.827	2.808	NonContingent	left	2.154	112.618	111.981
113.27	2.809	NonContingent	right	1.735	116.058	115.005
116.914	2.809	NonContingent	right	0.981	119.699	117.895
120.258	2.791	NonContingent	right	1.036	123.038	121.294
123.885	2.809	Contingent	left	0.606	126.679	124.491
127.178	2.809	Contingent	right	2.269	129.968	129.447
130.772	2.809	Contingent	left	0.632	133.559	131.404
134.316	2.809	NonContingent	right	0.952	137.1	135.268
137.86	2.792	Contingent	left	1.099	140.64	138.959
141.137	2.808	Contingent	left	0.624	143.929	141.761
144.781	2.808	NonContingent	right	1.213	147.57	145.994
150.347	2.809	Contingent	left	0.651	153.137	150.998
153.741	2.808	NonContingent	left	1.844	156.527	155.585
157.435	2.809	Contingent	left	0.903	160.218	158.338
160.879	2.791	NonContingent	right	1.264	163.658	162.143
164.256	2.808	NonContingent	right	1.63	167.047	165.886
167.799	2.809	NonContingent	right	1.113	170.588	168.912
171.193	2.808	NonContingent	right	1.536	173.978	172.729
174.837	2.808	NonContingent	left	0.919	177.619	175.756
178.364	2.809	Contingent	left	0.746	181.159	179.11
181.708	2.808	NonContingent	right	1.521	184.498	183.229
185.302	2.808	Contingent	left	0.523	188.089	185.825
188.745	2.809	Contingent	left	0.931	191.529	189.676
192.339	2.809	NonContingent	right	1.464	195.12	193.803
197.956	2.792	Contingent	left	2.252	200.736	200.208
201.333	2.808	NonContingent	right	0.971	204.126	202.304
204.877	2.808	NonContingent	right	1.118	207.667	205.995
208.27	2.808	NonContingent	right	1.006	211.056	209.276
211.714	2.808	NonContingent	right	1.124	214.496	212.838
215.308	2.791	NonContingent	right	1.229	218.087	216.537
218.835	2.808	NonContingent	left	1.566	221.628	220.401
222.228	2.809	NonContingent	left	2.539	225.017	224.767
225.873	2.808	NonContingent	right	0.826	228.658	226.699
229.166	2.808	Contingent	left	0.773	231.947	229.939
232.843	2.809	Contingent	left	0.644	235.638	233.487
236.237	2.808	Contingent	left	0.633	239.028	236.87
239.781	2.808	Contingent	left	0.599	242.569	240.38
245.448	2.808	NonContingent	right	0.868	248.235	246.316
248.791	2.808	NonContingent	left	1.879	251.574	250.67
252.335	2.791	Contingent	right	1.508	255.115	253.843
255.712	2.808	NonContingent	right	1.043	258.505	256.755
259.356	2.808	NonContingent	right	1.619	262.146	260.975
262.749	2.809	Contingent	left	0.936	265.535	263.685
266.343	2.809	Contingent	left	0.65	269.126	266.993
269.67	2.808	NonContingent	right	1.198	272.465	270.868
273.364	2.808	Contingent	left	0.612	276.156	273.976
276.758	2.808	NonContingent	left	1.084	279.546	277.842
280.201	2.809	NonContingent	right	1.188	282.986	281.389
283.795	2.809	NonContingent	left	2.096	286.577	285.891
287.122	2.808	Contingent	left	0.629	289.916	287.751
292.939	2.809	NonContingent	left	1.263	295.734	294.202
296.383	2.808	NonContingent	right	0.859	299.174	297.242
299.726	2.808	NonContingent	left	1.212	302.513	300.938
303.27	2.808	Contingent	left	1.55	306.053	304.82
306.814	2.791	NonContingent	left	1.609	309.594	308.423
310.241	2.808	NonContingent	right	0.949	313.034	311.19
313.785	2.808	Contingent	left	1.018	316.575	314.803
317.178	2.808	NonContingent	left	1.159	319.965	318.337
320.822	2.809	Contingent	left	0.993	323.606	321.815
324.366	2.792	Contingent	left	0.947	327.146	325.313
327.793	2.808	Contingent	right	1.586	330.586	329.379
331.237	2.808	Contingent	left	0.638	334.026	331.875
334.63	2.808	NonContingent	left	1.8	337.416	336.43
340.397	2.809	NonContingent	left	0.961	343.182	341.358
343.791	2.791	Contingent	left	0.679	346.571	344.47
347.318	2.808	NonContingent	right	1.552	350.112	348.87
350.711	2.809	Contingent	left	0.613	353.502	351.324
354.406	2.808	Contingent	left	0.763	357.193	355.169
357.699	2.808	Contingent	right	1.219	360.482	358.918
361.343	2.792	Contingent	right	0.702	364.123	362.045
364.72	2.808	Contingent	right	0.61	367.512	365.33
368.264	2.808	Contingent	left	0.765	371.053	369.029
371.858	2.808	Contingent	left	0.813	374.644	372.671
375.251	2.809	NonContingent	left	0.908	378.034	376.159
378.645	2.791	NonContingent	left	1.578	381.424	380.223
382.272	2.808	Contingent	left	0.877	385.065	383.149
387.738	2.809	NonContingent	left	1.289	390.53	389.027
391.433	2.808	Contingent	left	0.752	394.221	392.185
