"onset"	"trial_type"	"accuracy"	"button"	"response_time"	"duration"	"trial_type_less_granular"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
10.453	"recently_learned_faces_baseline"	0	NA	NA	0.017	"recently_learned_faces_baseline"	10.453	NA
11.439	"recently_learned_faces_baseline"	0	NA	NA	2.508	"recently_learned_faces_baseline"	13.928	NA
14.833	"famous_faces_baseline"	0	"right"	1.821	2.507	"famous_faces_baseline"	17.316	16.654
18.377	"famous_faces_baseline"	0	"left"	1.592	2.507	"famous_faces_baseline"	20.855	19.969
21.703	"famous_faces_false_combination"	0	NA	NA	2.508	"famous_faces"	24.192	NA
25.398	"famous_faces_correct_combination"	0	"right"	2.048	2.507	"famous_faces"	27.881	27.446
28.674	"recently_learned_faces_false_combination"	1	"right"	1.89	2.524	"recently_learned_faces"	31.168	30.564
32.318	"recently_learned_faces_false_combination"	0	NA	NA	2.508	"recently_learned_faces"	34.807	NA
35.762	"famous_faces_false_combination"	1	"right"	2.053	2.507	"famous_faces"	38.245	37.815
39.189	"famous_faces_baseline"	1	"left"	1.246	2.524	"famous_faces_baseline"	41.683	40.435
42.632	"recently_learned_faces_baseline"	1	"left"	0.801	2.508	"recently_learned_faces_baseline"	45.121	43.433
46.176	"famous_faces_false_combination"	1	"right"	1.665	2.508	"famous_faces"	48.659	47.841
49.704	"famous_faces_baseline"	1	"right"	1.657	2.524	"famous_faces_baseline"	52.198	51.361
55.253	"famous_faces_baseline"	1	"right"	1.362	2.508	"famous_faces_baseline"	57.738	56.615
58.898	"recently_learned_faces_correct_combination"	0	"right"	1.655	2.507	"recently_learned_faces"	61.377	60.553
62.325	"recently_learned_faces_false_combination"	1	"right"	1.588	2.507	"recently_learned_faces"	64.815	63.913
65.768	"famous_faces_correct_combination"	1	"left"	1.654	2.508	"famous_faces"	68.253	67.422
69.412	"famous_faces_false_combination"	1	"right"	1.104	2.508	"famous_faces"	71.892	70.516
72.789	"recently_learned_faces_false_combination"	0	"left"	1.528	2.508	"recently_learned_faces"	75.28	74.317
76.333	"famous_faces_false_combination"	1	"right"	1.723	2.508	"famous_faces"	78.819	78.056
79.877	"recently_learned_faces_false_combination"	1	"right"	1.307	2.508	"recently_learned_faces"	82.357	81.184
83.153	"recently_learned_faces_false_combination"	1	"right"	1.907	2.508	"recently_learned_faces"	85.644	85.06
86.697	"famous_faces_baseline"	1	"right"	1.529	2.508	"famous_faces_baseline"	89.182	88.226
90.291	"famous_faces_baseline"	1	"right"	1.296	2.508	"famous_faces_baseline"	92.771	91.587
93.819	"famous_faces_false_combination"	1	"right"	1.39	2.507	"famous_faces"	96.309	95.209
97.212	"recently_learned_faces_false_combination"	0	"left"	1.902	2.508	"recently_learned_faces"	99.697	99.114
102.896	"recently_learned_faces_correct_combination"	1	"left"	1.085	2.507	"recently_learned_faces"	105.388	103.981
106.44	"famous_faces_correct_combination"	1	"left"	1.777	2.507	"famous_faces"	108.926	108.217
109.783	"recently_learned_faces_correct_combination"	1	"left"	0.94	2.507	"recently_learned_faces"	112.263	110.723
113.21	"recently_learned_faces_false_combination"	0	"left"	1.004	2.507	"recently_learned_faces"	115.701	114.214
116.804	"recently_learned_faces_correct_combination"	1	"left"	0.766	2.507	"recently_learned_faces"	119.29	117.57
120.348	"famous_faces_correct_combination"	1	"left"	0.885	2.507	"famous_faces"	122.829	121.233
123.725	"famous_faces_correct_combination"	1	"left"	0.943	2.507	"famous_faces"	126.216	124.668
127.369	"recently_learned_faces_correct_combination"	1	"left"	0.873	2.507	"recently_learned_faces"	129.855	128.242
130.662	"famous_faces_baseline"	1	"left"	1.016	2.507	"famous_faces_baseline"	133.142	131.678
134.239	"recently_learned_faces_baseline"	1	"right"	1.401	2.508	"recently_learned_faces_baseline"	136.731	135.64
137.633	"famous_faces_baseline"	1	"left"	1.472	2.507	"famous_faces_baseline"	140.119	139.105
141.177	"famous_faces_correct_combination"	1	"left"	0.964	2.507	"famous_faces"	143.657	142.141
144.704	"recently_learned_faces_correct_combination"	1	"left"	1.481	2.507	"recently_learned_faces"	147.196	146.185
